Oxidized X GFP2	Oxidized Y GFP 2	Reduced X GFP2	Reduced Y GFP2	Oxidized X GFP 1	Oxidized Y GFP 1	Reduced X GFP 1	Reduced Y GFP 1
						493.2361516	0.162583519
						493.7026239	0.155902004
						494.1690962	0.147884187
						494.6355685	0.142538976
						495.1020408	0.135857461
						495.335277	0.130512249
						496.0349854	0.125167038
						496.2682216	0.119821826
						496.7346939	0.115812918
						497.4344023	0.109131403
						497.6676385	0.103786192
						498.3673469	0.097104677
						498.6005831	0.091759465
						499.3002915	0.085077951
						499.3002915	0.079732739
						500	0.071714922
						500.2332362	0.06636971
						500.4664723	0.063697105
