"","R","residual","individual","type","lambda","experiment","location"
"132",1.32748017839745,0.02514917064886,"1","R",3.9,"tbuooh","medial_axis"
"133",1.33741624989565,0.019752797446878,"1","R",3.9,"tbuooh","medial_axis"
"134",1.35188230326393,-0.020705605144033,"1","R",3.9,"tbuooh","medial_axis"
"135",1.02952105109902,0.03718521893889,"2","R",3.9,"tbuooh","medial_axis"
"136",0.996202322371531,-0.025615396526984,"2","R",3.9,"tbuooh","medial_axis"
"137",1.00591487092898,-0.00288705058691,"2","R",3.9,"tbuooh","medial_axis"
"138",0.995183136357078,-0.031391234536971,"2","R",3.9,"tbuooh","medial_axis"
"139",1.03092365853532,-0.019963381935043,"2","R",3.9,"tbuooh","medial_axis"
"140",1.02887424926423,0.008510943449586,"2","R",3.9,"tbuooh","medial_axis"
"141",1.05568803372573,0.025552913098658,"2","R",3.9,"tbuooh","medial_axis"
"142",0.993286197248241,0.001405081016805,"2","R",3.9,"tbuooh","medial_axis"
"143",1.0468396667498,0.016767114616523,"2","R",3.9,"tbuooh","medial_axis"
"144",1.05421888071079,0.002382846006428,"2","R",3.9,"tbuooh","medial_axis"
"145",1.08553915484417,0.029477959457371,"2","R",3.9,"tbuooh","medial_axis"
"146",1.06642516795553,-0.018609443764065,"2","R",3.9,"tbuooh","medial_axis"
"147",1.05603920404698,-0.008635228038615,"2","R",3.9,"tbuooh","medial_axis"
"148",1.09852277630361,-0.007059180059851,"2","R",3.9,"tbuooh","medial_axis"
"149",1.07604594599285,-0.022078599909998,"2","R",3.9,"tbuooh","medial_axis"
"150",1.08649160617605,0.024626097466928,"2","R",3.9,"tbuooh","medial_axis"
"151",1.09708987543886,0.005470554185099,"2","R",3.9,"tbuooh","medial_axis"
"152",1.11176468305663,-0.021520216490648,"2","R",3.9,"tbuooh","medial_axis"
"153",1.0774844575455,0.027287863742316,"2","R",3.9,"tbuooh","medial_axis"
"154",1.12600694702695,-0.028535122835965,"2","R",3.9,"tbuooh","medial_axis"
"155",1.09888777805688,-0.004398325471953,"2","R",3.9,"tbuooh","medial_axis"
"156",1.43705104495011,0.025202081448173,"2","R",3.9,"tbuooh","medial_axis"
"157",1.43982811001869,0.017783526115809,"2","R",3.9,"tbuooh","medial_axis"
"158",1.42958216507343,-0.009397214432153,"2","R",3.9,"tbuooh","medial_axis"
"159",1.42584025585686,-0.008245443710879,"2","R",3.9,"tbuooh","medial_axis"
"160",1.44930828883295,-0.003848041458232,"2","R",3.9,"tbuooh","medial_axis"
"161",1.40054854853847,-0.036589124605833,"2","R",3.9,"tbuooh","medial_axis"
"162",1.43125818521715,0.029827893610095,"2","R",3.9,"tbuooh","medial_axis"
"163",1.44236135783614,0.015771087513522,"2","R",3.9,"tbuooh","medial_axis"
"164",1.41451196292737,-0.023844379936491,"2","R",3.9,"tbuooh","medial_axis"
"165",1.39374214886646,-0.005904868267939,"2","R",3.9,"tbuooh","medial_axis"
"166",1.42161049752662,0.006077061843462,"2","R",3.9,"tbuooh","medial_axis"
"167",1.40855242071005,0.01737406930969,"2","R",3.9,"tbuooh","medial_axis"
"168",1.43991919513187,-0.006360317877168,"2","R",3.9,"tbuooh","medial_axis"
"169",1.46884939816943,0.025150247021358,"2","R",3.9,"tbuooh","medial_axis"
"170",1.43797018319871,-0.015026949444872,"2","R",3.9,"tbuooh","medial_axis"
"171",1.42560197416985,-0.00996901826304,"2","R",3.9,"tbuooh","medial_axis"
"172",1.43838916608135,-0.018841580518674,"2","R",3.9,"tbuooh","medial_axis"
"173",1.44333954628106,0.001228833748758,"2","R",3.9,"tbuooh","medial_axis"
"174",1.4314839367304,-0.023530725850353,"2","R",3.9,"tbuooh","medial_axis"
"175",1.47878535700875,0.013082569193723,"2","R",3.9,"tbuooh","medial_axis"
"176",1.4585561212336,0.014361070234757,"2","R",3.9,"tbuooh","medial_axis"
"177",1.41426559205035,-0.006769321124565,"2","R",3.9,"tbuooh","medial_axis"
"178",1.41928575827159,0.010598293282131,"2","R",3.9,"tbuooh","medial_axis"
"179",1.42094296554323,0.00334995697721,"2","R",3.9,"tbuooh","medial_axis"
"180",1.44702493249557,0.006776518246505,"2","R",3.9,"tbuooh","medial_axis"
"181",1.42724922981933,-0.007313946538368,"2","R",3.9,"tbuooh","medial_axis"
"182",1.45809169745192,-0.00391954929812,"2","R",3.9,"tbuooh","medial_axis"
"183",1.44996855517783,0.023990905917511,"2","R",3.9,"tbuooh","medial_axis"
"184",1.467592430588,0.015871700822255,"2","R",3.9,"tbuooh","medial_axis"
"185",1.42141992631076,-0.004884685639782,"2","R",3.9,"tbuooh","medial_axis"
"186",1.42265869044574,-0.015087224026031,"2","R",3.9,"tbuooh","medial_axis"
"187",1.45292268412409,-0.024977487054742,"2","R",3.9,"tbuooh","medial_axis"
"188",1.42102234092445,0.017348957950239,"2","R",3.9,"tbuooh","medial_axis"
"189",1.42421575872682,0.004914061942841,"2","R",3.9,"tbuooh","medial_axis"
"190",1.48207815643979,-0.024404024232285,"2","R",3.9,"tbuooh","medial_axis"
"191",1.49407250147364,0.001055621188105,"2","R",3.9,"tbuooh","medial_axis"
"192",1.49479907009346,-0.000818398301685,"2","R",3.9,"tbuooh","medial_axis"
"193",1.48382819503806,-0.020501362948918,"2","R",3.9,"tbuooh","medial_axis"
"194",1.44838470557328,0.023435460945191,"2","R",3.9,"tbuooh","medial_axis"
"195",1.442805828145,0.015261291183695,"2","R",3.9,"tbuooh","medial_axis"
"196",1.46086259229373,0.016030353221373,"2","R",3.9,"tbuooh","medial_axis"
"197",1.48635129487561,0.001876645824763,"2","R",3.9,"tbuooh","medial_axis"
"198",1.45535205946048,-0.014212894903978,"2","R",3.9,"tbuooh","medial_axis"
"199",1.48028133838189,0.001491398854033,"2","R",3.9,"tbuooh","medial_axis"
"200",1.53432171831446,-0.014047253903884,"2","R",3.9,"tbuooh","medial_axis"
"201",1.49335717180374,-0.024671928224031,"2","R",3.9,"tbuooh","medial_axis"
"202",1.53049061623646,0.008066176539125,"2","R",3.9,"tbuooh","medial_axis"
"203",1.47856372675665,0.033154395917158,"2","R",3.9,"tbuooh","medial_axis"
"204",1.48671663061857,0.003346232260717,"2","R",3.9,"tbuooh","medial_axis"
"205",1.54794590666653,-0.004562664057396,"2","R",3.9,"tbuooh","medial_axis"
"206",1.54546384782065,-0.002309035108327,"2","R",3.9,"tbuooh","medial_axis"
"207",1.54861467662163,-0.047101832395184,"2","R",3.9,"tbuooh","medial_axis"
"208",1.49634123797689,-0.002348584898917,"2","R",3.9,"tbuooh","medial_axis"
"209",1.57600619077223,0.021080099818241,"2","R",3.9,"tbuooh","medial_axis"
"210",1.56260868719915,0.006126671310509,"2","R",3.9,"tbuooh","medial_axis"
"211",1.59061271436318,-0.007004163277315,"2","R",3.9,"tbuooh","medial_axis"
"212",1.53674331749654,0.002947419592952,"2","R",3.9,"tbuooh","medial_axis"
"213",1.60195881898364,0.012580702997852,"2","R",3.9,"tbuooh","medial_axis"
"214",1.5743108567916,0.026285865736537,"2","R",3.9,"tbuooh","medial_axis"
"215",1.57731129757775,0.019944446317058,"2","R",3.9,"tbuooh","medial_axis"
"216",1.58881326952935,-0.008890372337913,"2","R",3.9,"tbuooh","medial_axis"
"217",1.67190416936373,-0.023165354826077,"2","R",3.9,"tbuooh","medial_axis"
"218",1.61872032364426,-0.011059167984738,"2","R",3.9,"tbuooh","medial_axis"
"219",1.61785129015139,0.019083773097993,"2","R",3.9,"tbuooh","medial_axis"
"220",1.61515422688022,-0.008793490100488,"2","R",3.9,"tbuooh","medial_axis"
"221",1.68609944315558,-0.016708145695583,"2","R",3.9,"tbuooh","medial_axis"
"222",1.65310732938858,0.002202138965021,"2","R",3.9,"tbuooh","medial_axis"
"223",1.68234285418691,-0.013488387299537,"2","R",3.9,"tbuooh","medial_axis"
"224",1.6724387828144,0.001971842281446,"2","R",3.9,"tbuooh","medial_axis"
"225",1.67759532897782,0.005155731946966,"2","R",3.9,"tbuooh","medial_axis"
"226",1.77122235007773,0.00312978368046,"2","R",3.9,"tbuooh","medial_axis"
"227",1.73805642531063,0.016256325567072,"2","R",3.9,"tbuooh","medial_axis"
"228",1.76722222546355,-0.017610290518586,"2","R",3.9,"tbuooh","medial_axis"
"229",1.78747705007757,-0.000943043499571,"2","R",3.9,"tbuooh","medial_axis"
"230",1.85036750027112,0.027577053918173,"2","R",3.9,"tbuooh","medial_axis"
"231",1.84233504501155,-0.017519480632171,"2","R",3.9,"tbuooh","medial_axis"
"232",1.98077988474895,0.030051030362518,"2","R",3.9,"tbuooh","medial_axis"
"233",1.90205526457684,-0.037498134185624,"2","R",3.9,"tbuooh","medial_axis"
"234",1.94464161485759,-0.000855667003508,"2","R",3.9,"tbuooh","medial_axis"
"235",1.87493832716307,0.004935830618476,"2","R",3.9,"tbuooh","medial_axis"
"236",1.94352577858678,-0.026385909414908,"2","R",3.9,"tbuooh","medial_axis"
"237",1.93384772356337,0.021371244055196,"2","R",3.9,"tbuooh","medial_axis"
"238",1.92873943365737,0.005284097698999,"2","R",3.9,"tbuooh","medial_axis"
"239",1.99160943080029,0.010228896557747,"2","R",3.9,"tbuooh","medial_axis"
"240",1.957461051017,-0.000984040881755,"2","R",3.9,"tbuooh","medial_axis"
"241",1.92353791551395,0.000486421557524,"2","R",3.9,"tbuooh","medial_axis"
"242",2.0129109767474,-0.019756710092785,"2","R",3.9,"tbuooh","medial_axis"
"243",2.0167333055737,0.021589401235069,"2","R",3.9,"tbuooh","medial_axis"
"244",2.00321522430055,0.000576792570404,"2","R",3.9,"tbuooh","medial_axis"
"245",1.97648265278705,-0.00387106565664,"2","R",3.9,"tbuooh","medial_axis"
"246",1.99409474012529,0.008101899847385,"2","R",3.9,"tbuooh","medial_axis"
"247",2.07714841847055,-0.023358521607725,"2","R",3.9,"tbuooh","medial_axis"
"248",2.09736545151602,0.024587961676833,"2","R",3.9,"tbuooh","medial_axis"
"249",2.05485821163372,-0.037024666329155,"2","R",3.9,"tbuooh","medial_axis"
"250",2.11450654668264,0.020943324977188,"2","R",3.9,"tbuooh","medial_axis"
"251",2.1222016228468,-0.006008985744701,"2","R",3.9,"tbuooh","medial_axis"
"252",2.11400286229157,0.03480033511285,"2","R",3.9,"tbuooh","medial_axis"
"253",2.08456989666248,-0.00229407407874,"2","R",3.9,"tbuooh","medial_axis"
"254",2.14677772156712,-0.021017688110178,"2","R",3.9,"tbuooh","medial_axis"
"255",2.08850002781002,-0.016738452144299,"2","R",3.9,"tbuooh","medial_axis"
"256",2.20501670104933,-0.013349702705446,"2","R",3.9,"tbuooh","medial_axis"
"257",2.14302498958326,0.028601146336177,"2","R",3.9,"tbuooh","medial_axis"
"258",2.15772028916147,0.008149157930941,"2","R",3.9,"tbuooh","medial_axis"
"259",2.19939132647161,-0.017377010678039,"2","R",3.9,"tbuooh","medial_axis"
"260",2.18812839187318,0.006467106884101,"2","R",3.9,"tbuooh","medial_axis"
"261",2.10836022180537,-0.00066663824942,"2","R",3.9,"tbuooh","medial_axis"
"262",2.14304574945678,-0.00472260933952,"2","R",3.9,"tbuooh","medial_axis"
"263",2.07174597124882,-0.011201755870433,"2","R",3.9,"tbuooh","medial_axis"
"264",2.14699285669227,0.003942204179906,"2","R",3.9,"tbuooh","medial_axis"
"265",2.12936610787679,0.014494430534284,"2","R",3.9,"tbuooh","medial_axis"
"266",2.08596464361452,0.01921890903912,"2","R",3.9,"tbuooh","medial_axis"
"267",2.07176161985149,-0.010558671883847,"2","R",3.9,"tbuooh","medial_axis"
"268",2.0569757837742,-0.010231812161139,"2","R",3.9,"tbuooh","medial_axis"
"269",1.01934200267328,0.007896920145732,"3","R",3.9,"tbuooh","medial_axis"
"270",1.01657326081045,-0.020553131255332,"3","R",3.9,"tbuooh","medial_axis"
"271",1.00976995190997,0.012588791222955,"3","R",3.9,"tbuooh","medial_axis"
"272",1.0078278469847,0.002206726800283,"3","R",3.9,"tbuooh","medial_axis"
"273",1.02767002778993,0.000258146711428,"3","R",3.9,"tbuooh","medial_axis"
"274",1.02773900097992,-0.022174405803968,"3","R",3.9,"tbuooh","medial_axis"
"275",1.01722032796448,-0.000508365149345,"3","R",3.9,"tbuooh","medial_axis"
"276",1.04306503722788,0.035500476435116,"3","R",3.9,"tbuooh","medial_axis"
"277",1.03106518592259,-0.027612995107622,"3","R",3.9,"tbuooh","medial_axis"
"278",1.01584558990678,0.009330974467047,"3","R",3.9,"tbuooh","medial_axis"
"279",1.02464350706263,0.010443039608911,"3","R",3.9,"tbuooh","medial_axis"
"280",1.02281308005332,0.019138035481449,"3","R",3.9,"tbuooh","medial_axis"
"281",1.03240774370235,0.005899910961174,"3","R",3.9,"tbuooh","medial_axis"
"282",1.03613937911548,0.020661806926919,"3","R",3.9,"tbuooh","medial_axis"
"283",1.00503414852386,-0.021308404576599,"3","R",3.9,"tbuooh","medial_axis"
"284",1.03736046710554,-0.032355254270395,"3","R",3.9,"tbuooh","medial_axis"
"285",1.02793743756049,-0.010786439315886,"3","R",3.9,"tbuooh","medial_axis"
"286",1.03060602898029,-0.008821631517398,"3","R",3.9,"tbuooh","medial_axis"
"287",1.02912148408222,0.007574132773369,"3","R",3.9,"tbuooh","medial_axis"
"288",1.00599199430988,0.005235094583059,"3","R",3.9,"tbuooh","medial_axis"
"289",1.0149134949023,-0.00641590669709,"3","R",3.9,"tbuooh","medial_axis"
"290",1.29280386145456,0.014807436981114,"3","R",3.9,"tbuooh","medial_axis"
"291",1.2830573254577,0.015960831484704,"3","R",3.9,"tbuooh","medial_axis"
"292",1.28623357718053,-0.004719689427486,"3","R",3.9,"tbuooh","medial_axis"
"293",1.27631374067266,0.036066762865118,"3","R",3.9,"tbuooh","medial_axis"
"294",1.30611846653478,-0.010288276699048,"3","R",3.9,"tbuooh","medial_axis"
"295",1.31957485746842,-0.016281886211249,"3","R",3.9,"tbuooh","medial_axis"
"296",1.30590039835857,-0.018313234655075,"3","R",3.9,"tbuooh","medial_axis"
"297",1.29031092205195,-0.014037315149546,"3","R",3.9,"tbuooh","medial_axis"
"298",1.30639293951379,-0.014077870994571,"3","R",3.9,"tbuooh","medial_axis"
"299",1.31286422739264,0.018491925662071,"3","R",3.9,"tbuooh","medial_axis"
"300",1.27965504789199,-0.012004060816802,"3","R",3.9,"tbuooh","medial_axis"
"301",1.29045631088802,0.033984861130047,"3","R",3.9,"tbuooh","medial_axis"
"302",1.33076044544432,-0.016580233618934,"3","R",3.9,"tbuooh","medial_axis"
"303",1.27144464461438,0.024176534299324,"3","R",3.9,"tbuooh","medial_axis"
"304",1.30971958083682,-0.017144395820996,"3","R",3.9,"tbuooh","medial_axis"
"305",1.26286838157678,-0.014855578255324,"3","R",3.9,"tbuooh","medial_axis"
"306",1.25311395184588,0.007777622675068,"3","R",3.9,"tbuooh","medial_axis"
"307",1.29899076884623,0.002845675958419,"3","R",3.9,"tbuooh","medial_axis"
"308",1.29352602752451,-0.011354238590111,"3","R",3.9,"tbuooh","medial_axis"
"309",1.25495175441181,0.000338808232914,"3","R",3.9,"tbuooh","medial_axis"
"310",1.28594090265255,0.008964051862755,"3","R",3.9,"tbuooh","medial_axis"
"311",1.28852535313661,-0.001793016026153,"3","R",3.9,"tbuooh","medial_axis"
"312",1.30050561662813,0.025373293771081,"3","R",3.9,"tbuooh","medial_axis"
"313",1.26214442361404,-0.029616043428733,"3","R",3.9,"tbuooh","medial_axis"
"314",1.25327019199173,0.005942553152432,"3","R",3.9,"tbuooh","medial_axis"
"315",1.30299257768864,0.002691679441625,"3","R",3.9,"tbuooh","medial_axis"
"316",1.2611480234383,-0.014622875769695,"3","R",3.9,"tbuooh","medial_axis"
"317",1.23658402726098,0.025378672202099,"3","R",3.9,"tbuooh","medial_axis"
"318",1.25634735516095,-0.021080284243874,"3","R",3.9,"tbuooh","medial_axis"
"319",1.2736573645487,0.015239654289441,"3","R",3.9,"tbuooh","medial_axis"
"320",1.27092047518157,0.00539526947721,"3","R",3.9,"tbuooh","medial_axis"
"321",1.23232441395837,0.012189304284478,"3","R",3.9,"tbuooh","medial_axis"
"322",1.2480353596116,-0.027892502191286,"3","R",3.9,"tbuooh","medial_axis"
"323",1.27201730484759,0.004247893360185,"3","R",3.9,"tbuooh","medial_axis"
"324",1.24394682000779,-0.017565876503472,"3","R",3.9,"tbuooh","medial_axis"
"325",1.24476834991816,-0.007567194506266,"3","R",3.9,"tbuooh","medial_axis"
"326",1.23299555557941,0.00531155038801,"3","R",3.9,"tbuooh","medial_axis"
"327",1.22588830738221,0.034822839252479,"3","R",3.9,"tbuooh","medial_axis"
