Lambda_240,-240 mv,Lambda_330,-330 mv
372.8888219,75.06319353,369.4947176,65.74981388
373.3793916,75.70425781,369.498706,65.2672209
373.7046655,76.34611976,369.8213209,66.2308115
374.0286099,77.14884603,370.1479243,66.71180913
374.5165207,78.11163895,370.4731981,67.35367107
375.0097494,78.43097458,370.6345056,67.83546637
375.3350232,79.07283653,371.2890417,68.6365973
375.8242635,79.87476513,371.4516787,68.95752827
376.480129,80.51503173,371.6143156,69.27845925
376.480129,80.51503173,371.9395895,69.9203212
376.6387776,81.31855568,372.2661928,70.40131882
376.802744,81.47862233,372.4288297,70.7222498
376.9640515,81.96041763,372.7567625,71.0423831
377.125359,82.44221293,372.9193994,71.36331407
377.6172581,82.92241288,373.0833658,71.52338072
377.9451909,83.24254618,373.4099692,72.00437835
378.1091573,83.40261283,373.5726061,72.32530932
378.4370901,83.72274613,373.89788,72.96717127
378.599727,84.0436771,374.2231538,73.60903322
379.0929556,84.36301273,374.5497572,74.09003084
379.5835254,85.004077,374.7137235,74.25009749
380.2380615,85.80520793,375.0429858,74.40936647
380.7219839,87.25059382,375.2042933,74.89116177
381.0472578,87.89245577,375.5282377,75.69388804
381.536498,88.69438437,375.8535115,76.33574999
381.8631014,89.175382,375.8561705,76.01402134
382.1897047,89.65637962,376.0174779,76.49581664
382.3523416,89.9773106,376.3454107,76.81594994
382.516308,90.13737725,376.5093771,76.97601659
383.0082072,90.6175772,376.8359804,77.45701422
383.1721736,90.77764385,376.9986174,77.77794519
383.3348105,91.09857482,376.9999468,77.61708087
383.8267097,91.57877477,377.3265501,78.09807849
384.1546425,91.89890807,377.4905165,78.25814514
384.6438827,92.70083667,377.8157904,78.90000709
385.1344524,93.34190095,377.9770979,79.38180239
385.4610558,93.82289857,378.1410643,79.54186904
385.9542844,94.1422342,378.4676676,80.02286666
386.6128089,94.46077215,378.631634,80.18293331
387.107367,94.61924345,378.7956004,80.34299996
387.4326408,95.2611054,379.2848406,81.14492856
387.7605736,95.5812387,379.4461481,81.62672386
388.2524728,96.06143865,379.7740809,81.94685716
388.744372,96.5416386,379.9367178,82.26778814
389.0709753,97.02263623,380.1006842,82.42785479
389.5642039,97.34197185,380.2646506,82.58792144
390.0574326,97.66130748,380.5925834,82.90805474
391.0452193,98.1391144,380.9191867,83.38905236
391.7037438,98.45765236,381.0818237,83.70998334
392.3622682,98.77619031,381.408427,84.19098096
392.6915305,98.93545928,381.5723934,84.35104761
393.3513844,99.09313291,381.7350303,84.67197859
393.6806466,99.25240189,381.8989967,84.83204524
395.1669798,99.40608714,382.5548623,85.47231184
396.1587549,99.4013011,382.7188287,85.63237849
397.6464176,99.39412203,383.045432,86.11337611
398.8034885,99.38853831,383.2040805,86.91690006
399.6406034,98.09763534,383.5320133,87.23703336
399.8072287,97.93597334,383.8612756,87.39630234
400.8016627,97.60945865,384.0239125,87.71723331
401.465505,97.2845393,384.3518453,88.03736661
401.4681639,96.96281065,384.6784486,88.51836424
401.8014145,96.63948665,384.842415,88.67843089
402.3012905,96.15450066,385.3356436,88.99776651
402.4679158,95.99283866,385.4982806,89.31869749
402.7998369,95.83037898,385.8248839,89.79969511
403.134417,95.34619066,386.1541461,89.95896409
403.4663381,95.18373099,386.3167831,90.27989506
404.2981352,94.53628532,386.4807495,90.43996171
404.4647605,94.37462332,386.9713192,91.08102599
404.7993406,93.890435,387.4645478,91.40036161
404.9672954,93.56790868,387.6285142,91.56042826
405.1352501,93.24538235,387.7924806,91.72049491
405.3018754,93.08372035,387.956447,91.88056156
405.635126,92.76039636,388.2843798,92.20069486
405.8017513,92.59873436,388.6123125,92.52082816
405.972365,91.95447938,389.2668487,93.32195909
406.1403198,91.63195306,389.5947814,93.64209239
406.3069451,91.47029106,389.9227142,93.96222569
406.6388662,91.30783139,390.2519765,94.12149466
406.6415252,90.98610274,390.5785798,94.60249229
406.8094799,90.66357642,390.907842,94.76176126
407.3080264,90.33945475,391.2371043,94.92103024
407.8105612,89.5327401,391.5663665,95.08029922
408.3144255,88.56516113,391.567696,94.91943489
408.6516645,87.75924416,391.8956287,95.23956819
408.987574,87.11419151,392.7181196,95.71817279
408.9928918,86.47073421,393.5419399,96.03591307
409.3314603,85.50395292,394.2004644,96.35445102
409.6660403,85.0197646,394.3644308,96.51451767
409.8353246,84.53637395,394.6936931,96.67378665
410.1752225,83.40872833,395.3508881,97.15318892
410.3418478,83.24706633,396.0094126,97.47172688
410.8457121,82.27948736,396.6692665,97.6294005
411.1816216,81.63443471,396.8345623,97.62860283
412.0200659,80.18266742,397.3331088,97.30448116
412.6878966,79.3751551,397.5010636,96.98195483
413.0224767,78.89096678,397.8329847,96.81949516
413.3570568,78.40677846,397.9982806,96.81869749
413.5329883,77.11906619,398.1649059,96.65703549
413.6996136,76.95740419,398.3302017,96.65623781
414.0328642,76.63408019,398.6607934,96.65464246
414.5340696,75.98822987,398.8274187,96.49298047
415.0339455,75.50324388,399.1593399,96.33052079
415.2019002,75.18071755,399.3246357,96.32972312
415.3685255,75.01905555,399.491261,96.16806112
415.3711845,74.6973269,399.8231822,96.00560145
415.5378098,74.53566491,399.8245116,95.84473712
415.8723898,74.05147658,399.991137,95.68307512
416.0390151,73.88981459,400.3230581,95.52061545
416.3735952,73.40562626,400.4896834,95.35895345
416.8748006,72.75977594,400.8216046,95.19649378
417.2107101,72.1147233,400.9869004,95.1956961
417.5439607,71.7913993,401.3188216,95.03323643
417.710586,71.6297373,401.4841174,95.03243876
417.8798702,71.14634665,401.6507427,94.87077676
418.0464956,70.98468465,401.817368,94.70911476
418.5490304,70.17797001,402.1492892,94.54665509
418.5543482,69.53451271,402.3159145,94.38499309
418.5543482,69.53451271,402.6478356,94.22253341
418.5570071,69.21278406,402.8144609,94.06087141
418.559666,68.89105541,403.1463821,93.89841174
418.5609955,68.73019109,403.1477116,93.73754742
418.5636544,68.40846244,403.3143369,93.57588542
418.5663133,68.08673379,403.646258,93.41342575
418.5676428,67.92586947,403.8128833,93.25176375
418.8995639,67.76340979,403.9781792,93.25096607
418.9008934,67.60254547,404.1448045,93.08930407
418.9022229,67.44168114,404.4780551,92.76598008
419.0701776,67.11915482,404.8113057,92.44265608
419.4087461,66.15237352,404.977931,92.28099408
419.7446556,65.50732088,404.9792605,92.12012976
420.9163506,63.73222959,405.1472152,91.79760343
421.0869642,63.08797462,405.3138405,91.63594143
421.4202148,62.76465062,405.4804658,91.47427943
421.5894991,62.28125997,405.6470911,91.31261744
421.9254086,61.63620732,405.9803418,90.98929344
422.426614,60.990357,406.1482965,90.66676711
422.9344666,59.54018506,406.3149218,90.50510512
422.9357961,59.37932074,406.6495019,90.02091679
422.938455,59.05759209,406.9854114,89.37586415
423.2717056,58.73426809,407.1533662,89.05333782
423.4423193,58.09001312,407.4892757,88.40828518
423.4463077,57.60742014,407.6572305,88.08575885
423.6169213,56.96316517,407.8238558,87.92409686
423.7888645,56.15804588,408.1571064,87.60077286
423.7901939,55.99718155,408.3237317,87.43911086
423.9581487,55.67465523,408.490357,87.27744886
424.2940582,55.02960258,408.4916865,87.11658454
424.462013,54.70707626,408.6596412,86.79405821
424.6326267,54.06282129,408.9915624,86.63159854
424.8032403,53.41856631,409.1581877,86.46993654
424.9751835,52.61344702,409.3234835,86.46913887
425.1471266,51.80832772,409.6554047,86.30667919
425.1471266,51.80832772,409.82203,86.14501719
425.4910129,50.19808913,409.9886553,85.9833552
425.6616265,49.55383415,410.4885312,85.4983692
425.8309108,49.07044351,410.8244407,84.85331655
425.8322402,48.90957918,411.1563619,84.69085688
425.8388875,48.10525756,411.4896125,84.36753288
426.0108306,47.30013826,411.8215337,84.20507321
426.0161485,46.65668097,412.1534548,84.04261354
426.1867622,46.01242599,412.3187507,84.04181586
426.3573758,45.36817102,412.485376,83.88015386
426.529319,44.56305172,412.6533307,83.55762754
426.5333073,44.08045875,412.822615,83.07423689
426.7012621,43.75793243,412.9892403,82.91257489
426.8692169,43.4354061,413.157195,82.59004857
426.8718758,43.11367746,413.3238203,82.42838657
427.0398305,42.79115113,413.6557415,82.2659269
427.0424895,42.46942248,413.8223668,82.1042649
427.2091148,42.30776048,413.9876626,82.10346722
427.5423654,41.98443649,414.1542879,81.94180523
427.8782749,41.33938384,414.3209132,81.78014323
428.0462297,41.01685752,414.4875386,81.61848123
428.3808097,40.5326692,414.6541639,81.45681923
428.5500939,40.04927855,414.8194597,81.45602155
428.7220371,39.24415925,415.1527103,81.13269756
428.724696,38.9224306,415.3193356,80.97103556
428.8926508,38.59990428,415.8192115,80.48604956
429.2312192,37.63312298,415.9858368,80.32438756
429.2338781,37.31139433,416.1524622,80.16272556
429.2352076,37.15053001,416.3217464,79.67933492
429.5711171,36.50547736,416.3230758,79.51847059
429.7404013,36.02208672,416.4897011,79.35680859
430.2416067,35.3762364,416.4910306,79.19594427
430.2416067,35.3762364,416.6589854,78.87341795
430.5801751,34.4094551,416.8269401,78.55089162
430.7507888,33.76520013,416.992236,78.55009395
430.9160847,33.76440245,417.1588613,78.38843195
431.2599709,32.15416386,417.3254866,78.22676995
431.4305846,31.50990889,417.4934413,77.90424363
431.7664941,30.86485624,417.6600667,77.74258163
432.1024037,30.21980359,417.8280214,77.42005531
432.1037331,30.05893927,417.9946467,77.25839331
432.2703584,29.89727727,417.9959762,77.09752898
432.4383132,29.57475095,418.1626015,76.93586698
432.6062679,29.25222463,418.3292268,76.77420498
432.7742227,28.9296983,418.4958521,76.61254299
432.9421775,28.60717198,418.6638069,76.29001666
433.2834048,27.31866203,418.995728,76.12755699
433.4513596,26.99613571,419.1636828,75.80503067
433.6193144,26.67360939,419.3316375,75.48250434
433.9578828,25.70682809,419.6635587,75.32004467
433.9605417,25.38509944,419.6662176,74.99831602
433.9645301,24.90250647,419.6675471,74.8374517
434.8029744,23.45073918,419.8355018,74.51492537
434.9695997,23.28907718,420.0021271,74.35326337
435.4708051,22.64322686,420.1700819,74.03073705
435.8040557,22.31990286,420.3380367,73.70821073
435.970681,22.15824086,420.504662,73.54654873
436.1386358,21.83571454,420.6699578,73.54575105
436.4718864,21.51239054,420.839242,73.06236041
436.805137,21.18906654,421.0058673,72.90069841
436.9717623,21.02740454,421.1738221,72.57817208
437.3036835,20.86494487,421.1751516,72.41730776
437.8022299,20.5408232,421.3417769,72.25564576
438.4713901,19.57244656,421.5110611,71.77225511
438.6393448,19.24992023,421.8456412,71.28806679
438.6420038,18.92819158,422.0122665,71.12640479
438.8126174,18.28393661,422.1815507,70.64301415
438.8139469,18.12307229,422.348176,70.48135215
439.1471975,17.79974829,422.6814266,70.15802815
439.3138228,17.63808629,422.8493814,69.83550183
439.980324,16.9914383,423.0173361,69.5129755
439.9816535,16.83057397,423.0186656,69.35211118
440.6454958,16.50565462,423.0213245,69.03038253
441.4733045,16.34080193,423.1892793,68.70785621
441.8065551,16.01747793,423.3545751,68.70705853
442.1398057,15.69415393,423.6878257,68.38373453
442.306431,15.53249193,423.6891552,68.22287021
442.6383522,15.37003226,424.1903605,67.57701989
442.8049775,15.20837026,424.19169,67.41615556
443.3048534,14.72338427,424.3596448,67.09362924
443.4701493,14.72258659,424.5275995,66.77110292
443.8020704,14.56012692,424.6942248,66.60944092
444.3006169,14.23600525,424.6955543,66.44857659
444.4672422,14.07434325,424.7008721,65.8051193
444.9644592,13.9110859,424.8674974,65.6434573
445.4616762,13.74782855,425.2020775,65.15926898
445.626972,13.74703088,425.3700323,64.83674265
445.7922679,13.7462332,425.5366576,64.67508065
446.1228596,13.74463786,425.7032829,64.51341865
446.2881554,13.74384018,426.0391924,63.86836601
446.6174177,13.90310916,426.2058177,63.70670401
446.9480094,13.90151381,426.372443,63.54504201
447.4438969,13.89912079,426.5417272,63.06165136
447.6091928,13.89832311,426.5430567,62.90078704
448.1050803,13.89593009,426.8763073,62.57746304
448.4343425,14.05519906,427.0442621,62.25493672
448.5983089,14.21526571,427.0455915,62.09407239
449.4221293,14.53300599,427.2122168,61.93241039
450.744496,14.5266246,427.3788421,61.7707484
451.5709753,14.52263623,427.5467969,61.44822207
452.5627504,14.51785018,427.7120927,61.4474244
452.8906832,14.83798348,427.878718,61.2857624
453.8797993,15.15492608,428.0466728,60.96323608
455.0342114,15.47107101,428.0493317,60.64150743
455.8580317,15.78881129,428.215957,60.47984543
456.5165562,16.10734924,428.3839118,60.15731911
457.5056724,16.42429184,428.3865707,59.83559046
458.0002304,16.58276314,428.553196,59.67392846
458.3308221,16.5811678,428.8864466,59.35060446
458.9906761,16.73884142,429.0544014,59.02807814
459.6492006,17.05737937,429.2210267,58.86641614
461.6274329,17.69126458,429.3889815,58.54388981
462.4512532,18.00900486,429.7222321,58.22056582
463.2750736,18.32674513,429.8901868,57.89803949
464.1002233,18.48362109,430.2247669,57.41385117
464.7600773,18.64129471,430.2260964,57.25298685
464.9240437,18.80136136,430.5620059,56.6079342
465.4186018,18.95983267,430.8979154,55.96288155
465.5825682,19.11989932,430.8992449,55.80201723
465.7465345,19.27996597,431.0658702,55.64035523
466.0757968,19.43923494,431.2338249,55.31782891
467.2288794,19.91624419,431.5657461,55.15536923
468.0540291,20.07312015,431.7323714,54.99370724
468.2179955,20.2331868,431.8989967,54.83204524
469.2071117,20.5501294,431.9016556,54.51031659
470.030932,20.86786968,432.2322473,54.50872124
471.0200482,21.18481228,432.5654979,54.18539724
472.0104938,21.34089056,432.8974191,54.02293757
472.8369731,21.33690219,433.0653738,53.70041125
473.6621229,21.49377814,433.2306697,53.69961357
474.3219768,21.65145177,433.5639203,53.37628957
475.3124224,21.80753005,433.7305456,53.21462757
476.1375722,21.964406,434.0624668,53.0521679
477.1280179,22.12048428,434.5596838,52.88891055
477.7852129,22.59988655,434.7249796,52.88811288
477.7865423,22.43902223,434.7249796,52.88811288
478.279771,22.75835785,434.8902755,52.88731521
478.6103627,22.75676251,435.2208672,52.88571986
479.434183,23.07450278,435.386163,52.88492218
480.5912539,23.06891906,435.7180842,52.72246251
481.2511079,23.22659269,436.0486759,52.72086716
482.4068494,23.38187329,436.3792676,52.71927181
483.2306697,23.69961357,436.5432339,52.87933846
484.0558195,23.85648952,436.5445634,52.71847414
484.7170029,23.85329883,436.5445634,52.71847414
485.0475946,23.85170348,436.8711667,53.19947176
485.5434821,23.84931045,436.8711667,53.19947176
486.540575,23.20106711,437.1990995,53.51960506
487.2017584,23.19787641,437.3630659,53.67967171
488.3588294,23.19229269,437.5270323,53.83973836
489.1879675,22.86657567,437.857624,53.83814301
489.8504804,22.70252065,438.1868862,53.99741199
490.6796185,22.37680363,438.3521821,53.99661432
491.8406778,21.88862694,438.5174779,53.99581664
492.5045202,21.56370759,438.6827738,53.99501897
492.6711455,21.40204559,439.012036,54.15428794
493.0030666,21.23958592,439.1760024,54.31435459
493.1696919,21.07792392,439.3412983,54.31355692
494.1721027,19.78622328,439.5052647,54.47362357
494.3373985,19.7854256,439.8345269,54.63289254
494.6693197,19.62296593,439.9984933,54.79295919
495.1691956,19.13797993,440.1611302,55.11389017
495.3371504,18.81545361,440.3250966,55.27395682
495.5037757,18.65379161,440.3264261,55.11309249
496.0036516,18.16880562,440.4877335,55.59488779
496.1689474,18.16800794,440.6516999,55.75495444
496.5035275,17.68381962,440.9809622,55.91422342
496.8381076,17.1996313,441.1449286,56.07429007
497.1726876,16.71544298,441.4755203,56.07269472
497.6712341,16.3913213,441.6394867,56.23276137
498.0044847,16.06799731,441.9607721,57.35721629
498.3390648,15.58380898,442.1247385,57.51728294
498.6736448,15.09962066,442.4540008,57.67655192
498.8402701,14.93795866,442.6179672,57.83661857
499.0068955,14.77629666,442.7819336,57.99668522
499.5054419,14.45217499,442.9459,58.15675187
499.5054419,14.45217499,443.1085369,58.47768284
,,443.4377991,58.63695182
,,443.6004361,58.9578828
,,443.9270394,59.43888042
,,444.742883,60.72180664
,,445.2334527,61.36287092
,,445.3947602,61.84466622
,,445.882671,62.80745914
,,446.2119332,62.96672812
,,446.7011735,63.76865672
,,447.1904137,64.57058532
,,447.3530507,64.89151629
,,447.5170171,65.05158294
,,447.8449498,65.37171624
,,448.0102457,65.37091857
,,448.3341901,66.17364484
,,448.6621229,66.49377814
,,449.1513631,67.29570674
,,449.3153295,67.45577339
,,449.6445918,67.61504237
,,449.9711951,68.09603999
,,450.4630943,68.57623994
,,450.7910271,68.89637324
,,450.953664,69.21730422
,,451.1176304,69.37737087
,,451.4455632,69.69750417
,,451.6095295,69.85757082
,,452.1014287,70.33777077
,,452.4293615,70.65790407
,,452.7572943,70.97803737
,,453.4105009,71.94003262
,,453.7384337,72.26016592
,,454.065037,72.74116354
,,454.7195732,73.54229447
,,455.0475059,73.86242777
,,455.3754387,74.18256107
,,455.7033715,74.50269437
,,456.0313043,74.82282767
,,456.5232035,75.30302762
,,456.8511362,75.62316092
,,457.179069,75.94329422
,,457.9975715,76.90449179
,,458.4881412,77.54555607
,,459.1426773,78.34668699
,,459.6345765,78.82688694
,,460.1278052,79.14622257
,,460.2904421,79.46715354
,,460.7836707,79.78648917
,,460.9463077,80.10742014
,,461.7648102,81.06861772
,,462.4193463,81.86974864
,,463.2351898,83.15267487
,,464.2189882,84.11307477
,,464.7082285,84.91500337
,,465.364094,85.55526997
,,465.8559932,86.03546992
,,466.5105293,86.83660084
,,467.1650654,87.63773177
,,467.6516468,88.76138902
,,467.9822385,88.75979367
,,467.9822385,88.75979367
,,468.3128301,88.75819832
,,468.4767965,88.91826497
,,468.8033999,89.39926259
,,468.9673663,89.55932924
,,469.1300032,89.88026022
,,469.2939696,90.04032687
,,469.7871982,90.3596625
,,469.9485057,90.84145779
,,470.1124721,91.00152444
,,470.2777679,91.00072677
,,470.6070302,91.15999575
,,470.7696671,91.48092672
,,471.0989293,91.6401957
,,471.7561244,92.11959797
,,472.0840571,92.43973127
,,472.2480235,92.59979792
,,472.5772858,92.7590669
,,473.0718439,92.9175382
,,473.3997767,93.2376715
,,474.0596306,93.39534513
,,474.7221434,93.23129011
,,474.7221434,93.23129011
,,475.5499521,93.06643741
,,475.5499521,93.06643741
,,476.5417272,93.06165136
,,476.5430567,92.90078704
,,476.7083525,92.89998936
,,477.5361612,92.73513667
,,477.7027865,92.57347467
,,477.8694118,92.41181267
,,478.0373666,92.08928635
,,478.3692878,91.92682667
,,478.5359131,91.76516468
,,478.7025384,91.60350268
,,479.0344595,91.441043
,,479.035789,91.28017868
,,479.0371184,91.11931435
,,479.2037438,90.95765236
,,479.3716985,90.63512603
,,479.5383238,90.47346403
,,479.7062786,90.15093771
,,479.8742333,89.82841139
,,480.0408587,89.66674939
,,480.2088134,89.34422307
,,480.3741093,89.34342539
,,480.542064,89.02089907
,,480.5433935,88.86003474
,,480.8766441,88.53671075
,,480.8859503,87.41066047
,,481.2112242,88.05252242
,,481.3858262,86.92567448
,,481.5524515,86.76401248
,,481.5551104,86.44228383
,,481.7217357,86.28062183
,,481.7243947,85.95889318
,,481.89102,85.79723118
,,482.0576453,85.63556918
,,482.2256,85.31304286
,,482.3922253,85.15138086
,,482.5615096,84.66799022
,,482.562839,84.50712589
,,482.7307938,84.18459957
,,482.7321232,84.02373524
,,482.7347821,83.70200659
,,482.900078,83.70120892
,,483.0706917,83.05695395
,,483.0720211,82.89608962
,,483.2399759,82.5735633
,,483.2439643,82.09097033
,,483.4092601,82.09017265
,,483.5785443,81.606782
,,483.9131244,81.12259368
,,483.9157833,80.80086503
,,484.0824086,80.63920303
,,484.0837381,80.47833871
,,484.2516928,80.15581239
,,484.2530223,79.99494806
,,484.4209771,79.67242174
,,484.5876024,79.51075974
,,484.5902613,79.18903109
,,484.5929202,78.86730244
,,484.7595455,78.70564044
,,484.760875,78.54477612
,,484.7635339,78.22304747
,,484.7661928,77.90131882
,,484.9328181,77.73965682
,,484.935477,77.41792817
,,484.9368065,77.25706385
,,484.9381359,77.09619952
,,485.1047612,76.93453753
,,485.4393413,76.4503492
,,485.4406708,76.28948488
,,485.6086255,75.96695856
,,485.7779097,75.48356791
,,485.944535,75.32190591
,,486.1151487,74.67765094
,,486.2857624,74.03339597
,,486.4550466,73.55000532
,,486.6230014,73.22747899
,,486.6243308,73.06661467
,,486.6256603,72.90575035
,,486.6283192,72.5840217
,,486.9628993,72.09983337
,,486.9642287,71.93896905
,,486.9655582,71.77810473
,,487.133513,71.4555784
,,487.1375013,70.97298543
,,487.1441486,70.16866381
,,487.3147623,69.52440883
,,487.3160918,69.36354451
,,487.322739,68.55922289
,,487.4893643,68.39756089
,,487.4933527,67.91496792
,,487.659978,67.75330592
,,487.6626369,67.43157727
,,487.6639664,67.27071294
,,487.9985465,66.78652462
,,488.1665012,66.4639983
,,488.334456,66.14147198
,,488.5063991,65.33635268
,,488.6730244,65.17469068
,,489.0129223,64.04704506
,,489.0155812,63.72531641
,,489.1875244,62.92019711
,,489.3568086,62.43680647
,,489.5300812,61.47082285
,,489.5327401,61.1490942
,,489.7046832,60.3439749
,,489.8766264,59.5388556
,,490.04724,58.89460063
,,490.2138654,58.73293863
,,490.2191832,58.08948133
,,490.2218421,57.76775269
,,490.3897969,57.44522636
,,490.56174,56.64010707
,,490.7310242,56.15671642
,,490.898979,55.83419009
,,490.9016379,55.51246145
,,491.0682632,55.35079945
,,491.2415358,54.38481583
,,491.4081611,54.22315383
,,491.41082,53.90142518
,,491.5787748,53.57889885
,,491.5801042,53.41803453
,,491.7507179,52.77377956
,,491.9186727,52.45125324
,,492.0892863,51.80699826
,,492.0946042,51.16354097
,,492.2652179,50.51928599
,,492.7717411,49.22997837
,,492.9410253,48.74658773
,,493.4475485,47.45728011
,,493.4541958,46.65295849
,,493.6221505,46.33043216
,,493.6314567,45.20438189
,,493.8073882,43.91666962
,,494.149945,42.46729535
,,494.487184,41.66137838
,,494.9963662,40.05034211
,,495.3322757,39.40528947
,,495.6721736,38.27764385
,,495.6774914,37.63418655
,,495.6814798,37.15159358
,,495.850764,36.66820293
,,496.0200482,36.18481228
,,496.188003,35.86228596
,,496.3546283,35.70062396
,,496.6905378,35.05557131
,,496.8611515,34.41131634
,,497.0291063,34.08879002
,,497.197061,33.76626369
,,497.3703336,32.80028007
,,497.3756514,32.15682277
,,497.3836282,31.19163683
,,497.7208672,30.38571986
,,498.2287198,28.93554791
,,498.3953451,28.77388591
,,498.7312547,28.12883327
,,498.89788,27.96717127
,,498.8992094,27.80630695
,,499.0684936,27.3229163
,,499.0711526,27.00118765
,,499.2377779,26.83952565
,,499.4070621,26.356135
,,499.7443011,25.55021803
,,499.7456305,25.38935371
