Lambda_230,-230 mv,Lambda_320,-320 mv
462.8551122,19.63265306,450.0659965,40.81632653
463.018919,19.75510204,450.0700579,40.57142857
463.1827258,19.87755102,450.3895489,41.30612245
463.3465326,20,450.7110705,41.91836735
463.5103395,20.12244898,451.196399,42.65306122
463.6741463,20.24489796,451.5138593,43.51020408
463.8379531,20.36734694,451.8353809,44.12244898
463.9997292,20.6122449,452.1548719,44.85714286
464.1635361,20.73469388,452.4743629,45.59183673
464.3253122,20.97959184,452.7958845,46.20408163
464.3273429,20.85714286,453.2832436,46.81632653
464.3273429,20.85714286,453.6047653,47.42857143
465.3040918,21.95918367,454.2579619,48.04081633
465.3061224,21.83673469,454.9131892,48.53061224
465.4678986,22.08163265,455.5623244,49.3877551
465.6317054,22.20408163,456.209429,50.36734694
465.6317054,22.20408163,456.8626256,50.97959184
465.9613497,22.32653061,457.5117609,51.83673469
466.1251565,22.44897959,457.9930281,52.81632653
466.2889633,22.57142857,458.6279487,54.53061224
466.6186076,22.69387755,458.9494703,55.14285714
466.9441906,23.06122449,459.5965749,56.12244898
467.1079974,23.18367347,459.9201273,56.6122449
467.2718042,23.30612245,460.5672319,57.59183673
467.4376417,23.30612245,461.2204285,58.20408163
467.9270315,23.79591837,461.7037263,59.06122449
468.2587065,23.79591837,462.1910854,59.67346939
468.4225133,23.91836735,462.6723525,60.65306122
468.7501269,24.16326531,463.157681,61.3877551
469.0757099,24.53061224,463.6450401,62
469.2354554,24.89795918,464.4539209,63.2244898
469.5610383,25.26530612,464.7774732,63.71428571
470.0524588,25.63265306,465.4286391,64.44897959
470.5438792,26,465.7501608,65.06122449
471.0373304,26.24489796,466.2375199,65.67346939
471.3669747,26.36734694,466.7228483,66.40816327
471.6945883,26.6122449,467.3740143,67.14285714
471.8604258,26.6122449,468.0251802,67.87755102
472.0242326,26.73469388,468.3467019,68.48979592
472.3538769,26.85714286,468.834061,69.10204082
472.5176837,26.97959184,469.3193894,69.83673469
472.8493586,26.97959184,469.8087792,70.32653061
473.0131655,27.10204082,470.2961384,70.93877551
473.5025553,27.59183673,470.6156293,71.67346939
473.8281382,27.95918367,470.9412123,72.04081633
474.3195587,28.32653061,471.4245101,72.89795918
474.6451416,28.69387755,471.9138999,73.3877551
474.9747859,28.81632653,472.2354215,74
475.6320439,29.18367347,472.72075,74.73469388
476.2893018,29.55102041,473.0443023,75.2244898
476.6169154,29.79591837,473.5296308,75.95918367
476.6189461,29.67346939,474.0169899,76.57142857
477.1123972,29.91836735,474.3405422,77.06122449
478.1033607,30.16326531,474.8258706,77.79591837
478.433005,30.28571429,475.3111991,78.53061224
478.9284868,30.40816327,475.6347514,79.02040816
479.5877754,30.65306122,476.1221105,79.63265306
479.915389,30.89795918,476.6033777,80.6122449
480.240972,31.26530612,477.0846448,81.59183673
480.7323925,31.63265306,477.4081971,82.08163265
481.0600061,31.87755102,478.0553017,83.06122449
481.3855891,32.24489796,478.3747927,83.79591837
482.0387857,32.85714286,478.692253,84.65306122
482.2025925,32.97959184,479.3413883,85.51020408
482.5322368,33.10204082,479.8267168,86.24489796
482.8598504,33.34693878,480.3100146,87.10204082
483.187464,33.59183673,480.7933123,87.95918367
483.8406606,34.20408163,481.2745795,88.93877551
484.1662436,34.57142857,481.5920398,89.79591837
484.4938572,34.81632653,481.73554,91.14285714
484.8214709,35.06122449,482.055031,91.87755102
485.3128913,35.42857143,482.7041662,92.73469388
485.640505,35.67346939,482.7061969,92.6122449
485.9640573,36.16326531,482.8598504,93.34693878
486.6192845,36.65306122,483.0236572,93.46938776
487.1086743,37.14285714,483.1854334,93.71428571
487.4362879,37.3877551,483.5110163,94.08163265
487.7639016,37.63265306,483.6748232,94.20408163
488.0915152,37.87755102,483.832538,94.69387755
488.580905,38.36734694,484.152029,95.42857143
488.9105493,38.48979592,484.3097438,95.91836735
489.4019697,38.85714286,484.4674586,96.40816327
489.7275527,39.2244898,484.7930416,96.7755102
490.0551663,39.46938776,484.9507564,97.26530612
490.5486175,39.71428571,485.1145632,97.3877551
491.0420686,39.95918367,485.4401462,97.75510204
491.5294277,40.57142857,485.6019224,98
491.8570413,40.81632653,485.603953,97.87755102
492.0208481,40.93877551,485.9315667,98.12244898
492.184655,41.06122449,486.0953735,98.24489796
493.6711003,41.42857143,486.5888246,98.48979592
494.9896775,41.91836735,486.7506007,98.73469388
496.1464785,42.16326531,487.080245,98.85714286
496.6399296,42.40816327,487.2440518,98.97959184
496.6460216,42.04081633,487.4078587,99.10204082
497.3114022,41.91836735,487.737503,99.2244898
497.6430771,41.91836735,488.5646597,99.34693878
498.4742952,41.79591837,489.0621721,99.34693878
498.8080008,41.67346939,489.9015128,98.73469388
499.3075439,41.55102041,490.4030866,98.48979592
499.4733814,41.55102041,490.7367922,98.36734694
499.6412495,41.42857143,490.9046604,98.24489796
499.8091177,41.30612245,491.0725285,98.12244898
500.1428233,41.18367347,491.2403967,98
500.3106914,41.06122449,491.5761329,97.75510204
500.6464277,40.81632653,491.5801943,97.51020408
500.982164,40.57142857,491.7500931,97.26530612
501.1520628,40.32653061,492.0837987,97.14285714
501.319931,40.20408163,492.2536975,96.89795918
501.9954649,39.46938776,492.4276576,96.40816327
501.9954649,39.46938776,492.431719,96.16326531
502.6709987,38.73469388,492.6036484,95.79591837
503.1746032,38.36734694,492.7755779,95.42857143
503.3485633,37.87755102,492.949538,94.93877551
503.6842996,37.63265306,493.2913663,94.32653061
504.0200359,37.3877551,493.6331946,93.71428571
504.3679561,36.40816327,493.8071547,93.2244898
505.2072968,35.79591837,493.9811148,92.73469388
505.7129319,35.30612245,494.1530443,92.36734694
506.0486682,35.06122449,494.161167,91.87755102
506.0547602,34.69387755,494.3351271,91.3877551
506.224659,34.44897959,494.8488848,90.40816327
506.3965885,34.08163265,494.8509155,90.28571429
506.4006498,33.83673469,495.0248756,89.79591837
506.5746099,33.34693878,495.2008664,89.18367347
506.9184689,32.6122449,495.2089891,88.69387755
507.4261346,32,495.3849799,88.08163265
507.5980641,31.63265306,495.55894,87.59183673
507.7699936,31.26530612,495.5670626,87.10204082
507.9439537,30.7755102,495.7410228,86.6122449
508.1118218,30.65306122,495.7430534,86.48979592
508.2878126,30.04081633,496.0848817,85.87755102
508.2898433,29.91836735,496.2608725,85.26530612
508.6235489,29.79591837,496.2669645,84.89795918
508.7934477,29.55102041,496.4429553,84.28571429
509.1271533,29.42857143,496.4490473,83.91836735
509.2970522,29.18367347,496.7908756,83.30612245
509.466951,28.93877551,496.968897,82.57142857
509.8047179,28.57142857,496.9709277,82.44897959
509.8148712,27.95918367,497.1469185,81.83673469
509.98477,27.71428571,497.3249399,81.10204082
509.9868007,27.59183673,497.4989001,80.6122449
510.4964971,26.85714286,497.5009307,80.48979592
510.8362947,26.36734694,497.5090534,80
511.0102548,25.87755102,497.5192067,79.3877551
511.3602058,24.7755102,497.6911362,79.02040816
511.5321352,24.40816327,497.6972281,78.65306122
511.5382272,24.04081633,497.7033201,78.28571429
511.5443192,23.67346939,498.0451484,77.67346939
511.5504112,23.30612245,498.2170779,77.30612245
511.5585339,22.81632653,498.2211392,77.06122449
511.5686872,22.20408163,498.2292619,76.57142857
511.5788405,21.59183673,498.2333232,76.32653061
512.4303652,20.24489796,498.2394152,75.95918367
512.7721935,19.63265306,498.409314,75.71428571
512.7843774,18.89795918,498.5853048,75.10204082
512.9603682,18.28571429,498.7572342,74.73469388
513.2981352,17.91836735,498.9311944,74.24489796
513.474126,17.30612245,499.1051545,73.75510204
513.6480861,16.81632653,499.2852066,72.89795918
513.8281382,15.95918367,499.4571361,72.53061224
513.8362609,15.46938776,499.4672894,71.91836735
514.0081903,15.10204082,499.4774427,71.30612245
514.3561106,14.12244898,499.481504,71.06122449
514.5300707,13.63265306,499.4896267,70.57142857
514.540224,13.02040816,499.49978,69.95918367
514.5483467,12.53061224,499.6717095,69.59183673
514.8922056,11.79591837,500.0115071,69.10204082
515.0681964,11.18367347,500.355366,68.36734694
515.0763191,10.69387755,500.361458,68
515.2502792,10.20408163,500.5354181,67.51020408
515.4222087,9.836734694,500.5740007,65.18367347
515.5961688,9.346938776,500.5800927,64.81632653
516.1038346,8.734693878,500.5861847,64.44897959
516.613531,8,500.596338,63.83673469
516.7915524,7.265306122,500.7114089,66.89795918
517.2992182,6.653061224,500.7134396,66.7755102
517.8068839,6.040816327,500.7175009,66.53061224
518.4844485,5.183673469,500.7235929,66.16326531
518.9921143,4.571428571,500.7296849,65.79591837
519.6676482,3.836734694,500.934105,63.46938776
520.343182,3.102040816,501.1100958,62.85714286
520.5110502,2.979591837,501.2840559,62.36734694
521.1784614,2.734693878,501.2901479,62
522.0117102,2.489795918,501.2982706,61.51020408
523.5123701,2,501.3104545,60.7755102
524.1797814,1.755102041,501.3206078,60.16326531
525.3426744,1.632653061,501.4905067,59.91836735
526.3437912,1.265306122,501.6685281,59.18367347
527.17704,1.020408163,501.8445189,58.57142857
528.1781568,0.653061224,501.8485802,58.32653061
529.177243,0.408163265,501.8567029,57.83673469
530.3421667,0.163265306,502.0347243,57.10204082
531.6708972,0.040816327,502.3765526,56.48979592
533.1634345,0.040816327,502.3867059,55.87755102
534.3222662,0.163265306,502.3948286,55.3877551
536.306224,0.530612245,502.4029512,54.89795918
537.4650557,0.653061224,502.7427488,54.40816327
538.9555623,0.775510204,502.9187396,53.79591837
539.7847497,0.775510204,503.2585372,53.30612245
,,503.4385894,52.44897959
,,503.452804,51.59183673
,,503.6308255,50.85714286
,,503.6409788,50.24489796
,,503.8129082,49.87755102
,,504.1608285,48.89795918
,,504.1791045,47.79591837
,,504.3571259,47.06122449
,,504.5331167,46.44897959
,,504.7050462,46.08163265
,,504.7070769,45.95918367
,,504.881037,45.46938776
,,504.8891596,44.97959184
,,505.0651504,44.36734694
,,505.2411412,43.75510204
,,505.4191627,43.02040816
,,505.5971841,42.28571429
,,505.7752056,41.55102041
,,505.7812976,41.18367347
,,505.9552577,40.69387755
,,505.9593191,40.44897959
,,506.3052087,39.59183673
,,506.6490676,38.85714286
,,506.827089,38.12244898
,,507.0071412,37.26530612
,,507.3510001,36.53061224
,,507.5290216,35.79591837
,,507.8749112,34.93877551
,,507.8992791,33.46938776
,,508.0691779,33.2244898
,,508.2187701,34.20408163
,,508.2370461,33.10204082
,,508.4049142,32.97959184
,,508.574813,32.73469388
,,508.7467425,32.36734694
,,508.7528345,32
,,508.7548651,31.87755102
,,508.7589265,31.63265306
,,509.0987241,31.14285714
,,509.2706535,30.7755102
,,509.6246658,29.42857143
,,509.6348191,28.81632653
,,509.8087792,28.32653061
,,509.98477,27.71428571
,,509.990862,27.34693878
,,510.1668528,26.73469388
,,510.3387823,26.36734694
,,510.6826412,25.63265306
,,510.6948252,24.89795918
,,510.7009172,24.53061224
,,511.0427455,23.91836735
,,511.2146749,23.55102041
,,511.3906657,22.93877551
,,511.5666565,22.32653061
,,511.5747792,21.83673469
,,511.5788405,21.59183673
,,511.7528006,21.10204082
,,511.7609233,20.6122449
,,511.7649846,20.36734694
,,511.7690459,20.12244898
,,511.9430061,19.63265306
,,512.1189969,19.02040816
,,512.1271195,18.53061224
,,512.299049,18.16326531
,,512.8067147,17.55102041
,,512.8128067,17.18367347
,,512.9847362,16.81632653
,,512.9908282,16.44897959
,,513.1647883,15.95918367
,,513.3367178,15.59183673
,,513.5066166,15.34693878
,,513.6866687,14.48979592
,,513.8545368,14.36734694
,,514.1943345,13.87755102
,,514.540224,13.02040816
,,514.7141842,12.53061224
,,515.4039327,10.93877551
,,515.414086,10.32653061
,,515.4222087,9.836734694
,,515.5981995,9.224489796
,,515.7680983,8.979591837
,,516.4537855,7.632653061
,,516.6277456,7.142857143
,,516.631807,6.897959184
,,517.1415034,6.163265306
,,517.4792703,5.795918367
,,518.1527735,5.183673469
,,518.6604393,4.571428571
,,518.8262768,4.571428571
,,519.3298812,4.204081633
,,519.6656175,3.959183673
,,519.8334856,3.836734694
,,520.1671913,3.714285714
,,520.8406945,3.102040816
,,521.3463296,2.612244898
,,521.6800352,2.489795918
,,521.8479033,2.367346939
,,522.6831827,2
,,523.5204928,1.510204082
,,524.519579,1.265306122
,,525.0191221,1.142857143
,,526.1840458,0.897959184
,,526.851457,0.653061224
,,528.1801875,0.530612245
,,529.177243,0.408163265
,,530.0064304,0.408163265
,,530.8376485,0.285714286
,,531.6668359,0.285714286
,,532.3301858,0.285714286
,,532.8297289,0.163265306
,,533.1614039,0.163265306
,,534.1564287,0.163265306
,,534.8197787,0.163265306
,,535.8148035,0.163265306
,,537.1394727,0.285714286
,,538.4661725,0.285714286
,,539.1295225,0.285714286
,,539.4611974,0.285714286
