Lambda_250,-250 mv,Lambda_330,-330 mv
377.3745032,69.84260615,384.751621,68.10510353
377.6265426,70.33612215,384.8750261,68.96914871
378.0056474,70.82948128,384.875549,68.84569128
378.2555951,71.81682702,385.1265426,69.58612215
378.256118,71.69336959,385.3791048,69.95618072
378.5086802,72.06342815,385.631667,70.32623928
378.6352228,72.18672872,385.8842292,70.69629785
378.7601966,72.68040159,386.0107718,70.81959841
378.7607195,72.55694415,386.1373144,70.94289898
379.0122359,73.17391759,386.2638569,71.06619954
379.2616607,74.28472077,386.3903995,71.1895001
379.3882033,74.40802133,386.5169421,71.31280067
379.5147459,74.5313219,386.6434846,71.43610123
379.6402426,74.90153734,387.2756745,72.17606149
379.6412884,74.65462246,387.5282368,72.54612006
380.3984522,75.8882556,387.780799,72.91617862
380.777557,76.38161472,388.2848776,73.90321063
381.0301192,76.75167329,388.9165447,74.76662832
381.2821585,77.24518929,389.2940807,75.63035976
381.533675,77.86216273,389.5419368,77.11153524
381.533675,77.86216273,390.0475842,77.72819494
381.9127798,78.35552186,390.5537544,78.2213972
382.1632504,79.21941017,391.3103953,79.57848776
382.4147668,79.8363836,391.6884543,80.31876177
382.6657603,80.57681447,392.068082,80.68866346
382.9136164,82.05798996,392.8278603,81.30500941
382.9162309,81.44070278,393.0819912,81.30469567
383.1661786,82.42804853,393.3350763,81.5512968
383.2921983,82.67480653,393.461096,81.7980548
383.7973227,83.41492366,393.714704,81.92119849
384.0493621,83.90843966,394.2219201,82.16748588
384.1743359,84.40211253,394.6025936,82.2904727
384.5534407,84.89547166,394.7291362,82.41377327
384.9320226,85.51228822,394.9827442,82.53691696
385.1840619,86.00580423,395.1092868,82.66021753
385.4350554,86.7462351,395.3628948,82.78336122
385.8141602,87.23959423,395.6159799,83.02996235
385.9407028,87.36289479,395.869588,83.15310604
386.3192847,87.97971136,395.9966534,83.15294917
386.571324,88.47322736,396.1237189,83.1527923
386.8238862,88.84328592,396.3778498,83.15247856
387.2024681,89.46010249,396.6319808,83.15216482
387.4545074,89.95361849,396.8882033,82.65802133
387.7070697,90.32367706,397.1428571,82.53425016
388.2116712,91.18725162,397.3980339,82.28702154
388.5897302,91.92752562,398.034407,82.03932232
388.7141811,92.54465593,398.288538,82.03900858
389.2198285,93.16131562,398.7983685,81.66800878
389.4718678,93.65483163,399.4347417,81.42030956
389.8494039,94.51856306,399.5623301,81.29669525
390.2279858,95.13537963,399.8175068,81.04946664
390.4789793,95.8758105,399.9450952,80.92585233
390.8575612,96.49262707,400.2023635,80.18479398
391.2350973,97.3563585,400.2034093,79.9378791
391.4887053,97.4795022,400.5861744,79.56703618
391.8667643,98.2197762,400.7132399,79.56687931
392.2458691,98.71313533,400.8408283,79.44326501
392.3724116,98.83643589,401.096005,79.19603639
392.6254968,99.08303702,401.3517047,78.82535035
392.7520393,99.20633759,401.3537963,78.3315206
393.1327128,99.32932441,401.4808617,78.33136373
393.8945827,99.45184062,401.7360385,78.08413512
394.4023217,99.57467057,401.8641498,77.83706338
394.9105836,99.57404309,402.1203723,77.34291989
395.4188454,99.5734156,402.3765949,76.84877641
395.8000418,99.57294499,402.3771178,76.72531897
396.3083037,99.57231751,402.505229,76.47824723
396.9446768,99.32461828,402.6333403,76.23117549
397.5805271,99.20037649,402.634909,75.86080318
398.2169002,98.95267726,402.7624974,75.73718887
398.3439657,98.95252039,402.8900858,75.61357457
398.4715541,98.82890609,403.0192428,75.11958795
398.7267308,98.58167747,403.2759883,74.50198703
398.7277766,98.3347626,403.4040996,74.25491529
398.7298682,97.84093286,403.6587534,74.13114411
398.730914,97.59401799,403.914453,73.76045806
398.9866137,97.22333194,404.0420414,73.63684376
399.2423133,96.85264589,404.298264,73.14270027
399.3704246,96.60557415,404.4263752,72.89562853
399.3709475,96.48211671,404.6810291,72.77185735
399.4990588,96.23504497,404.9367287,72.4011713
399.4990588,96.23504497,405.0643171,72.277557
399.5011504,95.74121523,405.4476051,71.78325664
399.6308304,95.12377118,405.448128,71.65979921
399.7584187,95.00015687,405.4486509,71.53634177
400.0135955,94.75292826,405.5772851,71.16581259
400.1406609,94.75277139,405.8340305,70.54821167
400.2682493,94.62915708,405.9621418,70.30113993
400.5249948,94.01155616,406.3459527,69.68338214
400.6536289,93.64102698,406.474064,69.4363104
400.782786,93.14704037,406.6016524,69.31269609
400.7843547,92.77666806,406.7297636,69.06562435
400.9135118,92.28268145,406.9865091,68.44802343
401.0411002,92.15906714,407.1146204,68.20095168
401.042146,91.91215227,407.4979084,67.70665133
401.1697344,91.78853796,407.6260197,67.45957959
401.4259569,91.29439448,407.8817193,67.08889354
401.5535453,91.17078017,408.0093077,66.96527923
401.6816566,90.92370843,408.3925957,66.47097887
401.8092449,90.80009412,408.3931186,66.34752144
402.0644217,90.55286551,408.6493411,65.85337795
402.19201,90.4292512,409.0321063,65.48253503
402.4482326,89.93510772,409.5435055,64.74116294
402.5773897,89.4411211,409.9262707,64.37032002
402.7070697,88.82367706,410.3116503,63.38218992
402.8351809,88.57660531,410.5673499,63.01150387
402.9648609,87.95916126,411.3313114,62.64019034
403.2226522,87.09464547,411.8406191,62.39264798
403.3539009,86.10682912,412.2233842,62.02180506
403.3539009,86.10682912,412.3514955,61.77473332
403.3549467,85.85991424,412.4801297,61.40420414
403.482535,85.73629994,412.7347835,61.28043296
403.4830579,85.6128425,412.8628948,61.03336122
403.6111692,85.36577076,413.1185944,60.66267517
403.7387576,85.24215645,413.5013595,60.29183225
403.7392805,85.11869902,413.7560134,60.16806108
403.8668689,84.99508471,414.0111901,59.92083246
403.8679147,84.74816984,414.2663669,59.67360385
403.8684376,84.6247124,414.6496549,59.17930349
403.9965488,84.37764066,414.7772433,59.05568919
404.1241372,84.25402635,415.1589626,58.93176114
404.2522485,84.00695461,415.5417277,58.56091822
404.3803598,83.75988287,415.669316,58.43730391
404.5079481,83.63626856,415.9244928,58.1900753
404.6355365,83.51265426,416.306735,57.94268981
404.7641707,83.14212508,416.5619117,57.6954612
404.8928049,82.7715959,416.8170885,57.44823259
404.8938507,82.52468103,416.8176114,57.32477515
404.8943736,82.40122359,417.5836645,56.45963188
404.8948965,82.27776616,417.7112529,56.33601757
405.0224848,82.15415185,417.9669525,55.96533152
405.1505961,81.90708011,418.2221293,55.71810291
405.1516419,81.66016524,418.4793976,54.97704455
405.280799,81.16617862,418.7345744,54.72981594
405.5370215,80.67203514,419.3719933,54.23520184
405.793767,80.05443422,419.62717,53.98797323
405.9229241,79.56044761,419.8823468,53.74074461
406.436415,78.32524576,420.0104581,53.49367287
406.4379837,77.95487346,420.5208115,52.99921565
406.5671408,77.46088684,420.6489228,52.7521439
406.6962978,76.96690023,420.9040996,52.50491529
407.0806317,76.225685,421.0327337,52.13438611
407.2087429,75.97861326,421.160845,51.88731437
407.5935997,75.1139406,421.4160218,51.64008576
407.5962142,74.49665342,421.5436101,51.51647145
407.8534825,73.75559506,421.7987869,51.26924284
407.8540054,73.63213763,422.1831207,50.52802761
407.9815938,73.50852332,422.4382974,50.280799
408.3648818,73.01422297,422.5664087,50.03372725
408.4924702,72.89060866,423.0757164,49.7861849
408.6211044,72.52007948,423.2033047,49.66257059
408.876804,72.14939343,423.4579586,49.53879941
408.8778498,71.90247856,423.7131353,49.2915708
409.0059611,71.65540682,424.0974691,48.55035557
409.2616607,71.28472077,424.3531688,48.17966953
409.5173604,70.91403472,424.7369797,47.56191173
409.6449488,70.79042041,425.2473332,47.06745451
410.1568709,69.92559088,425.5035557,46.57331102
410.5406819,69.30783309,425.7597783,46.07916754
410.7969044,68.8136896,426.0160008,45.58502405
410.9260615,68.31970299,426.3992889,45.0907237
411.3103953,67.57848776,426.5274001,44.84365196
411.5666179,67.08434428,426.7830998,44.47296591
411.6957749,66.59035767,427.0387994,44.10227986
411.9535662,65.72584187,427.4210416,43.85489437
412.0832462,65.10839782,427.8043296,43.36059402
412.3399916,64.4907969,428.0600293,42.98990797
412.59726,63.74973855,428.4438402,42.37215018
412.8534825,63.25559506,428.5719515,42.12507844
413.1097051,62.76145158,428.9541937,41.87769295
413.4929931,62.26715122,429.3369588,41.50685003
413.7492156,61.77300774,429.7207697,40.88909224
413.8783727,61.27902113,429.7218155,40.64217737
414.1345953,60.78487764,429.9764694,40.51840619
414.3902949,60.41419159,430.2311232,40.39463501
414.6465175,59.92004811,430.4862999,40.1474064
414.7746287,59.67297636,431.1237189,39.6527923
415.0303284,59.30229032,431.3799414,39.15864882
415.4136164,58.80798996,431.7621836,38.91126333
415.7969044,58.3136896,432.2714913,38.66372098
415.9265844,57.69624556,433.0349299,38.41586488
416.1828069,57.20210207,433.6713031,38.16816566
416.566095,56.70780172,434.5618072,37.92015269
416.9504288,55.96658649,435.4517883,37.79559716
417.3342397,55.3488287,436.2141811,37.79465593
417.4639197,54.73138465,437.1036394,37.79355783
417.5930768,54.23739803,437.2307049,37.79340096
417.8503451,53.49633968,437.4848358,37.79308722
418.2336331,53.00203932,437.8660322,37.79261661
418.8736666,51.89013805,438.2456599,38.1625183
419.0028237,51.39615143,438.6258105,38.40896256
419.3866346,50.77839364,439.0059611,38.65540682
419.7693997,50.40755072,439.6402426,38.90153734
420.1542564,49.54287806,440.0209161,39.02452416
420.410479,49.04873457,440.907237,39.76417068
420.6677473,48.30767622,441.2873876,40.01061493
420.7963815,47.93714704,441.4134072,40.25737293
420.9271073,47.07278812,441.5399498,40.3806735
421.1838528,46.4551872,441.6664924,40.50397406
421.3145785,45.59082828,441.7930349,40.62727463
421.7015269,44.23232587,442.0461201,40.87387576
421.9587952,43.49126752,442.4247019,41.49069232
422.2155407,42.8736666,442.9308722,41.98389458
422.8534825,42.25559506,443.3089312,42.72416858
422.8545283,42.00868019,443.5604476,43.34114202
422.8560971,41.63830789,444.0666179,43.83434428
422.85662,41.51485045,444.4457227,44.32770341
422.9847312,41.26777871,444.6982849,44.69776197
422.9847312,41.26777871,445.0784355,44.94420623
422.985777,41.02086384,445.8387367,45.43709475
423.2425225,40.40326292,446.2178415,45.93045388
423.3716796,39.9092763,446.5964233,46.54727045
423.6279021,39.41513282,446.8489856,46.91732901
423.7570592,38.9211462,447.2291362,47.16377327
423.7586279,38.5507739,447.4827442,47.28691696
424.2705501,37.68594436,447.6092868,47.41021753
424.2715959,37.43902949,447.861849,47.78027609
424.3997072,37.19195775,448.6221502,48.27316461
424.5272955,37.06834344,448.8762811,48.27285087
424.5283414,36.82142857,449.3803598,49.25988287
424.5288643,36.69797114,449.5048107,49.87701318
424.6564526,36.57435683,449.7578958,50.12361431
424.784041,36.45074252,450.3911316,50.61665969
424.7845639,36.32728509,450.6436938,50.98671826
424.9126752,36.08021334,451.1503869,51.35646308
424.9131981,35.95675591,451.7841456,51.72605104
424.9142439,35.70984104,452.2897929,52.34271073
425.0418323,35.58622673,452.920937,53.32958586
425.1694206,35.46261242,453.3010876,53.57603012
425.2975319,35.21554068,453.6807153,53.94593181
425.4251203,35.09192638,454.060343,54.31583351
425.4256432,34.96846894,454.6941017,54.68542146
425.5542773,34.59793976,455.2013177,54.93170885
425.5558461,34.22756745,455.4538799,55.30176741
425.6844802,33.85703828,455.8324618,55.91858398
425.6860489,33.48666597,456.339155,56.2883288
425.9422715,32.99252248,456.7182598,56.78168793
426.0698599,32.86890818,456.970822,57.1517465
426.3266053,32.25130726,457.3504497,57.52164819
426.3276511,32.00439239,457.6035348,57.76824932
426.328174,31.88093495,457.8560971,58.13830789
426.5833508,31.63370634,457.9826396,58.26160845
426.8395733,31.13956285,458.4888099,58.75481071
426.9671617,31.01594855,458.8684376,59.1247124
426.9671617,31.01594855,459.3751307,59.49445723
427.2223384,30.76871993,459.8823468,59.74074461
427.4769923,30.64494876,460.3890399,60.11048944
427.4775152,30.52149132,460.896256,60.35677682
427.6071951,29.90404727,461.2758837,60.72667852
427.608241,29.6571324,461.5289688,60.97327965
427.608241,29.6571324,462.0361849,61.21956704
427.6092868,29.41021753,462.6688977,61.83606986
427.737398,29.16314579,463.0480025,62.32942899
427.8649864,29.03953148,463.3010876,62.57603012
427.9930977,28.79245974,463.6812382,62.82247438
427.9941435,28.54554487,464.314474,63.31551977
428.1217319,28.42193056,465.0752981,63.68495085
428.1222548,28.29847312,465.5825141,63.93123823
428.1238235,27.92810082,466.0897302,64.17752562
428.1243464,27.80464338,466.8510772,64.42349927
428.2519347,27.68102907,467.2307049,64.79340096
428.2529805,27.4341142,467.7379209,65.03968835
428.3816147,27.06358502,468.245137,65.28597574
428.5092031,26.93997072,469.0070069,65.40849195
428.5107718,26.56959841,469.6423342,65.40770759
428.6388831,26.32252667,469.8964652,65.40739385
428.6399289,26.0756118,470.1505961,65.40708011
428.6409747,25.82869693,470.658858,65.40645262
428.7685631,25.70508262,471.0400544,65.40598201
428.8966743,25.45801088,471.4212508,65.4055114
429.0268772,24.71710939,471.5483163,65.40535453
429.027923,24.47019452,471.6753817,65.40519766
429.1560343,24.22312278,471.9284668,65.65179879
429.2836227,24.09950847,472.1825978,65.65148504
429.411211,23.97589416,472.8179251,65.65070069
429.5403681,23.48190755,473.072579,65.52692951
429.6695252,22.98792094,473.2001673,65.40331521
429.6700481,22.8644635,473.3277557,65.2797009
429.6710939,22.61754863,473.5824095,65.15592972
429.7981594,22.61739176,473.709475,65.15577285
429.9278394,21.99994771,474.0911943,65.0318448
430.0554277,21.8763334,474.3458481,64.90807362
430.183539,21.62926166,474.3458481,64.90807362
430.4387157,21.38203305,474.600502,64.78430245
430.4392387,21.25857561,474.7280904,64.66068814
430.4397616,21.13511818,474.8556787,64.53707383
430.4402845,21.01166074,474.98379,64.29000209
430.5683957,20.764589,475.2389667,64.04277348
430.696507,20.51751726,475.3665551,63.91915917
430.6970299,20.39405982,475.367078,63.79570174
430.8251412,20.14698808,475.4946664,63.67208743
430.9532525,19.89991634,475.6227777,63.42501569
431.0808408,19.77630203,475.8790002,62.9308722
431.2089521,19.52923029,476.0071115,62.68380046
431.3365405,19.40561598,476.1352228,62.43672872
431.4646517,19.15854424,476.3898766,62.31295754
431.7193056,19.03477306,476.7731646,61.81865718
431.7198285,18.91131562,477.1569755,61.20089939
431.8474169,18.78770132,477.2845639,61.07728509
431.9750052,18.66408701,477.4121523,60.95367078
432.1025936,18.5404727,477.5397406,60.83005647
432.1036394,18.29355783,477.6678519,60.58298473
432.1046852,18.04664296,477.7954403,60.45937042
432.2327965,17.79957122,477.9230287,60.33575612
432.3603849,17.67595691,478.0511399,60.08868438
432.4879732,17.55234261,478.1787283,59.96507007
432.6160845,17.30527086,478.1797741,59.7181552
432.7436729,17.18165656,478.3068396,59.71799833
432.8717841,16.93458481,478.4349508,59.47092658
432.9998954,16.68751307,478.8182389,58.97662623
433.0004183,16.56405564,478.9458272,58.85301192
433.1290525,16.19352646,479.0739385,58.60594018
433.2566409,16.06991215,479.2015269,58.48232587
433.5118176,15.82268354,479.3296382,58.23525413
433.8956285,15.20492575,479.3301611,58.1117967
434.0232169,15.08131144,479.4587952,57.74126752
434.1508053,14.95769713,479.5879523,57.2472809
434.4054591,14.83392596,479.5884752,57.12382347
434.5330475,14.71031165,479.589521,56.8769086
434.6616817,14.33978247,479.8452207,56.50622255
434.78927,14.21616817,479.8457436,56.38276511
435.0449697,13.84548212,480.1019661,55.88862163
435.3011922,13.35133863,480.1071951,54.65404727
435.4293035,13.10426689,480.108241,54.4071324
435.6844802,12.85703828,480.2295545,55.76500732
435.8120686,12.73342397,480.2306003,55.51809245
435.9412257,12.23943736,480.2358293,54.28351809
436.0688141,12.11582305,480.3634177,54.15990379
436.069337,11.99236561,480.4910061,54.03628948
436.4521021,11.62152269,480.6185944,53.91267517
436.5791675,11.62136582,480.7461828,53.78906087
436.8343443,11.37413721,480.8737712,53.66544656
436.9619327,11.2505229,481.0013595,53.54183225
437.089521,11.1269086,481.128425,53.54167538
437.3462665,10.50930768,481.5111901,53.17083246
437.3473123,10.2623928,481.8939552,52.79998954
437.602489,10.01516419,482.1496549,52.42930349
437.8576658,9.767935578,482.4048316,52.18207488
437.8581887,9.644478143,482.53242,52.05846057
438.1128425,9.520706965,482.6605313,51.81138883
438.3674963,9.396935787,482.7881196,51.68777452
438.876804,9.149393432,482.9162309,51.44070278
439.0043924,9.025779126,483.0438193,51.31708848
439.3861117,8.901851077,483.2995189,50.94640243
439.5137001,8.778236771,483.5567873,50.20534407
439.8959423,8.530851286,483.5588789,49.71151433
440.0235306,8.40723698,483.5620163,48.97076971
440.5328383,8.159694625,483.6901276,48.72369797
441.042146,7.912152269,483.817716,48.60008366
441.5514537,7.664609914,484.201004,48.10578331
441.679042,7.540995608,484.4567036,47.73509726
442.0607613,7.417067559,484.5863836,47.11765321
442.1883497,7.293453252,484.7155407,46.6236666
442.9523112,6.92213972,484.8452207,46.00622255
442.9523112,6.92213972,485.1014432,45.51207906
443.3340305,6.798211671,485.3576658,45.01793558
443.7152269,6.797741058,485.4868228,44.52394896
444.605731,6.54972809,485.6159799,44.02996235
444.9869274,6.549257478,485.8727254,43.41236143
445.3686467,6.425329429,486.0008366,43.16528969
445.8769086,6.424701945,486.2586279,42.3007739
446.5122359,6.42391759,486.5148504,41.80663041
446.6393014,6.42376072,486.6419159,41.80647354
446.765844,6.547061284,486.8981385,41.31233006
446.8923865,6.670361849,487.0262497,41.06525831
447.0189291,6.793662414,487.2819494,40.69457227
447.3996026,6.916649237,487.537649,40.32388622
447.5261452,7.039949801,487.6668061,39.8298996
447.9073416,7.039479188,488.0511399,39.08868438
448.1609496,7.162622882,488.1792512,38.84161263
448.5416231,7.285609705,488.3089312,38.22416858
449.1769504,7.28482535,488.4375654,37.85363941
449.5576239,7.407812173,488.439657,37.35980966
450.3200167,7.406870948,488.5688141,36.86582305
450.955867,7.282629157,488.6979711,36.37183644
451.0829324,7.282472286,488.8271282,35.87784982
451.3370634,7.282158544,488.9562853,35.38386321
451.8453252,7.28153106,489.2125078,34.88971972
452.0994562,7.281217319,489.3416649,34.39573311
452.3535871,7.280903577,489.4713449,33.77828906
452.6071951,7.40404727,489.5994562,33.53121732
453.369588,7.403106045,489.600502,33.28430245
454.0038695,7.649236561,489.8562016,32.9136164
454.638151,7.895367078,489.98379,32.79000209
455.4000209,8.017883288,490.1124242,32.41947291
456.1618908,8.140399498,490.3686467,31.92532943
456.6701527,8.139772014,490.4972809,31.55480025
457.1778917,8.262601966,490.6253922,31.30772851
457.8126961,8.385275047,490.7529805,31.1841142
458.320958,8.384647563,491.009726,30.56651328
458.9557624,8.507320644,491.2659485,30.0723698
459.2098933,8.507006902,491.2669944,29.82545493
459.8446978,8.629679983,491.3945827,29.70184062
460.4800251,8.628895629,491.6502824,29.33115457
460.988287,8.628268145,491.6513282,29.0842397
461.4960259,8.751098097,491.9070278,28.71355365
461.8766994,8.874084919,492.0351391,28.46648191
462.5120268,8.873300565,492.0361849,28.21956704
463.0197657,8.996130517,492.165342,27.72558042
463.7816356,9.118646727,492.2944991,27.23159381
464.4164401,9.241319808,492.424179,26.61414976
465.0512445,9.363992889,492.4247019,26.49069232
465.6860489,9.486665969,492.5543819,25.87324827
466.1937879,9.609495921,492.6824932,25.62617653
466.8285923,9.732169002,492.8100816,25.50256223
467.2097887,9.731698389,492.9387157,25.13203305
467.8445932,9.85437147,493.1959841,24.39097469
468.6064631,9.97688768,493.326187,23.65007321
469.2417904,9.976103326,493.4553441,23.15608659
469.6229868,9.975632713,493.4563899,22.90917172
470.2577913,10.09830579,493.5839782,22.78555741
471.0201841,10.09736457,493.7131353,22.2915708
471.782054,10.21988078,493.714704,21.92119849
472.4168584,10.34255386,493.8433382,21.55066932
473.3063167,10.34145576,493.9709266,21.42705501
473.941644,10.34067141,494.0995608,21.05652583
474.7040368,10.33973018,494.3563062,20.43892491
475.5934951,10.33863209,494.4844175,20.19185317
476.101757,10.3380046,494.4849404,20.06839573
476.9906923,10.46036394,494.4849404,20.06839573
477.6260197,10.45957959,494.6130517,19.82132399
478.3884125,10.45863836,495.123928,19.20340933
478.8971972,10.33455344,495.2515164,19.07979502
479.7871784,10.20999791,495.3791048,18.95618072
480.1683748,10.2095273,495.5082619,18.4621941
481.0578331,10.2084292,495.6358502,18.3385798
482.3284878,10.20686049,496.0201841,17.59736457
482.8367496,10.20623301,496.1482953,17.35029283
483.5991424,10.20529178,496.6591717,16.73237816
484.3615352,10.20435055,497.0429826,16.11462037
484.9968626,10.2035662,497.2986823,15.74393432
485.8863209,10.2024681,497.5549048,15.24979084
486.5211253,10.32514118,497.6840619,14.75580423
487.2835181,10.32419996,497.8126961,14.38527505
488.0459109,10.32325873,498.0689186,13.89113156
488.9358921,10.1987032,498.3240954,13.64390295
489.8253503,10.1976051,498.4532525,13.14991634
490.2070697,10.07367706,,
490.9694625,10.07273583,,
491.6053127,9.948494039,,
492.4958168,9.700481071,,
492.7499477,9.700167329,,
493.2592554,9.452624974,,
493.5144321,9.205396361,,
493.8971972,8.834553441,,
494.4065049,8.587011086,,
495.4251203,8.091926375,,
496.0625392,7.597312278,,
496.8265007,7.225998745,,
497.5899393,6.978142648,,
498.2268354,6.606985986,,
