Lambda_230,-230 mv,Lambda_310,-310 mv
476.0264417,34.22974921,495.1098008,89.87042387
477.021131,34.35116513,495.4427897,89.39502622
477.3528038,34.35195483,495.6099423,88.91923373
478.0161493,34.35353422,495.7770948,88.44344124
478.3478221,34.35432392,495.778082,88.08630073
479.0108386,34.47495015,495.7797272,87.49106655
479.3421823,34.59478668,495.7807143,87.13392604
480.0051988,34.71541291,495.9475378,86.77718039
480.6682154,34.83603914,495.949183,86.18194621
481.3315609,34.83761854,496.2838171,85.11131438
481.9945774,34.95824477,496.4509697,84.63552189
482.1600848,35.07768645,496.4519568,84.27838138
482.3252631,35.31617497,496.6217417,82.85021421
482.8224432,35.43640635,496.7885652,82.49346855
483.4851307,35.67607942,496.9563758,81.77958238
483.650638,35.7955211,496.957692,81.30339504
483.8164744,35.79591595,496.9590081,80.8272077
483.9809946,36.27249814,497.1258316,80.47046204
483.9809946,36.27249814,497.1268188,80.11332153
484.3123384,36.39233467,497.1278059,79.75618102
484.6433531,36.63121804,497.1294511,79.16094685
484.8088604,36.75065973,497.2962746,78.80420119
484.9746968,36.75105457,497.2979198,78.20896701
485.3063696,36.75184427,497.4654014,77.61412768
485.6373843,36.99072764,497.6325539,77.13833519
486.1332482,37.58714636,497.8000355,76.54349586
486.7952776,38.0649131,497.9675171,75.94865653
487.457636,38.423633,497.9694914,75.23437551
487.953829,38.90100489,497.9711366,74.63914134
488.2845147,39.25893509,497.9724527,74.16295399
488.6155294,39.49781846,498.1399343,73.56811466
489.4430661,40.09502688,498.3074159,72.97327533
489.9392591,40.57239877,498.4745685,72.49748284
490.4351231,41.16881749,498.4758846,72.0212955
490.7658087,41.5267477,498.8095316,71.30780418
491.2629889,41.64697908,499.1428496,70.7133597
491.5936745,42.00490928,499.3100022,70.23756721
491.7591819,42.12435097,499.4781418,69.40463421
492.0898675,42.48228117,499.8114598,68.81018972
492.2553749,42.60172286,499.813105,68.21495555
492.5870477,42.60251255,499.9809157,67.50106938
493.2497351,42.84218562,500.3145627,66.78757806
493.4152425,42.9616273,500.4820443,66.19273874
493.9120936,43.20090552,500.4836895,65.59750456
494.4089446,43.44018374,500.8170074,65.00306008
494.7402884,43.56002027,500.8186526,64.4078259
494.9057957,43.67946195,500.9861342,63.81298657
495.4026468,43.91874017,501.1532868,63.33719407
496.0650052,44.27746007,501.3201103,62.98044842
497.2235567,45.11355186,501.488908,61.90942174
497.2238857,44.99450502,501.4908823,61.19514073
497.8859151,45.47227176,501.4935146,60.24276605
498.2172588,45.59210829,501.4958179,59.4094382
498.5486026,45.71194483,501.8284778,59.05308739
498.8796173,45.95082819,502.1627829,58.1015024
499.210961,46.07066473,502.3309226,57.2685694
499.5419757,46.3095481,502.4984042,56.67373007
499.707483,46.42898978,502.6662148,55.9598439
500.2040051,46.78731483,502.66786,55.36460973
500.2040051,46.78731483,502.8356706,54.65072356
500.2046632,46.54922116,503.0038103,53.81779056
500.3698415,46.78770968,503.0054555,53.22255638
501.032858,46.90833591,503.0074297,52.50827537
501.8613818,47.14840382,503.009404,51.79399435
502.358562,47.26863521,503.0113782,51.07971334
503.1880729,47.15156261,503.1795179,50.24678034
503.6868983,46.67655982,503.1824793,49.17535882
504.1860526,46.08251018,503.3506189,48.34242582
504.5193706,45.4880657,503.5197457,47.15235231
504.6868522,44.89322637,503.6892016,45.84323197
504.6884974,44.2979922,504.189343,44.89204183
505.1869937,43.94203623,504.5220029,44.53569102
505.5203117,43.34759175,505.1876518,43.70394256
505.6874642,42.87179926,505.3551334,43.10910323
506.0204532,42.39640161,505.3571076,42.39482222
506.1876057,41.92060912,505.3594109,41.56149437
506.3547583,41.44481663,505.6930579,40.84800305
506.8565449,39.89839231,505.8605395,40.25316372
507.0236975,39.42259981,506.1935284,39.77776608
507.1911791,38.82776048,506.3613391,39.06387991
507.3580026,38.47101483,506.3626552,38.58769257
507.6913206,37.87657035,506.5307949,37.75475957
508.0246385,37.28212586,506.6992636,36.80277973
508.1921201,36.68728654,506.8670742,36.08889357
508.1937653,36.09205236,507.0352139,35.25596057
508.3612469,35.49721303,507.0368591,34.66072639
508.5280704,35.14046737,507.0375172,34.42263272
509.0275538,34.4273709,507.2063149,33.35160605
509.1950354,33.83253157,507.2092763,32.28018453
509.5280244,33.35713393,507.3767579,31.6853452
509.6951769,32.88134143,507.377745,31.32820469
509.8629876,32.16745527,507.7044822,33.11469692
509.8643037,31.69126792,507.7117211,30.49566654
510.0317853,31.09642859,507.7136953,29.78138552
510.1995959,30.38254243,507.881506,29.06749936
510.3667485,29.90674994,508.0489875,28.47266003
510.5348882,29.07381694,508.3823055,27.87821555
510.7030278,28.24088393,508.7156235,27.28377107
511.0366748,27.52739262,508.8831051,26.68893174
511.0383201,26.93215844,509.0512448,25.85599874
511.2061307,26.21827227,509.2190554,25.14211257
511.5394487,25.62382779,509.386866,24.42822641
511.5417519,24.79049994,509.5543476,23.83338708
511.7098916,23.95756694,509.5563219,23.11910606
512.0438677,23.12502879,509.7238034,22.52426673
512.2116783,22.41114263,509.891285,21.9294274
512.3791599,21.8163033,510.0590957,21.21554124
512.8789723,20.98415999,510.2269063,20.50165507
513.2129484,20.15162184,510.3947169,19.78776891
513.380759,19.43773568,510.5618695,19.31197641
513.7153932,18.36710385,511.0616819,18.47983311
514.0493692,17.5345657,511.5605072,18.00483031
514.0516725,16.70123785,511.8944833,17.17229216
514.3859776,15.74965286,512.2281303,16.45880084
514.7199537,14.91711471,512.5644097,14.79293484
515.0536007,14.20362339,512.8977276,14.19849036
515.3882348,13.13299157,513.2313747,13.48499905
515.7222109,12.30045342,513.3995143,12.65206604
516.056516,11.34886843,513.4001724,12.41397237
516.5576446,10.04053778,513.7334904,11.81952789
517.0577861,9.089347644,514.2329738,11.10643142
517.7231059,8.376646025,514.5669499,10.27389327
518.2229183,7.544502721,515.0661042,9.67984364
518.8888962,6.59370743,515.2335858,9.08500431
519.554216,5.881005811,515.5669038,8.490559829
520.2205229,4.811163684,516.0660582,7.896510197
520.8855137,4.217508901,516.3997052,7.18301888
521.7173279,3.267108458,516.8988595,6.588969248
522.5481551,2.673848523,517.0666702,5.875083083
523.3786532,2.199635423,517.399001,5.637779109
,,517.7316609,5.281428299
,,518.0639918,5.044124325
,,518.562159,4.807215199
,,519.5578354,4.571490619
,,520.7203354,3.979020381
,,520.8865008,3.860368394
,,521.0526662,3.741716407
,,521.7169989,3.386155294
,,521.8828353,3.386550142
,,522.7133334,2.912337043
,,522.8794988,2.793685056
,,524.2075061,2.320656502
,,524.2078351,2.201609666
