1069.8,1879.3,2972.4,3714.9,3887,4303.5,5118.8,6226.8,7345.2,7609.6,7533.6,6884.9,6147.4,5711.3,5509.7,5680.5,5771.9,5882.9,6068.2,6221.4,5788.9,5413.2,4586.6,3941.5,3543.8,3286.8,3077,3153.5,3242.9,3136.8,3249.8,3540.2,3571,3535.1,3697.5,3631.8,3591.7,3647.1,3606.9,3412.2,3386.1,3335,3288.3,3312.4,3269.5,3195.3,3113.3,3046.7,2929.8,2888.4,2945.4,3043.4,3187.2,3447.5,3873.2,4439.4,5193.3,5878.6,6464.8,6970.3,7367.5,7321.4,7207.3,6929.9,6488,5912.4,5402.1,5194.9,5153,5082,4960.2,4827.7,4943.7,4964.1,4853.3,4851.9,4985.2,5057,5004.8,5151,4903.2,4706.5,4522.8,4148.3,3801.9,3590.5,3310.8,3082.7,2963.4,2746.5,2755.2,2772.8,2640.8,2611.9,2680.1,2606,2472.7,2381.3,1742.4,1073.4
1055.3,1919.6,2935.8,3618.6,3982.5,4263.6,4892.1,5973.9,6980.6,7671.3,7601,6983.7,6289.7,5530.1,5445.4,5474.2,5560.1,5669.3,5885.8,5925.1,5812.7,5288.1,4526.8,3937.7,3633.6,3300.3,3135.3,3264.5,3152.5,3099.7,3347.8,3506.9,3428.3,3542,3601.5,3629.7,3707.8,3832.3,3737.5,3588,3500.3,3449.8,3473.4,3503.6,3465.6,3324,3287.5,3186.6,3077.3,3041.1,3052,3161.7,3356.1,3685.3,4078.4,4418.9,4987.6,5813.3,6483.9,6828.8,7003.2,7098.3,7082.1,6857.5,6381.2,5797.6,5577.2,5575.9,5428.7,5197.8,5110.6,5098.5,5054.5,4877.3,4826.8,4877.2,4871.9,4798.7,4931.6,4875.6,4725.2,4751.6,4477.7,4113.3,3894.2,3770.1,3428.8,3306.5,3175.6,2944.6,2887.4,2782.4,2634.8,2522.5,2540.9,2445.7,2426.7,2254.9,1756.3,1130.5
1138.2,2017.1,3004.7,3648.6,3948.2,4172.9,4941.1,6124.4,7009.4,7729.7,7525.6,6997.4,6222.3,5526,5431.1,5473.4,5570.2,5676.8,5884.7,5867.3,5839.4,5170.2,4457.5,3891.6,3612.9,3229.9,3142.9,3316.6,3210.3,3235.7,3473.2,3480.8,3471.3,3639.2,3688.2,3727.6,3800.7,3907.8,3764.2,3667.5,3569,3460.6,3384.4,3417.4,3376,3310.9,3269.3,3207.2,3100.1,3043.7,3075.3,3178.2,3368.4,3619.2,3948.9,4434.8,5126,5879.3,6438.2,6854.9,6929.4,6878.1,6843.2,6712.1,6272.1,5794.6,5641.6,5541.9,5388.2,5228.7,5024.3,4964.1,4930.6,4835.1,4768.5,4837.9,4799.8,4604.8,4818.1,4792.8,4668.6,4484.9,4296.4,3882.5,3732.2,3568.4,3291.6,3239.1,3003.6,2865.8,2863.7,2735.5,2603,2514.4,2436.6,2412.8,2413.2,2040.7,1585.8,1063
1020.5,1857.3,2898.5,3498.6,3858.9,4215.3,4798.3,5898.1,6949.8,7546,7642.2,6924.9,6169.5,5446.3,5385.9,5565.9,5574.2,5613.3,5845.8,5918.7,5752.1,5419.2,4566.2,3940.1,3631.8,3368.6,3214.5,3399.5,3284.1,3198.8,3369,3545.6,3509.1,3618.6,3698.1,3686.9,3711.5,3743.9,3631.5,3585.2,3664.9,3514.2,3491,3462.1,3448.1,3337.9,3278.6,3186.3,3079.2,3027.7,3025.3,3152.6,3345.7,3642.4,3934.3,4366.1,5039.6,5820.5,6445.6,6819.1,7035.3,6959.1,6874.8,6671.7,6231.3,5666,5403.9,5406.9,5403.8,5323.2,5187.1,5076.5,5149.9,4988.8,4671.3,4483.4,4620.9,4576.4,4581.2,4670.4,4532.2,4229.8,4194.7,4076.9,3837.5,3760.2,3477.2,3339.8,3292.7,3067.8,2849.8,2777.4,2609.4,2456,2498.3,2437.1,2361.7,2151.7,1710.4,1129.8
1074,1843.5,2830.2,3628.7,3997.8,4256.5,4928.6,5993,6945.1,7693.7,7472.4,6826.6,6177.2,5576.9,5471.7,5458.6,5532.7,5609.1,5768,5801.3,5801.7,5198.5,4484.2,3890.8,3547.3,3223.3,3106.7,3198.4,3216.6,3154.7,3388.3,3611.2,3547.2,3628.3,3772.2,3793.8,3804.4,3924.2,3756.3,3635.8,3527.7,3496,3409,3433.1,3369.9,3193.5,3048.5,2968.7,2897.1,2895,2979.7,3083.7,3293.2,3598.7,3953.5,4351.5,5032.1,5878.6,6491.2,6962,7029.9,6990.1,6913.5,6771.5,6401.2,5973.4,5653,5539.1,5498.3,5327.4,5101,5087.7,5124.9,5012.1,4826.2,4840.6,4759.7,4604.5,4831.2,4720.5,4535.9,4343.2,4065.3,3928.1,3759.1,3561.6,3393.5,3288.4,3117.3,3086.9,3015,2759.2,2736.1,2579.1,2484.6,2494.3,2411,2067.6,1643.4,1080.4
1098.6,1872.7,2827.3,3593.4,3910.1,4131.8,4884.9,6042.9,6906.5,7626.4,7369.7,6850.6,6142.3,5561.4,5417.8,5501.5,5641.4,5682.6,5781.9,5799.6,5912.3,5222.9,4565.5,3917.8,3552.9,3235.4,3192.8,3343,3185.9,3167.8,3480.5,3499.3,3426.9,3493.9,3580,3641.8,3704.3,3805.6,3703.2,3597.3,3479,3415.3,3350.5,3378.1,3297.7,3226.3,3212.9,3164.7,3092.6,3084,3108.4,3155.8,3335.7,3592.4,3924.9,4369.6,5100.6,5887,6435.3,6870.7,7013.8,7111.6,7054.5,6854.8,6404.5,5910.3,5612.8,5470.1,5337.9,5153.7,5043,5097.6,5038.3,4874,4829.8,4822.7,4681.9,4506.2,4786.2,4700.4,4582.1,4410.4,4140.4,3811.7,3712,3483.8,3309.5,3288.5,3036.1,2935.5,2869.9,2733.6,2734,2618.3,2496.5,2489.3,2425,2054.7,1677.6,1098.7
1088.9,1968.2,2973.3,3641.3,3955.3,4197.5,4931.3,6006.2,6894,7651.5,7439.3,6908.2,6206.9,5623.8,5516.1,5527.7,5632.1,5746.1,5904.8,5877,5872.1,5290.1,4583.2,3966.8,3715.5,3312.2,3164.7,3301.6,3211.4,3197,3487,3553.5,3511.9,3630.2,3593.8,3580.2,3628.8,3737.8,3639.8,3565.6,3491.1,3408.8,3352.6,3374.7,3302.8,3148.2,3050.8,3016,2966,2983.3,3030.5,3100.5,3283.1,3535.3,3810.7,4318.9,5043.1,5826.2,6482,6979.3,7082.2,7057.4,6966.7,6752.2,6291.3,5724.7,5548.3,5505.1,5398,5190.9,4982.9,4971,4971.8,4835.8,4769.5,4826.4,4761.4,4553.5,4821.5,4767.7,4594.3,4444.9,4273.6,4073.8,3941.7,3667.6,3348,3319.6,3095.3,2947.9,2936,2781.6,2659.5,2571.9,2458,2366.2,2386.1,2060.9,1651.5,1107.6
1074.2,1984,3116.7,3605.2,3828,4242.6,4937.5,6078.7,7142.8,7530.1,7498.6,6656.2,5954.9,5426.3,5321,5347.5,5467.4,5627.4,5923.9,6007.2,5757.6,5359,4426.1,3793.1,3522.2,3327.8,3163.3,3307.1,3326.6,3203.3,3342.9,3626.1,3511.7,3518.6,3647.6,3723.1,3716.4,3733.9,3612.7,3435.6,3301.3,3269,3208.2,3234,3323.8,3175.9,3083,2966.3,2866.3,2825.2,2825.6,2919,3153,3546.4,3893.6,4497,5303.5,6127.7,6734.2,7019.4,7075.1,6901.3,6702.6,6352.9,5917.9,5354.9,5084,5117.2,5095,4998.3,4828.6,4737.7,4892.6,4799,4783.9,4946.5,5062.7,4944.3,4980,4737.7,4493.7,4421.4,4246.9,4046.6,3890.5,3709.9,3430.3,3367.1,3227.5,3067,3063.5,2848.2,2742.7,2654.3,2497.8,2401.8,2455,2177.1,1667.3,1097.2
1080.1,1858,2968.9,3865.6,3927.4,4079.4,4922.7,5932.1,6891.6,7552,7348.9,6839.6,6060,5590.3,5395.8,5469.4,5512.9,5581.1,5715.4,5924.5,6050.3,5127.3,4318.3,3788.7,3463.2,3136.4,3153.6,3263.3,3182.9,3255.2,3566.5,3464,3465.9,3606,3658.6,3605,3718,3767.4,3645.8,3560.7,3549.5,3583.1,3478.4,3475.7,3358,3332.6,3326,3245,3078.4,2941,2945.4,3118.6,3368.8,3625.8,3979.2,4481,5163.7,5883.4,6446.6,6879.6,7032.1,7096.5,6961.6,6658.8,6189,5805.7,5659.2,5528.9,5361.7,5135,4977.9,5011.7,4918.6,4742.9,4740.9,4744,4541.2,4675.6,4914.1,4753.9,4594.5,4443.3,4137.6,3749.8,3746.7,3435.6,3296.6,3237.2,2995.9,2963.4,2853.7,2707.4,2563.9,2477.2,2350.9,2401,2367.8,2046.3,1683,1083.6
1071.7,1995.2,3058.8,3578.4,3912.5,4199.7,4831.2,5996.4,6984.2,7587.3,7455.8,6779.3,6131.3,5514.5,5472.4,5484,5656.4,5833.4,5998.5,5932.2,5665.7,5178.5,4422.2,3849.7,3574.5,3261.9,3082.2,3287.5,3240.4,3137.4,3345,3571.8,3466.6,3513.6,3579.5,3587.3,3636.1,3764.3,3676.8,3475,3382.4,3359.7,3400.6,3398.9,3388,3289.9,3266.9,3126.7,2994.3,2984.2,3025.4,3098.6,3284.9,3597.6,3876.3,4369,5043.5,5747.2,6387.7,6784.7,6981.4,7044.6,6962.5,6707.8,6291,5755.1,5446.5,5405.2,5375.5,5290.1,5104.6,4948.1,4909,4689,4534.9,4610.1,4703.8,4541.6,4600.7,4667.1,4550.4,4452,4265,4009.2,3760.9,3720.9,3415.8,3366.5,3305.8,3070.3,3083.5,2855.3,2631.5,2514.3,2502.6,2398.4,2406.4,2215.8,1667.4,1092.6
