L7.4,V7.4,L7.0,V7.0,L6.6,V6.6,L6.2,V6.2,L5.8,V5.8
385.385034582613,821.427256742641,403.324381887665,820.070210164855,367.541315751298,493.206774239635,373.100240507212,541.379040417898,369.22520844101,429.991502379957
385.412752980797,839.790695539917,403.582162990781,794.384494513823,367.693766941313,495.972839391804,373.227745138862,527.618010652518,369.229366200738,432.746018199548
385.835458553112,825.134592499827,403.615425068602,816.420621070553,367.69931062095,499.645527151259,373.381582248786,531.30224774455,369.432634454091,436.434105069106
386.014242221402,845.345924509407,403.8704343319,788.898561539794,367.704854300586,503.318214910714,373.44071483158,537.733301101122,369.449265493002,447.452168347471
386.137589093324,828.830378924436,403.905082329631,811.852860036388,367.761215043562,507.912924387559,373.451802190853,545.078676620032,369.737536834121,441.966235373442
386.439719633535,832.526165349045,404.19473959066,807.285099002223,368.066117423592,513.445054691895,373.832006219285,535.009583501736,369.829469521434,437.383075229175
386.46743803172,850.88960414632,404.632690281976,802.728887300635,368.141419071993,497.843831269262,373.983764449346,537.316562683972,369.993008070722,447.494515900253
386.891529523944,837.151673046094,404.746335714533,779.786138136617,368.294563221963,501.068982391362,373.988615169028,540.530164473495,369.998551750359,451.167203659708
386.917862002219,854.596939903506,405.067869133474,796.336331719319,368.299413941645,504.282584180885,373.994158848665,544.20285223295,370.131600061645,441.078861653784
387.341953494443,840.85900880328,405.358912314412,792.686742625018,368.304957621282,507.955271940341,373.999702528302,547.875539992406,370.284744211615,444.304012775884
387.368285972718,858.304275660692,405.611149737891,763.32833921453,368.322281620148,519.432421188638,374.056063271277,552.47024946925,370.300682290571,454.862990084318
387.793763384852,845.48451650033,405.64995549535,789.037153530717,368.607088161494,511.65105836495,374.437653219618,543.319328290817,370.585488831918,447.081627260629
387.820788823081,863.388869327674,405.902192918829,759.678750120229,368.612631841131,515.323746124405,374.591490329542,547.003565382849,370.641156614938,451.217250767542
388.246959195169,851.028196137243,406.229270017407,779.901631462386,368.623719200405,522.669121643315,374.597034009179,550.676253142305,370.652243974212,458.562626286452
388.273291673445,868.473462994655,406.337371770327,753.286194538913,368.745680152417,505.23540411848,374.602577688816,554.34894090176,370.957146354242,464.094756590789
388.698076125623,855.194617864361,406.772550621825,746.893638957598,368.749837912145,507.989919938071,374.608121368453,558.021628661215,371.037991682281,452.166220927611
388.725101563853,873.098970691705,407.063593802763,743.244049863296,368.964193524772,519.023382326539,374.910251908665,561.717415085824,371.19113583225,455.391372049711
389.147807136168,858.442867651615,407.349093304064,735.92177300954,368.975280884046,526.368757845449,375.190900690283,551.181536442544,371.195986551933,458.604973839234
389.32381896464,876.817855781468,407.933951505758,730.458938700665,369.054740292175,513.522050242408,375.195751409966,554.395138232067,371.498117092145,462.300760263843
389.601002946485,863.986547288528,408.805695128663,718.591999477897,369.230752120647,531.89703837226,375.201295089603,558.067825991522,371.503660771781,465.973448023298
389.925308205245,882.373084750958,409.095352389691,714.024238443732,369.358256752296,518.13600860688,375.212382448876,565.413201510433,371.509204451418,469.646135782753
390.050040997075,866.77571110585,409.383623730811,708.538305469703,369.362414512024,520.890524426472,375.552856773244,561.767462193657,371.789853233037,459.110257139473
390.371574416016,883.325904688552,409.962938252868,699.402783401373,369.514865702039,523.65658957864,375.793082890843,557.195851381966,371.81133499163,473.341922207362
390.375732175744,886.080420508144,411.12711097662,684.804427024167,369.531496740949,534.674652857006,375.806942089935,566.377570780604,371.942997383007,462.335408261574
390.503236807393,872.319390742764,411.418154157558,681.154837929866,369.571226445014,528.251299055485,375.863302832911,570.972280257449,372.095448573022,465.101473413742
390.973063656621,888.881133658043,411.709197338496,677.505248835564,369.587857483925,539.26936233385,376.096599350964,561.809809746439,372.151809315997,469.696182890587
391.103340128089,876.95644777239,412.000240519434,673.855659741263,369.843328720526,544.797642860661,376.397343971267,564.587424231184,372.162896675271,477.041558409497
391.424180587075,893.04755538516,412.292669620281,671.124242586826,369.965289672538,527.363925335826,376.402887650904,568.260111990639,372.544486623612,467.890637231064
391.552378178679,879.745611589713,412.58232688131,666.55648155266,369.969447432266,530.118441155417,376.408431330541,571.932799750094,372.698323733536,471.574874323096
391.871139757801,894.459461292687,412.870598222429,661.070548578632,370.122591582235,533.343592277517,376.464792073516,576.527509226939,372.703867413173,475.247562082551
392.002802149178,883.452947346898,413.745113685153,651.039953235591,370.127442301918,536.557194067041,376.846382021857,567.376588048506,372.70941109281,478.920249842006
392.321563728301,898.166797049873,414.031999106363,644.635848321699,370.183803044893,541.151903543885,376.999526171826,570.601739170606,372.714954772447,482.592937601461
393.216867989662,901.908780804789,414.323042287301,640.986259227397,370.437888361585,545.762012130832,377.004376891509,573.81534096013,373.017085312659,486.28872402607
393.498209731235,891.831988131441,415.193399990296,628.201148064766,370.49424910456,550.356721607677,377.009920571146,577.488028719585,373.144589944308,472.527694260691
394.096927132022,895.550873221204,416.060985853473,613.579693022406,370.573708512689,537.510014004635,377.066281314121,582.082738196429,373.148747704035,475.282210080282
394.110786331114,904.732592619842,417.357004291341,603.688789606725,370.727545622614,541.194251096667,377.321752550722,587.61101872324,373.30258481396,478.966447172314
394.543193342794,896.503693158799,418.083592969255,585.053788724943,370.749720341161,555.885002134488,377.447871262462,572.931817017997,373.308128493597,482.639134931769
394.853639402461,905.70851122259,418.094174357769,592.063958615014,370.881382732538,544.878488188699,377.601015412432,576.156968140097,373.319215852871,489.984510450679
395.288818253958,899.315955641275,418.101228616777,596.737405208395,371.035219842462,548.562725280731,377.605866132114,579.37056992962,373.610259033809,486.334921356378
395.883377895017,900.280324911446,419.198165892658,573.458350479102,371.040763522099,552.235413040186,377.662226875089,583.965279406464,373.621346393082,493.680296875288
396.476551616167,900.326522241754,419.921227441068,552.486626300629,371.051850881373,559.580788559097,377.673314234363,591.310654925375,373.753008784459,482.6737829295
397.068339417408,899.454547632197,419.935335959085,561.83351948739,371.342894062311,555.931199464795,378.052132342885,580.323389867214,373.961820717449,490.034557558513
397.953942239405,896.769327808067,420.661924637,543.198518605608,371.353981421585,563.276574983706,378.206662412764,584.466712929178,373.972908076723,497.379933077423
398.409909889541,904.149351324708,421.014637587443,526.870848274646,371.636709083067,554.117954250222,378.211513132447,587.680314718702,374.053753404762,485.451397414245
398.542958200827,894.061009318784,421.028746105461,536.217741461407,371.654726041887,566.054189468451,378.217056812084,591.353002478157,374.355883944973,489.147183838854
399.148605201159,902.370754107865,421.377931926401,517.553347833755,371.694455745952,559.63083566693,378.222600491721,595.025690237612,374.509028094943,492.372334960954
399.424403263096,888.621273675062,421.741226265358,508.235847392863,371.711086784863,570.648898945295,378.524731031932,598.721476662221,374.513878814625,495.585936750477
399.737621162581,899.662435618582,422.862853447769,501.313855740403,372.089904893385,559.661633887135,378.656393423309,587.714962716432,374.519422494262,499.258624509933
400.011340344654,884.535697275983,423.222620657222,489.659632002822,372.095448573022,563.33432164659,378.810230533233,591.399199808464,374.524966173899,502.931312269388
400.745184936591,879.543498269617,423.229674916231,494.333078596202,372.247899763037,566.100386798759,378.81577421287,595.07188756792,374.827096714111,506.627098693997
400.767359655138,894.234249307437,423.952736464641,473.36135441773,372.253443442674,569.773074558214,378.826861572144,602.41726308683,374.958759105488,495.620584748208
401.034842197619,874.975737235452,423.966844982658,482.708247604491,372.258987122311,573.445762317669,379.117904753082,598.767673992528,375.111903255458,498.845735870308
401.206696266364,890.596209545713,424.700487919582,468.74669331609,372.315347865286,578.040471794513,379.128992112356,606.113049511439,375.167571038478,502.981359377221
401.325885378557,871.32614814115,425.441185115514,459.458585621069,372.695551893718,567.971378676217,379.410333853929,596.036256838091,375.178658397752,510.326734896131
401.615542639586,866.758387106985,426.160719534419,436.150138145906,372.848696043688,571.196529798317,379.469466436723,602.467310194663,375.561634266002,502.093985657562
401.646032877589,886.958169783988,426.164246663923,438.486861442596,372.85354676337,574.41013158784,379.480553795997,609.812685713573,375.713392496063,504.400964839799
401.905199900615,862.19062607282,426.167773793428,440.823584739286,372.859090443007,578.082819347295,379.859371904519,598.825420655413,375.718243215745,507.614566629322
401.937076058527,883.308580689687,426.171300922932,443.160308035977,372.864634122644,581.75550710675,380.013901974398,602.968743717377,375.723786895382,511.287254388777
402.080518769132,880.106528232741,426.90847098936,431.535477044265,372.870177802281,585.428194866205,380.01875269408,606.1823455069,375.780147638357,515.881963865622
402.343150591931,857.634414371232,427.271765328317,422.217976603374,373.221739485921,589.12783106834,380.024296373717,609.855033266355,376.164509426516,508.567386566916
402.520548340312,876.927574440948,427.275292457821,424.554699900065,373.301198894051,576.281123465298,380.029840053354,613.52772102581,376.316960616531,511.333451719085
402.779715363338,852.16003072978,427.645641055787,419.910646052554,373.306742573688,579.953811224754,380.331970593566,617.223507450419,376.322504296168,515.00613947854
402.810205601341,872.359813406783,428.012462524249,412.929868908353,373.510010827041,583.641898094311,380.463632984943,606.216993504631,376.328047975805,518.678827237995
403.06382894473,843.919581936159,428.019516783258,417.603315501734,373.526641865952,594.659961372677,380.617470094867,609.901230596663,376.384408718781,523.273536714839
403.067986704457,846.674097755751,428.379283992711,405.949091764153,373.814913207071,589.174028398648,380.623013774504,613.573918356118,376.76877050694,515.958959416134
403.101248782279,868.710224312482,428.798975739191,408.007347819822,373.906845894383,584.59086825438,380.634101133778,620.919293875028,376.92191465691,519.184110538234
403.392291963217,865.06063521818,429.119981188643,396.660984069132,374.068998523763,593.784136985595,380.925144314716,617.269704780727,376.926765376592,522.397712327758
403.503165555955,840.281542174435,429.123508318147,398.997707365822,374.0745422034,597.45682474505,381.062350385729,609.935878594394,376.983126119567,526.992421804602
403.679177384427,858.656530304288,429.127035447652,401.334430662512,374.130902946375,602.051534221895,381.217573415563,614.538287626289,377.238597356168,532.520702331413
403.683335144155,861.411046123879,429.667947522277,394.304064717327,374.210362354504,589.204826618853,381.225888935018,620.047319265472,377.370259747545,521.514188385625
403.936958487543,832.970814653255,429.956218863397,388.818131743298,374.512492894716,592.900613043462,381.282249677994,624.642028742317,377.52271093756,524.280253537793
403.971606485274,855.92511314985,430.247262044335,385.168542648996,374.518036574353,596.573300802917,381.665225546244,616.409279503748,377.579071680535,528.874963014637
404.225229828663,827.484881679226,430.538305225273,381.518953554695,374.670487764368,599.339365955085,381.816983776304,618.716258685984,377.590159039809,536.220338533548
404.259877826394,850.439180175821,430.82934840621,377.869364460394,374.676031444005,603.01205371454,381.821834495987,621.929860475508,378.123507218211,529.376396537351
404.552306927241,847.707763021384,431.116233827421,371.465259546501,374.73239218698,607.606763191385,381.827378175623,625.602548234963,378.128357937893,532.589998326874
404.663180519979,822.928669977638,431.375400850446,346.697715835333,374.987863423582,613.135043718196,381.883738918599,630.197257711807,378.13390161753,536.26268608633
405.096973451568,815.617942456459,431.408662928268,368.733842392063,375.2685122052,602.599165074916,382.26394294703,620.128164593511,378.139445297167,539.935373845785
