L7.4,V7.4,L7.0,V7.0,L6.6,V6.6,L6.2,V6.2,L5.8,V5.8
405.130235529389,837.65406901319,431.699706109206,365.084253297762,375.273362924883,605.812766864439,382.417087097,623.353315715611,378.441575837379,543.631160270394
405.381087032959,807.377493662838,431.960259052141,341.234881526457,375.278906604519,609.485454623894,382.421937816682,626.566917505134,378.573238228755,532.624646324605
405.418506870509,832.168136039161,431.990749290144,361.434664203461,375.289993963793,616.830830142805,382.427481496319,630.239605264589,378.578781908392,536.29733408406
405.670744293988,802.809732628673,432.398209743457,336.678669824869,375.63046828816,613.185090826029,382.433025175956,633.912293024044,378.782050161746,539.985420953618
405.710935971356,829.436718884723,432.42869998146,356.878452501873,375.641555647434,620.530466344939,382.735155716168,637.608079448653,378.793137521019,547.330796472528
405.957629715198,796.405627714781,432.838932274592,333.958802003009,375.721015055563,607.683758741898,382.866818107545,626.601565502865,379.177499309179,540.016219173823
405.961787474926,799.160143534372,432.866650672776,352.322240800284,376.023145595775,611.379545166506,383.020655217469,630.285802594897,379.331336419103,543.700456265855
405.995049552748,821.196270091103,433.423790476286,328.495967694134,376.176982705699,615.063782258538,383.026198897106,633.958490354352,379.33688009874,547.37314402531
406.244515136409,790.001522800888,433.448737034652,345.023062611682,376.182526385336,618.736470017994,383.03728625638,641.303865873262,379.342423778377,551.045831784765
406.284706813776,816.628509056938,434.158328028177,323.962854657699,376.188070064973,622.409157777449,383.377760580747,637.658126556486,379.347967458014,554.718519544221
406.536944237256,787.27010564645,434.330182096921,339.58332696796,376.19361374461,626.081845536904,383.46830734815,632.156794472355,379.777602629875,544.65327620345
406.574364074805,812.060748022773,434.621225277859,335.933737873659,376.545175428251,629.781481739039,383.633231817348,643.186407083297,379.930746779844,547.87842732555
406.865407255743,808.411158928471,434.895637419887,321.266085500992,376.62463483638,616.934774135997,383.770437888362,635.852580896964,379.935597499527,551.092029115073
406.972123088754,780.877550065135,436.521321473411,317.720440399883,376.630178516017,620.607461895452,383.973706141715,639.540667766522,379.941141179164,554.764716874528
407.146748997316,798.334366255123,436.683474102791,326.913709131098,376.833446769371,624.29554876501,383.984793500989,646.886043285432,379.946684858801,558.437404633983
407.150906757044,801.088882074715,437.114495194561,317.766637730191,377.087532086062,628.905657351957,384.369155289148,639.571465986727,380.248815399012,562.133191058592
407.439178098164,795.602949100686,437.570462844697,325.146661246832,377.093075765699,632.578345111412,384.521606479163,642.337531138895,380.380477790389,551.126677112804
407.730221279101,791.953360006384,437.707668915711,317.812835060498,377.149436508675,637.173054588257,384.5271501588,646.01021889835,380.534314900313,554.810914204836
407.873663989707,788.751307549438,438.300842636861,317.859032390806,377.230281836713,625.244518925079,384.583510901776,650.604928375195,380.53985857995,558.483601964291
408.017106700312,785.549255092492,438.460223426422,325.215957242293,377.404907745276,642.701335115067,384.969258609844,644.208523016353,380.550945939224,565.828977483201
408.309535801159,782.817837938054,439.352755847965,327.121597117482,377.532412376925,628.940305349687,385.12032387995,646.056416228658,380.841989120162,562.1793883889
408.597807142278,777.331904964025,439.48719007916,317.951427051421,377.684170606985,631.247284531924,385.125867559587,649.729103988113,380.980581111085,555.76373414243
409.175735744427,767.278210955831,440.231429070416,319.845517594033,377.689021326668,634.460886321447,385.182228302562,654.323813464957,381.134418221009,559.447971234462
409.179893504154,770.032726775423,440.694326320098,331.816400809993,377.745382069643,639.055595798292,385.565204170812,646.091064226388,381.142733740465,564.957002873645
409.464007085546,761.792277981802,441.143364370688,334.605564627315,377.756469428917,646.400971317202,385.717655360827,648.857129378557,381.19909448344,569.55171235049
409.753664346575,757.224516947637,441.739309931656,336.48810583735,378.13390161753,634.495534319178,385.723199040464,652.529817138012,381.73521450166,564.544114234021
410.043321607604,752.656755913472,443.086424083426,344.855597289316,378.138059377258,637.250050138769,385.728742720101,656.202504897467,381.740065221342,567.757716023544
410.331592948723,747.170822939443,443.662966765665,333.883731341259,378.291896487182,640.934287230801,386.080304403742,659.902141099602,381.745608900979,571.430403782999
410.765385880312,739.860095418264,444.411363516648,338.532337703462,378.297440166819,644.606974990256,386.314986841705,651.657842528456,381.751152580616,575.103091542454
410.906749711053,735.280785051522,444.585989425211,355.989153893451,378.302983846456,648.279662749712,386.319144601432,654.412358348047,382.184945512204,567.792364021275
411.197792891991,731.63119595722,445.035027475801,358.778317710773,378.308527526093,651.952350509167,386.619889221735,657.189972832792,382.337396702219,570.558429173443
411.487450153019,727.063434923055,445.335772096104,361.555932195518,378.660089209734,655.651986711301,386.67624996471,661.784682309637,382.342940381856,574.231116932898
411.777107414048,722.49567388889,445.61157015804,347.806451762715,378.740934537772,643.723451048123,386.912318322582,654.458555678355,382.399301124832,578.825826409743
412.069536514895,719.764256734453,445.786196066603,365.263267952704,378.7450922975,646.477966867715,387.213755902839,657.695256133032,382.7850488329,572.429421050901
412.360579695833,716.114667640151,446.210287558827,351.525336852478,378.948360550853,650.166053737272,387.218606622522,660.908857922555,382.936807062961,574.736400233138
412.647465117044,709.710562726258,446.534592817586,369.911874314908,378.964991589764,661.184117015638,387.274967365497,665.5035673994,382.941657782643,577.950002022661
412.935736458163,704.224629752229,446.811776799432,357.080565821968,379.253262930883,655.698184041609,387.660715073566,659.107162040558,382.998018525618,582.544711499505
413.226779639101,700.575040657928,446.836723357798,373.607660739516,379.494874968392,652.044745169782,387.813166263581,661.873227192726,383.383766233687,576.148306140664
413.517822820039,696.925451563627,447.585120108781,378.25626710172,379.507348247575,660.308292628556,387.818709943218,665.545914952181,383.536217423702,578.914371292832
413.808866000977,693.275862469326,448.03692999919,382.88177479877,379.512891927212,663.980980388011,387.824253622855,669.218602711637,383.541761103339,582.587059052287
414.095751422187,686.871757555433,448.93500610037,388.460102433414,379.569252670187,668.575689864856,388.260818394261,663.744219070185,383.547304782976,586.259746811743
414.384022763307,681.385824581404,449.533723501156,392.178987523176,379.798391428513,656.658703534255,388.413269584277,666.510284222353,383.898866466617,589.959383013877
414.388180523035,684.140340400995,449.960586833199,380.277400302678,380.101907888634,661.272661898727,388.418813263914,670.182971981808,383.983869554383,580.785363170291
414.669522264608,674.063547727647,450.736701982367,403.289445462157,380.107451568271,664.945349658183,388.475174006889,674.777681458653,384.187137807736,584.473450039848
414.673680024336,676.818063547239,451.160793474591,389.551514361931,380.112995247908,668.618037417638,389.005750345472,666.097395582729,384.441223124428,589.083558626795
414.961951365455,671.33213057321,451.338191222972,408.844674431647,380.118538927545,672.290725177093,389.010601065154,669.310997372252,384.497583867403,593.67826810364
415.104701116106,667.670992146332,451.60983152518,392.340678179253,380.470100611186,675.990361379227,389.016144744791,672.983685131707,384.583972875079,585.422420199917
415.539879967603,661.278436565016,451.911962065392,396.036464603862,380.550945939224,664.061825716049,389.021688424428,676.656372891162,384.884717495381,588.200034684662
415.544037727331,664.032952384607,452.513451305997,401.591693573352,380.555103698952,666.816341535641,389.373250108069,680.356009093297,385.037168685396,590.966099836831
415.829537228632,656.710675530851,453.414299246996,409.006365087724,380.758371952305,670.504428405198,389.454095436107,668.427473430119,385.042712365033,594.638787596286
416.116422649842,650.306570616958,453.44201764518,427.369803885,380.775002991216,681.522491683564,389.607239586077,671.652624552219,385.099073108009,599.23349707313
416.12058040957,653.061086436549,454.015788487601,414.561594057215,381.013843188906,676.032708932009,389.612090305759,674.866226341742,385.483434896168,591.918919774425
416.40746583078,646.656981522657,454.345637425997,436.620819279099,381.156592939557,672.371570505131,389.912834926062,677.643840826487,385.637272006092,595.603156866457
416.697123091809,642.089220488491,454.467598378009,419.187101754264,381.314587809209,678.810323416755,389.918378605699,681.316528585943,385.642815685729,599.275844625912
416.981236673201,633.848771694871,454.797447316406,441.246326976149,381.320131488846,682.48301117621,389.974739348674,685.911238062787,385.648359365366,602.948532385367
416.985394432928,636.603287514463,455.069087618614,424.742330723754,381.376492231821,687.077720653054,390.055584676712,673.982702399609,385.999921049007,606.648168587502
417.27089393423,629.281010660706,455.249257206814,445.871834673198,381.607016910056,676.078906262317,390.359101136833,678.596660764082,386.084924136773,597.474148743915
417.563323035077,626.549593506269,455.520897509023,429.367838420804,381.909840410223,680.233778656858,390.511552326848,681.36272591625,386.288192390126,601.162235613473
417.852980296105,621.981832472103,455.551387747026,449.567621097807,381.914691129905,683.447380446381,390.517096006485,685.035413675705,386.543663626728,606.690516140284
418.134322037679,611.905039798756,455.972707399431,433.993346117854,381.920234809542,687.120068205836,390.573456749461,689.63012315255,386.549207306364,610.363203899739
418.138479797406,614.659555618347,456.003197637434,454.193128794857,381.925778489179,690.792755965292,390.95781853762,682.315545853845,386.68225561765,600.274861893814
418.426751138526,609.173622644318,456.723875990233,440.478296359785,381.931322168816,694.465443724747,391.110269727635,685.081611006013,386.836092727575,603.959098985846
418.568114969267,604.594312277576,456.754366228236,460.678079036788,382.358185500858,682.563856504248,391.115813407272,688.754298765468,386.900768990005,614.062840101874
418.710864719918,600.933173850698,457.208947958463,467.139930613565,382.362343260586,685.318372323839,391.172174150247,693.349008242313,387.189502304428,608.882964441133
418.996364221219,593.610896996941,457.477816420853,448.799590481443,382.515487410555,688.543523445939,391.557921858316,686.952602883471,387.444511567726,614.105187654656
419.000521980947,596.365412816533,457.660757848871,471.765438310615,382.520338130238,691.757125235463,391.708987128422,688.800496095776,387.450055247363,617.777875414111
419.286021482248,589.043135962776,457.93239815108,455.261442058221,382.576698873213,696.351834712307,391.714530808059,692.473183855231,387.455598927,621.450563173566
419.577064663185,585.393546868475,458.533887391685,460.816671027711,382.832170109814,701.880115239118,391.770891551034,697.067893332075,387.736247708619,610.914684530286
419.863950084396,578.989441954582,458.564377629688,481.016453704714,382.9652184211,691.791773233194,392.156639259102,690.671487973234,388.03837824883,614.610470954895
419.868107844123,581.743957774173,458.836017931897,464.51245745232,383.11697665116,694.09875241543,392.308397489163,692.97846715547,388.043228968513,617.824072744418
420.146677745878,569.830821221098,458.8665081699,484.712240129323,383.172644434181,698.234375922343,392.313248208845,696.192068944993,388.04877264815,621.496760503874
420.150835505606,572.585337040689,459.170024630021,489.326198493796,383.183731793455,705.579751441253,392.36960895182,700.786778421838,388.054316327786,625.169448263329
420.433563167089,563.426716307205,459.287827822306,469.13796514937,383.717079971856,698.735809445056,392.756742579798,695.30854500286,388.356446867998,628.865234687938
420.654870377991,538.525072012227,459.473541090142,493.940156858269,383.721930691539,701.94941123458,392.909193769813,698.074610155029,388.637095649617,618.329356044658
420.654870377991,538.525072012227,459.739637712714,473.763472846419,383.727474371176,705.622098994035,392.965554512789,702.669319631873,388.641946369299,621.542957834181
420.654870377991,538.525072012227,459.775671630354,497.635943282878,383.733018050812,709.29478675349,393.352688140766,697.191086212896,388.647490048936,625.215645593636
420.654870377991,538.525072012227,460.077802170566,501.331729707487,384.035148591024,712.990573178099,393.505139330782,699.957151365064,388.948234669239,627.993260078381
420.654870377991,538.525072012227,460.379932710778,505.027516132096,384.166810982401,701.98405923231,393.561500073757,704.551860841908,389.004595412214,632.587969555226
420.654870377991,538.525072012227,460.496349983153,483.921110847805,384.319955132371,705.209210354411,394.099698971841,700.921520635235,389.240663770086,625.261842923944
420.654870377991,538.525072012227,460.682063250989,508.723302556704,384.375622915391,709.344833861323,394.105242651477,704.594208394691,389.542794310298,628.957629348553
420.661924637,543.198518605608,461.253062253591,494.078748849192,384.386710274665,716.690209380233,394.110786331114,708.266896154146,389.548337989935,632.630317108008
420.672506025513,550.208688495679,461.286324331413,516.114875405922,384.769686142915,708.457460141664,394.6942586129,701.885889905407,389.553881669572,636.303004867463
420.672506025513,550.208688495679,461.591226711443,521.647005710259,384.773843902643,711.211975961256,394.698416372627,704.640405724998,389.686929980857,626.214662861538
420.721834508208,557.940783333176,461.707643983818,500.540600425969,384.926295092658,713.978041113424,394.703960052264,708.313093484453,389.905443353212,640.002641069598
421.012877689146,554.291194238875,462.461584414438,508.861894547627,384.931838772295,717.650728872879,395.292283053732,705.145689025238,390.139432831221,631.29925652852
421.536755414834,508.428794575993,462.497618332078,532.734364984086,384.98819951527,722.245438349724,395.297133773414,708.359290814761,390.144283550903,634.512858318043
421.679505165485,504.767656149115,462.801134792199,537.348323348558,385.37117538352,714.012689111155,395.886149734836,705.650972325477,390.445028171205,637.290472802788
421.75886191288,519.919463876315,463.065845494862,516.253467396845,385.522933613581,716.319668293391,395.890307494564,708.405488145068,390.501388914181,641.885182279633
421.762389042384,522.256187173006,463.101879412502,540.125937833304,385.527784333263,719.533270082914,396.478630496031,705.238083685853,390.737457272053,634.559055648351
421.762389042384,522.256187173006,463.370747874892,521.785597701182,385.5333280129,723.20595784237,396.483481215713,708.451685475376,391.03889485231,637.795756103028
421.765916171889,524.592910469696,463.708912332744,549.353854562249,385.589688755875,727.800667319214,397.071111257226,704.825195046228,391.043745571992,641.009357892551
421.772970430898,529.266357063077,463.825329605119,528.247449277959,385.974050544035,720.486090020509,397.076654936863,708.497882805684,391.100106314967,645.604067369396
421.772970430898,529.266357063077,464.160722223152,553.979362259299,386.127887653959,724.170327112541,397.362847398119,701.634691921859,391.485854023036,639.207662010554
421.783551819411,536.276526953148,464.277139495528,532.872956975008,386.133431333596,727.843014871996,397.664284978376,704.871392376536,391.637612253096,641.514641192791
421.783551819411,536.276526953148,464.582041875558,538.405087279345,386.138975013233,731.515702631451,397.669828658013,708.544080135991,391.642462972779,644.728242982314
421.783551819411,536.276526953148,464.615303953379,560.441213836076,386.490536696874,735.215338833586,398.004759302743,701.22565305976,391.698823715754,649.322952459158
422.111912177164,496.538756688072,464.88417241577,542.100873703954,386.571382024912,723.286803170408,398.258844619435,705.835761646708,392.085957343732,643.844719040181
422.400183518284,491.052823714043,464.917434493591,564.137000260685,386.724526174882,726.511954292508,398.542958200827,697.595312853087,392.238408533747,646.610784192349
422.404341278011,493.807339533634,465.186302955982,545.796660128563,386.729376894564,729.725556082031,398.548501880464,701.268000612542,392.294769276722,651.205493669194
422.691226699222,487.403234619742,465.790564036405,553.188232977781,387.030121514867,732.503170566777,398.836080261628,695.322981668582,392.831582254897,646.656981522657
422.833283489917,483.283010222931,465.823826114226,575.224359534512,387.035665194504,736.175858326232,398.849246500766,704.045615097288,392.835740014624,649.411497342248
422.975340280613,479.162785826121,466.092694576617,556.88401940239,387.092025937479,740.770567803076,399.138903761795,699.477854063122,392.841283694261,653.084185101703
423.259453862005,470.922337032501,466.125956654438,578.920145959121,387.475001805729,732.537818564507,399.424403263096,692.155577209366,393.279234385577,648.527973400115
423.263611621733,473.676852852092,466.728831814953,585.393546868475,387.62676003579,734.844797746744,399.439648382097,702.255468547868,393.431685575593,651.294038552283
423.546339283215,464.518232118608,466.999086197252,567.971378676217,387.631610755472,738.058399536267,399.479378086162,695.832114746347,393.437229255229,654.966726311738
423.97805333494,455.830246687633,467.18202762527,590.937226505388,387.637154435109,741.731087295722,400.011340344654,688.070000810287,394.025552256697,651.799321852523
424.413925146392,449.896777076249,467.453667927479,574.433230252994,387.693515178084,746.325796772566,400.016191064336,691.28360259981,394.030402976379,655.012923642046
424.699424647693,442.574500222493,468.057929007903,581.824803102212,388.076491046334,738.093047533998,400.021734743973,694.956290359265,394.619418937801,652.304605152762
424.986310068904,436.1703953086,468.235326756284,601.117963171928,388.229635196304,741.318198656098,400.02727842361,698.62897811872,394.623576697529,655.059120972354
425.274581410023,430.684462334571,468.656646408689,585.543688191975,388.234485915986,744.531800445621,400.599663346122,684.902596351071,395.064299228664,652.339253150493
425.278739169751,433.438978154162,469.130631017645,604.859946926845,388.240029595623,748.204488205076,400.603821105849,687.657112170662,395.216750418679,655.105318302661
425.560080911324,423.362185480815,469.258135649294,591.098917161465,388.24557327526,751.877175964531,400.609364785486,691.329799930117,395.809924139828,655.151515632969
425.845580412625,416.039908627058,469.726576578614,606.74248813688,388.597134958901,755.576812166666,400.614908465123,695.002487689573,396.403097860978,655.197712963276
426.133851753745,410.553975653029,470.006532400278,595.747523523668,388.677980286939,743.648276503488,401.187293387634,681.276105921923,396.695526961825,652.466295808839
426.422123094864,405.068042679,471.050130091927,599.501056611162,388.829738517,745.955255685724,401.191451147362,684.030621741515,396.996271582128,655.243910293584
426.426280854592,407.822558498592,471.497782222607,601.37204848862,388.88540630002,750.090879192637,401.196994826999,687.70330950097,397.288700682975,652.512493139147
426.707622596165,397.745765825244,472.387542804332,601.441344484082,389.140877536621,755.619159719448,401.202538506636,691.375997260425,397.589445303278,655.290107623892
426.711780355893,400.500281644835,473.124852196042,598.744575327375,389.146421216258,759.291847478903,401.774923429147,677.649615492776,397.880488484215,651.64051852959
426.994508017376,391.341660911351,473.140097315043,608.844466665876,389.279469527544,749.203505472978,401.779081188875,680.404131312367,398.172917585063,648.909101375153
427.000051697013,395.014348670806,473.712482237554,595.118084898227,389.481813834292,752.27947771596,401.784624868512,684.076819071822,398.182619024427,655.336304954199
427.284165278404,386.773899877186,474.763009528749,603.46247768504,389.497982899899,762.991483681038,401.790168548149,687.749506831277,398.473662205365,651.686715859898
427.568278859796,378.533451083566,475.181557341336,586.051858825358,389.786254241019,757.505550707009,402.233662919102,686.865982889144,398.774406825668,654.464330344643
427.573822539433,382.206138843021,475.353411410081,601.67233113562,390.04172547762,763.033831233819,402.365325310478,675.859468943356,398.814598503035,648.34703385641
428.002764751339,371.681809532318,475.644454591019,598.022742041318,390.047269157257,766.706518993275,402.370868990115,679.532156702811,399.353721347725,645.328808276313
428.146207461944,368.479757075372,476.495409415285,572.383223720594,390.180317468543,756.61817698735,402.376412669752,683.204844462266,399.357879107453,648.083324095904
428.438636562792,365.748339920934,476.525899653288,592.583006397597,390.333461618513,759.84332810945,402.950876472127,670.855720604413,399.36342278709,651.756011855359
428.724136064093,358.426063067178,477.107986015164,585.283828208994,390.349399697469,770.402305417884,402.95572719181,674.069322393936,399.945509148966,644.456833666757
429.153078275999,347.901733756475,477.518218308295,562.36417771013,390.634206238815,762.620942594195,402.961270871447,677.742010153391,399.949666908693,647.211349486348
429.443428496982,343.793058692242,477.695616056677,581.657337779847,390.689874021836,766.756566101108,402.966814551084,681.414697912846,399.95521058833,650.884037245803
429.875835508661,335.564159231198,478.130794908174,575.264782198531,390.994776401866,772.288696405444,403.24261261302,667.665217480043,400.534525110388,641.748515177473
430.164106849781,330.078226257169,478.24721218055,554.158376914241,391.081165409541,764.032848501722,403.543357233323,670.442831964788,400.540068790025,645.421202936928
430.456535950628,327.346809102732,478.538255361487,550.508787819939,391.283509716289,767.108820744703,403.54890091296,674.115519724243,400.545612469662,649.093890696383
430.599285701279,323.685670675853,478.715653109869,569.801947889656,391.537133059677,771.412872018363,403.554444592596,677.788207483699,401.124926991719,639.958368628053
430.780841209388,345.733346565161,479.153603801185,565.245736188068,391.593493802653,776.007581495207,403.88383155769,666.797092648013,401.130470671356,643.631056387508
431.034464552776,317.293115094538,479.705199925058,537.746775322462,391.828176240615,767.763282924061,403.99655304364,675.986511601702,401.136014350993,647.303744146963
431.064954790779,337.492897771541,479.738462002879,559.782901879192,392.130999740782,771.918155318602,404.123364715335,661.76639586639,401.708399273504,633.577362379314
431.069112550507,340.247413591132,479.996243105996,534.09718622816,392.135850460464,775.131757108125,404.139302794291,672.325373174823,401.712557033232,636.331878198905
431.322735893896,311.807182120509,480.029505183817,556.133312784891,392.192211203439,779.72646658497,404.424802295592,665.003096321067,401.718100712869,640.00456595836
431.357383891626,334.761480617103,480.464684035315,549.740757203575,392.579344831417,774.248233165992,404.430345975229,668.675784080522,401.723644392506,643.677253717816
431.615164994743,309.075764966071,480.578329467872,526.798008039558,392.731796021432,777.014298318161,404.731090595531,671.453398565267,402.298801154836,631.787215829894
431.648427072564,331.111891522802,480.905406566449,547.020889381715,392.788156764407,781.609007795005,404.765276619959,661.357357004291,402.302958914563,634.541731649485
431.906208175681,305.42617587177,481.163187669566,521.335173730682,393.324969742582,777.060495648468,405.02074785656,666.885637531102,402.3085025942,638.214419408941
431.936698413684,325.625958548773,481.484721088507,537.885367313384,393.32912750231,779.815011468059,405.299317758315,654.972500978027,402.314046273837,641.887107168396
432.1944795168,299.940242897741,481.598366521064,514.942618149367,393.334671181947,783.487699227515,405.304861437952,658.645188737482,402.886431196348,628.160725400747
432.226355674713,321.058197514608,482.069579290201,532.422533004509,393.772621873263,778.931487525926,405.361222180927,663.239898214327,402.890588956076,630.915241220338
432.486908617648,297.208825743303,482.327360393318,506.736817353477,393.925073063278,781.697552678095,405.75667132836,663.270696434532,402.896132635713,634.587928979793
432.51878477556,318.32678036017,482.909446755194,499.437639164874,393.930616742915,785.37024043755,405.888333719737,652.264182488743,402.90167631535,638.260616739248
432.779337718495,294.477408588866,482.942708833015,521.473765721605,394.518246784427,781.743750008402,405.893877399374,655.936870248198,403.478218997589,627.28875079119
432.809827956498,314.677191265869,483.494304956888,493.974804855999,394.523790464064,785.416437767857,405.899421079011,659.609558007653,403.483762677226,630.961438550646
433.070380899433,290.827819494564,483.524795194891,514.174587533003,395.112806425487,782.708119278574,406.229270017407,648.924500485255,403.489306356863,634.634126310101
433.099485217527,310.109430231704,483.929483808386,487.582249274683,395.116964185214,785.462635098165,406.482893360796,653.228551758914,403.818231348653,623.336954161127
433.360038160461,286.260058460399,484.106881556767,506.8754093444,395.705980146636,782.754316608881,406.488437040433,656.901239518369,404.071392718739,627.334948121498
433.389142478555,305.541669197539,484.367434499702,483.026037573095,395.710137906364,785.508832428473,406.765621022279,644.06993102543,404.076936398376,631.007635880953
433.651081341399,282.610469366098,484.397924737705,503.225820250099,396.299153867786,782.800513939189,406.821981765254,648.664640502275,404.35550630013,619.094499327878
433.827786129826,301.444543465882,484.65847768064,479.376448478794,396.303311627514,785.55502975878,407.076067081946,653.274749089222,404.410481123196,622.771036864858
434.235939543094,277.147635057223,484.835875429021,498.66960854851,396.890941669026,781.928539329633,407.349093304064,637.688924776692,404.664566439888,627.381145451806
434.265043861188,296.429245794362,485.273826120337,494.113396846922,396.896485348663,785.601227089088,407.353251063791,640.443440596283,404.796228831265,616.374631506017
434.554701122216,291.861484760197,485.534379063272,470.264025075617,397.484115390176,781.97473665994,407.358794743428,644.116128355738,404.947294101371,618.222524718322
434.823569584607,273.521144628075,485.82542224421,466.614435981316,397.489659069813,785.647424419396,407.415155486404,648.710837832583,405.003654844346,622.817234195166
434.847130223063,289.13006760576,485.855912482213,486.814218658319,397.622707381099,775.559082413471,407.810604633837,648.741636052788,405.286382505829,613.658613461682
435.139559323911,286.398650451322,486.263372935526,462.058224279728,397.824589714543,778.328997343165,407.937416305531,634.521520317476,405.540467822521,618.268722048629
435.261520275923,268.964932926487,486.440770683908,481.351384349444,398.078675031235,782.939105930112,407.942267025213,637.735122106999,405.546011502158,621.941409808084
435.577510015227,281.842438749734,486.701323626842,457.50201257814,398.362788612627,774.698657136491,407.94781070485,641.407809866454,405.824581403912,610.028273255009
435.849150317436,265.33844249734,486.731813864845,477.701795255143,398.368332292264,778.371344895947,407.953354384487,645.080497625909,405.830125083549,613.700961014464
436.018232546361,279.122570927873,486.99236680778,453.852423483838,398.669076912566,781.148959380692,408.521581547271,628.599600038669,406.11701050476,607.296856100571
436.456183237678,274.566359226285,487.283409988718,450.202834389537,398.953190493958,772.908510587072,408.525739306999,631.35411585826,406.132255623761,617.396747439073
436.730595379705,259.898706853618,487.31667206654,472.238960946268,398.958734173595,776.581198346527,408.531282986635,635.026803617715,406.416369205153,609.156298645453
437.043120319236,270.480782827206,487.574453169656,446.553245295236,399.259478793898,779.358812831272,408.536826666272,638.699491377171,406.472729948128,613.751008122297
437.318225421218,256.272216424471,487.607715247478,468.589371851967,399.294126791628,769.568828583584,408.542370345909,642.372179136626,406.706026466182,604.588537611288
437.631443320703,267.31337836799,487.865496350594,442.903656200934,399.549136054926,774.791051797107,408.983092877044,639.652311314765,407.006771086484,607.366152096033
438.218380402261,263.227801968911,487.898758428416,464.939782757665,399.834635556227,767.46877494335,409.109211588784,624.973109609521,407.012314766121,611.038839855488
438.797001964364,253.633193930648,488.156539531532,439.254067106633,399.840179235864,771.141462702805,409.114755268421,628.645797368977,407.047424737155,601.554912921088
438.809475243547,261.896741389422,488.336709119732,460.383571056077,400.140923856167,773.919077187551,409.120298948058,632.318485128432,407.590243368269,600.985145847294
439.2529696145,261.013217447289,488.44758271247,435.604478012332,400.175571853898,764.129092939862,409.125842627694,635.991172887887,407.595787047906,604.657833606749
439.390175685514,253.679391260956,488.77188797123,453.991015474761,400.480012260625,769.355165930911,409.400947729676,621.782606485152,407.601330727543,608.330521366204
439.835055976376,253.714039258687,489.062931152168,450.34142638046,400.5664012683,761.099318027188,409.700999390024,624.101134999965,408.179259329691,598.27682735801
441.466283709538,253.841081917033,489.320712255284,424.655710729428,400.768283601744,763.869232956882,409.706543069661,627.77382275942,408.184803009328,601.949515117465
441.922251359674,261.221105433674,489.353974333106,446.691837286159,401.005737879525,757.461278265464,409.712086749298,631.446510518875,408.190346688965,605.62220287692
442.059457430688,253.88727924734,489.611755436222,421.006121635126,401.022368918436,768.479341543829,409.741653040695,618.28989582502,408.768275291113,595.568508868726
442.652631151838,253.933476577648,489.645017514044,443.042248191857,401.296088100509,753.352603201231,410.152809280433,628.726642697015,408.773818970751,599.241196628181
442.667183310885,263.574281946218,489.90279861716,417.356532540825,401.307175459783,760.697978720141,410.278927992172,614.047440991771,408.779362650387,602.913884387637
443.545163573381,255.839116452837,489.936060694981,439.392659097556,401.312026179465,763.911580509664,410.284471671809,617.720128751226,409.109673562087,592.534884178526
443.861153312685,268.716622276084,490.191069958279,411.870599566796,401.588517201356,750.621186046793,410.290015351446,621.392816510681,409.362834932172,596.532878138898
444.142495054258,258.639829602736,490.227103875919,435.743070003254,401.646956824195,756.593153433433,410.295559031083,625.065504270137,409.368378611809,600.205565898353
444.308805443366,270.587614153542,490.518147056857,432.093480908953,401.754134630509,762.109884627667,410.572050052974,611.775109807266,409.646948513564,588.292429345277
444.591533104848,261.428993420058,491.098847498824,423.876130780487,401.880253342249,747.430682922424,410.737667482127,623.26380838814,409.70192333663,591.968966882258
445.057202194349,275.236220515745,491.355242682031,397.272243189591,402.180997962551,750.208297407169,410.863786193867,608.584606682896,409.956008653322,596.579075469205
445.337158016013,264.241255902534,491.391276599671,421.144713626049,402.186541642188,753.880985166624,410.874873553141,615.929982201806,410.087671044699,585.572561523417
445.786196066603,267.030419719856,491.646285862969,393.622654095289,402.192085321825,757.553672926079,410.880417232778,619.602669961261,410.238736314805,587.420454735721
445.951813495756,278.51911830073,491.826455451169,414.752158044733,402.221651613222,744.397058232224,411.165916734079,612.280393107505,410.29509705778,592.015164212566
446.531820977768,269.842682202332,492.231144064664,388.159819786414,402.630036013141,752.997461224491,411.45003031547,604.039944313885,410.826366356318,583.793964306574
446.551223856497,282.697089360425,492.264406142485,410.195946343145,402.756847684836,738.777345489179,411.466661354381,615.05800759225,410.831910035954,587.466652066029
447.130538378555,273.561567292095,492.519415405783,382.673886812385,402.761698404518,741.990947278702,411.506391058446,608.634653790729,410.837453715591,591.139339825484
447.149941257284,286.415974450187,492.555449323423,406.546357248844,402.767242084155,745.663635038157,412.037660356983,600.413453884737,411.414689357785,580.626559847358
447.598979307874,289.20513826751,492.810458586721,379.024297718084,402.772785763792,749.336322797613,412.04320403662,604.086141644192,411.419540077467,583.840161636881
447.729255779341,277.280452381857,492.846492504361,402.896768154542,403.049276785683,736.045928334741,412.048747716257,607.758829403647,411.425083757104,587.512849396336
448.19769670866,292.924023357272,493.101501767659,375.374708623783,403.35071436594,739.282628789418,412.054291395894,611.431517163103,412.005091239116,578.836413297938
448.327973180128,280.99933747162,493.134763845481,397.410835180513,403.356258045577,742.955316548874,412.495013927029,608.711649341242,412.009941958799,582.050015087461
448.648813639114,297.09044508439,493.392544948597,371.725119529481,403.361801725214,746.628004308329,412.621825598723,594.49153360593,412.015485638436,585.722702846917
