351.2190217,125.7655294,351.2341269,47.17509287
352.3433259,131.9091756,352.3596158,47.15478329
353.4673339,139.5938108,353.4842162,51.75744057
354.5913419,147.278446,354.6094089,53.27811995
355.7156461,153.4220922,355.7346017,54.79879932
356.8393579,162.6477163,356.859202,59.4014566
357.9633659,170.3323515,357.9843948,60.92213598
359.0867815,181.0989646,359.1089951,65.52479326
360.2107895,188.7835998,360.2341879,67.04547264
361.333909,201.0912018,361.3587882,71.64812992
362.4582132,207.234848,362.4833886,76.2507872
363.5813326,219.5424501,363.6082851,79.31245552
364.7044521,231.8500521,364.7328855,83.9151128
365.8281639,241.0756762,365.8574859,88.51777008
366.9518757,250.3013004,366.9823824,91.57943841
368.0749952,262.6089024,368.1069828,96.18209569
369.1981147,274.9165045,369.2315832,100.784753
370.3212341,287.2241065,370.3564797,103.8464213
371.4452421,294.9087417,371.4810801,108.4490786
372.5686578,305.6753548,372.6056804,113.0517359
373.6917772,317.9829568,373.7302808,117.6543931
374.8157852,325.667592,374.8551773,120.7160615
375.9392009,336.4342051,375.9797777,125.3187187
377.0632089,344.1188402,377.1046743,128.3803871
378.1875131,350.2624865,378.2292746,132.9830443
379.3115211,357.9471216,379.3544674,134.5037237
380.4355291,365.6317568,380.4790677,139.106381
381.5601294,370.2344141,381.6036681,143.7090383
382.6844336,376.3780603,382.7288608,145.2297177
383.809034,380.9807176,383.853165,151.3733639
384.9333382,387.1243638,384.9786539,151.3530543
386.0576424,393.2680101,386.1029581,157.4967005
387.1819465,399.4116563,387.2275585,162.0993578
388.3062507,405.5553025,388.352455,165.1610262
389.4302587,413.2399377,389.4770554,169.7636834
390.5545629,419.383584,390.6016557,174.3663407
391.6794595,422.4452523,391.7265523,177.428009
392.8037636,428.5888985,392.8511527,182.0306663
393.9286602,431.6505668,393.9754568,188.1743126
395.0535567,434.7122352,395.1003534,191.2359809
396.1787495,436.2329145,396.2252499,194.2976492
397.303646,439.2945829,397.3498503,198.9003065
398.4291349,439.2742733,398.475043,200.4209859
399.5552162,436.1719858,399.5993472,206.5646321
400.6810013,434.6106873,400.7245399,208.0853115
401.8064902,434.5903777,401.8491403,212.6879687
402.9319791,434.5700681,402.9737407,217.290626
404.0577642,433.0087696,404.098341,221.8932833
406.3096306,428.3451836,404.9448272,209.5501395
407.4357118,425.2428961,406.3472456,232.6395868
408.5617931,422.1406087,407.471846,237.2422441
409.6881706,417.4973322,408.5961501,243.3858903
410.8139557,415.9360337,409.7201581,251.0705255
411.9406293,409.7517683,410.8441661,258.7551607
413.0661182,409.7314588,411.967878,267.9807848
414.1919033,408.1701602,413.091886,275.66542
415.3179846,405.0678728,414.2153016,286.4320331
416.4437697,403.5065742,415.3384211,298.7396351
417.5692586,403.4862647,416.4615405,311.0472372
418.6947475,403.4659551,417.5849562,321.8138502
419.8208287,400.3636676,418.7083718,332.5804633
420.94691,397.2613801,419.8314913,344.8880654
422.0729913,394.1590927,420.9552031,354.1136895
423.1990726,391.0568052,422.0786187,364.8803026
424.3257462,384.8725398,423.2038115,366.400982
425.4521237,380.2292634,424.0473358,369.4677277
426.5785011,375.5859869,425.4473848,404.8850866
427.7045824,372.4836995,426.5722813,407.9467549
428.831256,366.2994341,427.6956969,418.713368
429.9567449,366.2791245,428.8197049,426.3980032
431.0822338,366.2588149,429.9416397,444.869561
432.2086113,361.6155385,431.0641668,460.259141
433.3343964,360.05424,432.1861015,478.7306988
434.4598853,360.0339304,433.3080362,497.2022566
435.5853742,360.0136208,434.429971,515.6738145
436.7105669,361.5343002,435.5520538,533.3748778
437.8351673,366.1369575,436.6733962,554.9284136
438.9594715,372.2806037,437.7939981,580.3344217
440.0831833,381.5062279,438.9148962,604.1994409
441.2068951,390.731852,440.03535,630.3759435
442.3297184,404.580443,441.1549153,661.1754129
443.4525417,418.429034,441.9982915,665.0126531
444.4822653,428.6836765,442.3669385,698.9076402
445.7917815,447.1518494,443.1172645,698.8941005
