baseline,tbp,t+10min,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
N,Y,21,0.022295465,0.0061578,-0.012223108,0.015041034,0.006998177,-0.015293266,0.019767281,0.017213904,-0.030310033,0.002044887,-0.040998432,-0.017673897,-0.014547176,-0.000889475,0.009604914,0.006214782,0.017270242,0.009863843,-0.026538032,0.005088534,-0.010157813,0.010526715,0.017782732,0.009741961,-0.024122847,0.016837583,-0.027132184,-0.007963483,0.015062066,-0.010177814,-0.021855229,-0.024022783,-0.025350907,-0.018375872,0.009054173,-0.013068695,0.002954136,-0.004893736,0.020491854,-0.016216552,-0.018439579,-0.00179157,0.00029422,-0.017055023,-0.02732562,-0.011916323,0.004726368,0.018833611,-0.02076725,0.008864813,-0.010834511,0.01918355,-0.029021845,0.004815395,0.027059877,0.008466204,-0.004290952,0.006272674,0.020818196,0.023772551,-0.016223156,0.017951945,-0.015500327,-0.016194986
N,Y,21.5,-0.011927887,0.017470801,0.033988962,0.008538039,-0.002076038,-0.026723158,-0.029979972,-0.014280516,0.0375246,-0.023995516,-0.016830547,-0.057927282,0.025144063,0.015655777,0.003720572,-0.000950686,0.009351707,0.02053231,0.028232292,0.012231486,-0.03083805,-0.030560586,-0.013544091,-0.003729042,0.00837543,-0.042923527,0.021539698,0.019855805,-0.011782559,-0.018962594,-0.028196684,-0.030175668,-0.01409669,0.009526567,-0.018015656,0.01615626,-0.008956897,-0.020136551,0.016772672,-0.024855721,-0.00614221,0.001224945,0.010601195,0.000314972,0.026728554,-0.015587558,0.013524971,0.012966074,-0.007400809,0.003349898,-0.021298024,0.002995496,0.025760979,-0.021404771,-0.014192801,-0.024220949,0.033925176,0.023484763,0.023847988,0.000555104,-0.022448982,-0.025762762,-0.021051217,-0.015349745
N,Y,22,-0.011979974,-0.006375368,-0.016497065,0.019095688,0.004714426,-0.009736575,-0.012284635,0.005846036,-0.026356591,0.016987084,-0.001242693,0.012220626,-0.001165979,0.000697144,0.001725603,-0.030547288,0.003906937,0.007196901,-0.018150627,-0.005406069,-0.006675415,0.021355304,0.027284552,-0.008844158,0.013109952,0.022486629,-0.029404357,0.014371949,0.005915545,-0.005468103,0.036722617,0.014750249,0.026644296,-0.024542396,-0.004700016,0.028841026,-0.027366699,0.008332983,-0.024254435,-0.007417647,0.005566296,0.010182248,-0.000316807,0.011892691,-0.023799558,-0.005136432,0.020400957,-0.012808014,0.035868475,0.005686087,0.012685357,-0.03306184,0.00270182,0.014961325,-0.013406499,0.00295396,-0.022170069,-0.003092601,-0.012986835,0.019907613,0.013751775,0.002560048,-0.003861631,-0.017645212
N,Y,22.5,-0.003660369,0.024887819,0.024213183,-0.006213462,0.012478043,-0.003876908,-0.019033314,-0.030003856,-0.019759064,-0.026996765,0.0285018,-0.005497163,0.029821636,-0.03538788,-0.007844022,-0.024366364,0.005933753,-0.018379511,-0.029392002,0.003081911,0.016889785,0.014927541,0.025392901,0.001247702,-0.004687001,0.008602469,0.033862274,-0.017710966,0.003558332,-0.00372725,-0.015482048,-0.003368649,0.001017131,0.030208912,0.005199463,-0.040668479,-0.013844354,0.034380949,-0.023536691,0.024549157,0.001458118,-0.02704422,-0.011322734,-0.030274474,-0.0232038,0.029320946,0.01798582,-0.013554016,-0.020167141,0.001118031,-0.00341468,0.007729632,0.00324554,0.027839918,-0.014459752,0.033714105,-0.015178317,-0.000290855,-0.023867924,-0.017951451,0.027927757,0.028539045,-0.016132403,-0.010044973
N,Y,23,-0.016784638,-0.015597444,-0.017201204,-0.010389576,0.013694177,-0.016549935,0.023534162,0.003660518,-0.01388658,-0.027997051,-0.018267787,0.016044409,0.012932953,0.009924014,0.030224371,0.018141941,-0.010806969,0.016862792,0.002081727,0.019785414,0.018168582,0.025144182,-0.030629523,-0.004048568,-0.030966499,-0.007591884,-0.018573092,-0.007556618,-0.009897226,0.004273575,0.002416298,-0.025661967,-0.007573118,0.016813403,0.007373971,0.030072312,0.027317808,0.001081351,-0.007446918,0.018094499,-0.014709714,-0.010612096,0.003782914,-0.016433343,0.030675522,-0.019258771,-0.01308441,0.0008318,0.021406288,-0.001969424,0.015946083,0.023064394,-0.011531757,0.015224957,0.023151545,-0.028269995,-0.016948189,0.012134299,-0.02083071,-0.008843416,-0.011993305,0.002473446,0.033660667,-0.00309432
N,Y,23.5,0.007632801,-0.010793831,-0.014978813,-0.013156878,-0.002136885,0.042353233,0.044411498,0.004264166,0.028592558,0.020680486,0.010343288,0.022240094,-0.024006555,0.017073315,-0.011384484,0.02293747,-0.010026033,0.001076552,0.018409958,-0.001120414,-0.039386859,-0.013201053,-0.021429863,0.006662398,0.004818074,-0.009207009,-0.005429355,-0.013356807,-0.00301874,0.001785938,-0.001684311,0.019406707,0.012594457,-0.000903207,-0.009521624,-0.01634527,0.007994566,-0.013151392,0.003970716,0.012843557,-0.001355157,0.009366105,-0.015950961,0.00630188,0.010180293,0.019969073,-0.014671297,-0.022413797,-0.022520795,-0.033215747,-0.012884797,0.028426083,-0.004918639,0.011283665,-0.006008274,-0.023261838,-0.016086376,-0.001612273,0.01094901,-0.016736475,0.016752432,0.010968057,0.00279479,-0.005811745
N,Y,24,0.014549665,-0.019768479,0.007637377,-0.015893121,-0.025032586,0.019793706,-0.009434712,0.021138786,-0.006115756,0.009122648,0.00824688,0.022812856,0.013880379,0.0280471,-0.012620103,-0.006682297,0.037107938,-0.039289143,-0.029694379,-0.025364731,-0.007935089,0.021927214,0.021593066,-0.016498176,0.016542062,-0.004879799,-0.022679305,-0.011953484,0.006939457,0.006992858,-0.012078517,0.01764304,-0.014279597,-0.017025088,0.011927319,-0.023199877,-0.036588201,-0.001814281,0.015012148,-0.006999506,0.013401437,-0.024827271,0.011274987,-0.004600287,-0.002473339,0.001791752,-0.027530468,0.006270544,-0.030041723,0.026645991,0.017364501,-0.006375437,-0.010739981,-0.034614617,-0.002192899,0.009357098,0.029966054,-0.022359334,-0.018932994,0.008084277,-0.029759129,-9.14E-05,-0.002470234,0.027672887
N,Y,24.5,0.017032687,0.000397151,0.002732936,0.021685519,-0.01725757,-0.015694583,-0.011969286,-0.002887368,0.041645512,0.014061309,0.009139346,0.04300076,0.002703003,0.005421441,0.003030421,0.000729065,-0.014900533,-0.004902365,0.00511669,-0.015695379,-0.024889854,-0.041107733,-0.031371396,0.020183343,0.005683502,-0.031646742,0.012513998,-0.010872407,-0.018914728,0.007441196,-0.020143691,0.015584978,-0.023438851,0.004140352,0.014254423,0.016014219,0.013370522,0.002044054,-0.013631559,-0.024444689,0.007864561,0.031261328,-0.005164749,0.010717478,0.020597852,-0.022086847,0.022172811,0.019663502,0.017289791,0.016301749,-0.018436948,-0.030834923,-0.00459072,-0.016222374,-0.011606626,-0.016078175,-0.01187031,-0.011461091,0.008686161,-0.002740526,0.016731032,-0.007993017,-0.018681513,-0.000572271
N,Y,25,-0.004625387,-0.024094646,-0.011396826,0.007805962,0.032880753,0.013762056,-0.002586634,0.021507851,-0.004551934,-0.011808544,0.019269178,-0.029716129,-0.032870786,-0.016522102,-0.029227718,-0.027271453,-0.026952295,0.017857419,0.010441532,-0.023705143,-0.022648828,0.024798202,-0.002434889,-0.018826795,0.009895491,0.017364187,-0.010635325,0.01973221,-0.000246518,0.007212368,0.01144605,-0.013000564,0.016112323,0.008838038,-0.013463051,-0.036581389,0.004971216,-0.010312187,0.008912908,0.025334406,0.009835489,0.021671228,0.014728405,-0.000756744,0.011532591,0.021849194,0.029148567,8.11E-05,0.012703174,-0.014695636,-7.77E-05,0.012052116,0.04344477,-0.008171165,-0.017810863,-0.025080419,0.030758241,0.001494446,0.012319696,-0.002894475,0.008555333,-0.012067436,0.024634365,-0.002310527
N,Y,25.5,0.008463467,0.012886436,0.000395982,0.023258117,-0.020717432,-0.022099669,-0.02104393,0.018967634,-0.004964943,0.015311673,0.012596165,-0.017943389,0.014462374,0.018272591,0.028595476,0.009742189,-0.001338775,-0.005592248,-0.011166274,-0.018773846,0.04016552,-0.025543865,0.011089018,0.005597364,-0.013540508,0.010011899,0.016774358,0.020338661,-0.004771693,-0.004881238,0.028172687,0.023699178,0.022572763,-0.002910266,0.002595996,0.014508318,0.010169209,0.037343833,-0.015338357,-0.008774793,-0.038516217,0.035968917,0.030692537,-0.00306007,-0.027104254,0.00368109,0.005886826,0.005233769,-0.025223641,0.003877804,-0.019957386,0.015521809,-0.010306484,0.027894087,-0.010317704,0.040092196,0.013041345,-0.003513181,0.003736711,0.00790715,-0.016473137,-0.01739697,-0.016481438,-0.019210169
N,Y,26,-0.02352703,0.014547065,0.009109474,-0.010569889,-0.018418751,-0.009118791,-0.004083965,-0.002824177,-0.015353539,0.012225042,-0.035232074,0.00133463,-0.018726574,-0.017431081,-0.018196306,-0.011535861,-0.00782808,0.020778572,0.019393307,0.036691887,-0.022737122,0.020582798,0.001049247,0.00715801,0.01276269,0.009262551,0.003959493,-0.01136108,-0.003219925,0.00224955,0.012422505,-0.012460154,-0.013043139,0.003146091,-0.002616891,0.02322494,0.005070826,0.018272901,-0.020817453,-0.023316561,0.02477009,0.01233188,-0.036210941,0.010586384,-0.032603108,0.007103699,-0.010602541,-0.017861233,0.006491041,-0.002902925,0.017961805,0.005804847,-0.018981916,-0.00766375,0.000726766,-0.02493143,0.020333859,0.018093959,0.028981384,0.00362819,0.019230813,0.004695032,-0.005795466,-0.002109141
N,Y,26.5,0.021009217,-0.006258274,-0.00161193,0.026793709,-0.010246045,-0.018340096,0.012423847,-0.022020555,-0.008856363,0.011925492,-0.035147191,-0.026386756,0.030005931,-0.011001245,-0.006175649,0.043151999,0.046696379,0.02291618,0.000299308,0.042037447,0.037956041,0.03932081,0.008530508,0.009275013,-0.017161479,-0.02190208,-0.01304843,0.016703049,0.000697716,-0.000564163,0.014663795,-0.011370774,-0.027080201,-0.028798038,0.002382238,0.007219248,0.004848625,-0.024478693,-0.008922107,-0.004553283,0.00601312,-0.025704782,-0.017109236,0.009228891,-0.00827804,0.004675837,-0.00268211,0.014892765,0.010112998,-0.016503171,-0.00820535,0.004293121,-0.009622133,-0.018058355,0.02398395,0.028236605,-0.025178687,0.020588486,0.014477522,0.012792065,-0.004193102,-0.020832669,-0.013484357,-0.015201582
N,Y,27,0.001855218,0.011339247,0.025534125,-0.014356484,-0.005649547,0.001297844,0.009237761,-0.030357648,-0.003955085,-0.026594326,0.006735079,-0.029917207,0.01445733,-0.017165249,0.011223913,-0.012708632,-0.026893691,0.003376487,0.015883987,-0.019701402,0.015410695,-0.017093081,-0.012627901,-0.017229083,0.025211932,0.031257616,0.003565429,-0.009885357,0.011956386,0.004653534,-0.027925032,-0.010256148,0.011862008,0.013946703,0.006431797,-0.017523985,0.013486476,-0.018195122,0.020626577,0.015216594,-0.021712987,-0.021516322,0.020959946,0.013430267,-0.001817367,-0.02893133,-0.017194705,-0.010084244,0.023618783,0.030264039,0.001382882,-0.025356803,0.010370178,0.019665228,0.031851894,0.028754734,-0.016646785,-0.036115345,0.003893672,0.013985153,-0.012147033,0.024031206,0.029173217,0.01701147
N,Y,27.5,0.00595751,0.004222775,-0.029500341,0.018696636,0.021822331,0.030243393,0.02114319,-0.022960753,0.003558995,-0.039048537,0.017656731,0.10474287,-0.008986059,-0.003787456,0.020477892,-0.005029829,-0.018400535,-0.030375063,0.014841312,-0.005190262,0.034696304,-0.007524431,0.033682375,0.005807961,-0.014900975,-0.008921098,-0.011561352,0.010186218,-0.00032269,-0.003833355,-0.024919789,0.013118315,-0.002339756,0.023392983,0.006669082,0.028791485,0.024521146,-0.016091273,0.010244461,0.015682107,0.023472442,0.01767979,-0.011020513,-0.024404548,0.026326099,0.028019556,-0.016639193,-0.019156564,-0.012638353,-0.012494763,0.012163945,-0.037212336,-0.001394797,-0.024374933,-0.028002372,-0.027479594,0.000786766,0.016671033,-0.016665579,-0.02265132,-0.028305319,-0.009351322,0.006823165,0.009768051
N,Y,28,-0.024809117,0.007704233,0.006027775,0.014247832,0.019972593,-0.022160569,-0.007981077,0.021271427,0.006222875,0.033420423,-0.009340147,-0.024994045,-0.023414133,-0.009682585,0.014797574,-0.005821468,0.020632072,0.015430651,-0.02468991,-0.023702295,0.008154916,-0.012978572,-0.020547025,0.008423977,-0.004401803,-0.004827871,0.023579548,0.011357793,0.012224242,0.011080726,0.036662673,-0.005289851,0.003784791,-0.022849328,-0.015360136,-0.012814386,-0.020203352,0.009555176,0.009143863,0.023111282,-0.008682735,0.025266237,0.0111763,0.009990579,0.010912422,-0.010136193,0.010837017,0.014509534,-0.018869193,-0.017983014,-0.009469478,0.037674349,0.00369566,0.025369623,0.012985585,-0.008694547,-0.020583747,0.004218185,-0.029157479,-0.023485899,0.029872511,0.02134707,0.007051417,0.011482531
N,Y,28.5,0.018003507,-0.006390679,0.002784143,-0.040933957,0.003905531,-0.010281046,-0.013071655,-0.006101635,0.017835178,0.008875386,0.015452135,-0.005858467,-0.029859777,-0.006674574,-0.010252724,0.007296528,-0.00604276,-0.030238548,0.033895627,0.00011002,-0.01341124,-0.022855604,0.015315053,-0.020558198,-0.009333547,0.009303965,0.015402773,-0.015749215,-0.007008469,-0.008455442,-0.018604884,-0.018920141,0.010790774,-0.009385683,-0.015989306,-0.028211052,-0.003523476,-0.011180679,0.013226556,-0.013101912,0.016022768,-0.014890065,-0.030983434,0.01064076,0.007953626,0.019520708,0.012945383,0.014034247,0.033863324,0.012100501,0.019286294,0.00208252,0.014790554,-0.035073013,-0.013224687,0.001264449,-0.003009527,0.018119914,-0.000905294,-0.018841647,-0.012569631,-0.005476693,-0.017068745,-0.010874696
N,Y,29,-0.006306391,-0.003075107,-0.014496726,-0.004452828,0.010178403,-0.013271454,-0.022539547,0.007278161,-0.034938774,0.024152285,0.003527862,-0.007742401,0.033050642,0.021235397,0.003896819,-0.029125483,0.012185955,0.008272751,-0.022511369,0.02397347,-0.038020663,-0.019305058,0.01133,0.006853482,-0.020464197,0.002154734,0.011387482,-0.00630057,-0.004830161,-0.009676929,-0.016360959,-0.009954425,0.016174982,0.013440434,0.013684685,0.029577141,-0.011791877,0.018645654,0.018042888,-0.016876543,-0.016787108,-0.020175339,0.01204931,0.012869723,-0.017400613,-0.026420497,-0.032961127,0.020050672,-0.004871605,0.009286915,0.015901021,-0.006982039,-0.011260766,0.022613732,0.019086789,0.011199384,-0.008405551,-0.017254962,-0.008266559,0.027276092,0.040198019,0.022656356,-0.019689295,0.018710962
N,Y,29.5,-0.020771085,0.024646922,0.025529617,-0.023095001,0.000994079,0.029401647,-0.03044478,0.029703032,0.000156873,-0.044202333,0.026464208,-0.001205598,0.001369345,0.011666392,-0.030116115,0.004689516,-0.018470108,-0.011016333,-0.01082516,0.003124532,0.008257035,-0.025509004,-0.027357895,0.003235325,0.009739465,0.002424664,0.015840624,-0.025824418,-0.004239898,0.001248502,0.010445109,0.011446737,-0.005869555,0.002565334,-0.007932996,-0.024572846,-0.022166727,0.009759953,-0.01845635,-0.01550302,-0.004444077,-0.001422874,0.029756661,-0.013317896,0.019560989,-0.010536785,0.001493804,-0.017826726,-0.026469498,-0.01036738,-0.000102476,-0.017017173,0.011172635,0.002043575,-0.004505067,-0.011652235,0.022828667,0.000680438,0.003802559,0.021963632,-0.023547312,0.001406772,0.018072247,-0.010720601
N,Y,30,0.01903306,0.016216276,-0.020944492,0.009083486,0.008394584,0.04209563,0.005137001,-0.004691173,-0.018398779,0.032139621,-0.022349346,-0.004176514,-0.005248767,0.013239822,0.020529283,-0.000351612,0.040677363,0.021701831,-0.031856964,0.022421287,0.016696593,0.022720231,-0.013287719,0.013932341,0.014731193,0.02425606,-0.026440938,0.002613703,-0.001598235,-0.004865327,-0.024100129,0.018705025,0.00704446,0.014780103,-0.001631885,0.028795499,-0.010318389,0.026836978,-0.033075298,-0.007465778,0.010850039,-0.034650058,-0.003010916,-0.018534151,0.008434965,0.012980907,0.012463325,-0.013800683,-0.003953762,-0.02340974,-0.01694184,0.010306226,0.004125108,0.007211562,-0.008015067,-0.007930617,-0.014975568,0.015061126,0.026094379,-0.00382352,0.013479166,-0.007279132,-0.01525424,-0.00806369
N,Y,30.5,-0.004873853,-0.004937206,0.015304276,0.010519954,-0.025012889,-0.022962144,0.021315785,-0.009217925,0.009818164,0.016492806,-0.021958024,-0.012674824,0.005187733,0.035867596,-0.018553355,0.006298768,0.026735528,0.011769268,-0.023732366,-0.028279008,0.017699208,0.044249822,-0.007889785,-0.011018995,-0.006058648,-0.016521445,-0.031841145,0.023552738,0.006097589,-0.010689277,-0.009046626,-0.011838756,-0.020876851,0.000199589,0.008728524,-0.014969601,-0.000922962,-0.020025004,0.017068064,0.019917894,-0.002422212,-0.017205396,0.014678807,-0.005665597,-0.018718259,0.005219477,0.007457223,0.013931222,0.015971715,0.028383077,-0.004761234,-0.016050715,-0.016520895,0.017753243,0.000407475,0.007732593,0.0152839,-0.008688959,-0.02404227,0.01173222,-0.027750668,0.012855841,0.031197614,0.008843966
N,Y,31,-0.012614735,-0.015526507,0.005326941,0.006510115,0.008797473,0.028454613,0.024288094,-0.015531655,0.033957217,-0.017099599,-0.02714565,-0.008342073,-0.008133647,-0.032272217,-0.003785655,0.022213492,-0.031255154,-0.009108518,0.026260015,-0.00872882,-0.040530885,0.007337935,0.006221617,-0.000360271,0.016395792,-0.021943125,-0.025781361,0.008560725,-0.005073139,-0.00149053,0.015159461,0.006335753,0.015530397,-0.025675488,-0.005864071,-0.01378919,0.014971791,-0.020090037,0.015546014,-0.022546544,-0.015672522,0.035939135,0.017816192,0.012027374,0.019162996,-0.017510424,0.020469812,-0.008455652,0.01576748,-0.023187338,-0.01209592,-0.010977514,-0.008769411,0.019079788,-0.019976628,0.009749708,0.008701703,0.001400348,-0.016572726,-0.026243457,-0.003048425,-0.014707642,-0.03405893,0.015241056
N,Y,31.5,0.026471149,-0.025682904,0.011939708,0.03044122,-0.018389635,0.012673917,0.032703659,-0.010532057,0.034578767,-0.01630932,-0.006072286,-0.024895114,-0.007155171,-0.013805593,0.004480235,-0.013222146,-0.022186188,-0.006203143,0.020521766,0.014232135,-0.027281886,0.039401272,0.012657152,-0.01240814,0.026518329,-0.019768021,0.023019619,0.008811576,0.009980977,0.009925308,0.043315261,0.005408318,-0.017801256,0.021429553,0.014440293,-0.014353427,0.015568989,0.007850336,-0.033135247,0.020212328,0.006109571,0.006116487,-0.043732013,0.007420045,-0.017718845,-0.013919393,0.008421942,0.011651347,-0.020413213,0.024372163,0.01577712,0.03069598,0.011480422,-0.008975567,0.036687829,0.02504776,0.007307301,-0.025028661,0.017169698,0.010401942,-0.016057927,-0.019672487,0.030150193,0.0029544
N,Y,32,-0.006605761,0.016535416,-0.02831785,0.020287023,0.022081479,-0.019716816,0.003151129,-0.008648314,-0.020972427,-0.032860242,0.017920873,0.024393489,0.000411523,-0.006267158,0.03671274,0.024796676,0.006504953,0.010224047,-0.013191895,0.007889505,0.021334167,-0.042334687,0.030784838,0.008142352,-0.030670645,0.006462784,0.026153344,-0.000911134,-0.004511186,0.015310323,-0.009394599,-0.014111459,-0.008347441,-0.018246985,0.009298847,0.045285597,-0.020353666,-0.02760106,0.017358311,-0.017582151,0.009418633,-0.000122031,-0.001819566,-0.024390519,-0.021742513,-0.01492614,-0.021325253,-0.019994162,-0.002471355,-0.02288013,-0.006062275,0.017747001,-0.01788677,-0.023498329,-0.013724505,-0.004634459,-0.016120182,0.023976337,0.019408974,-0.003671822,0.00102892,-0.01504607,-0.010658467,-0.02572068
N,Y,32.5,-0.01813942,0.004107369,0.003732588,-0.032384869,0.002796259,-0.010611131,-0.023456478,0.020250355,-0.027789731,0.02591816,-0.01239283,0.004951726,0.014236289,-0.018703767,-0.025424939,-0.02101485,-0.029823552,-0.005116758,0.005303141,-0.024084539,0.014582379,-0.037684411,-0.030976993,0.009184426,0.013323025,0.018234337,0.016753909,-0.022830258,-0.000376665,0.005516798,0.002112911,-0.012215995,0.002388913,0.002055988,0.007276941,-0.018813679,0.008715914,-0.029031764,0.024609585,0.018469976,0.01930258,0.010127739,-0.01685428,0.020006444,0.007336564,0.028748497,0.013771003,-0.001101726,0.023476707,0.003726481,-0.013686208,-0.038413934,0.012319005,0.003289686,-0.021464035,-0.022066956,0.008100083,-0.00711735,-0.016781737,-0.010301461,0.004231936,0.022260872,-0.011474507,-0.000611229
N,Y,33,0.004827889,-0.025119579,-0.018035957,-0.028243029,-0.009745189,-0.033141012,-0.044147779,0.02457747,0.015425917,-0.024197907,0.025042501,-0.004122715,-0.002224131,-0.026632204,-0.010026812,0.020246585,0.02103543,0.019031241,0.020182246,0.010096424,0.025642458,0.009621185,0.019980127,-0.002656222,-0.019569759,-0.009607985,-0.028515666,0.000448334,0.000745272,-0.004910738,-0.030087527,0.000371579,-0.007442335,0.016972837,-0.006519568,-0.012729351,-0.008975308,0.023829514,0.009487092,0.015812669,-0.012393003,-0.013340473,-0.009431471,0.00366505,-0.006653805,0.005117259,0.016703605,0.009063616,-0.003032595,0.023081,-0.001798407,0.015565846,0.012409945,-0.008332172,0.018702269,-0.010468179,0.009775632,-0.020434125,-0.005231171,0.000565048,0.029204278,-0.017618964,0.006590013,0.001153606
N,Y,33.5,-0.018952472,0.000535893,-0.007877243,-0.004811747,-0.008364036,0.007695095,0.017462447,-0.004071613,-0.028032055,0.017173181,0.00639584,0.033548345,0.015012251,0.033134715,-0.010351625,0.021515963,-0.019188814,-0.021901449,0.002594682,0.004787653,-0.027778172,0.028509001,-0.030457178,0.001315805,-0.001695643,0.000657026,-0.017946495,-0.013678826,-0.002437295,-0.0116049,0.00799673,0.041880742,0.017512092,-0.000381469,-0.002455111,0.026574406,0.020019944,0.031496863,-0.013182195,0.013791071,-0.019700432,0.010571897,0.028786059,-0.026628918,0.032129815,0.034120559,-0.023071789,-0.021840065,-0.001298945,0.010347051,0.027022187,0.0293512,-0.007474817,0.007370962,0.002246364,0.015630985,-0.002124819,0.027120206,0.018106033,0.001455848,-0.003765935,0.00304829,0.015149643,-0.007671831
N,Y,34,0.00642373,-0.001029417,0.00518781,0.015915841,-0.009419592,-0.005336963,0.000955267,0.016031305,0.002061828,0.036819701,-0.025313732,0.001238502,0.023065904,0.000993441,-0.010490372,-0.025713748,-0.026808601,-0.027519775,-0.010039362,0.009621685,0.031512015,0.01271638,0.006992948,-0.024465088,-0.008839823,0.023972586,0.001543482,0.004005925,0.001573513,0.005282273,0.031758448,-0.013919675,-0.01591049,-0.014875692,-0.020198245,-0.018369103,-0.018315693,0.029278691,-0.028598774,-0.00373377,0.020005632,-0.006403612,0.007061638,-0.000433448,-0.026352865,0.004290134,-0.023107441,0.021808491,-0.013170604,-0.009486066,-0.007312362,-0.010743742,-0.010585981,-0.011616352,-0.021109329,-0.01883778,-0.015243173,-0.021279654,0.001200914,-0.00237782,-0.005797529,0.009212945,-0.020489222,0.017762226
N,Y,34.5,0.012957702,-0.02034474,0.034798294,0.033671439,-0.012502481,-0.012640784,0.014665336,-0.027356777,0.017955077,-0.009401317,0.042721963,0.01032147,-0.026477075,0.020602357,0.006680373,-0.018046823,0.020578198,0.006022886,0.016514539,-0.027357223,-0.019401836,-0.043367354,0.011621635,0.009241387,0.017133025,-0.012100689,0.026691918,0.003814335,0.024122803,-0.011575655,-0.00971797,0.026310701,0.02120085,-0.01017144,-0.015959239,0.015321966,0.004310782,0.016661019,-0.011200702,-0.02317568,-0.02601851,-0.042033098,-0.02872088,-0.010999667,-0.015638046,-0.007091094,0.012181938,0.007281759,-0.021739961,0.011854541,0.010016407,0.004052728,-0.004299925,-0.004400189,-0.005092037,-0.02701688,0.008145379,-0.026935474,-0.02843965,0.014917682,0.016768288,0.011575533,-0.016201904,-0.005176541
N,Y,35,0.007514807,0.023913511,-0.00771771,-0.027952072,0.016523795,0.036277814,-0.01220877,-0.019531797,-0.015577937,-0.018156564,0.021157676,-0.012742168,-0.016519206,0.022185101,0.010734314,-0.02807368,0.001980882,0.009645687,-0.008990376,0.034866538,-0.022474084,0.027882444,-0.016219889,0.012209978,-0.012543288,0.008895233,-0.028520446,0.003672321,-0.008653527,0.000491457,0.01086211,-0.028522132,-0.001071591,0.023872833,0.013667342,-0.006952504,0.034820825,-0.019843122,-0.003611169,-0.01430397,0.01016669,0.004726389,0.012172723,0.01696116,0.026642329,-0.00076583,-0.008274577,-0.023955894,-0.015760397,-0.001274083,-0.023733067,-0.017671398,0.020540882,-0.006091174,0.012873416,-0.001587978,0.000415512,0.031529964,0.013179842,-0.001687824,0.003419081,-0.006173335,0.032730041,0.021838185
N,Y,35.5,-0.024451972,0.015899317,1.47E-05,-0.016529916,0.001975658,-0.03227734,0.008840347,0.023981828,0.013008857,0.005145443,-0.002829908,-0.036235914,0.027713341,-0.025174998,0.003626638,0.033024107,0.038370446,0.023288442,-0.007025479,-0.018824607,0.000584499,0.007317984,0.017835727,-0.000798684,-0.015909997,-0.029845742,0.021238358,0.015900064,-0.017366867,0.010758334,-0.021690855,0.019404405,0.001757568,-0.007788043,0.006231413,-0.01866396,-0.018436582,-0.026857625,0.034560466,0.003825788,-0.019674105,0.013074194,0.003935581,-0.003058438,-0.006074124,-0.030321395,0.029024333,0.011394636,0.001490958,-0.015632844,-0.009926022,0.017181335,-0.006769416,0.02048379,-0.010576416,0.026358004,-0.006882361,0.048660511,-0.021056992,0.012219171,0.016194617,-0.019246405,-0.020167867,-0.013981008
N,Y,36,0.019830782,0.016610414,-0.016503963,-0.029243727,0.018411962,-0.018455186,-0.010982337,0.004151888,0.022773163,-0.005447682,0.019608056,-0.015558267,-0.02309031,0.028206321,0.026070178,-0.031481816,-0.005397113,0.004301777,0.016970951,0.001627847,0.00258449,-0.022033393,-0.011124169,0.018487102,0.011024103,-0.013632803,0.021251251,0.016649236,-0.015972759,0.002077648,0.00170668,-0.017917984,-0.001001127,0.000554629,0.006685502,0.00831443,-0.010350323,-0.011339346,-0.02240387,-0.000623718,0.012679717,0.022009673,0.022935569,0.032857672,0.022858514,0.000224724,-0.010000992,0.02334661,0.028597339,-0.018926218,-0.00706403,-0.011935729,0.009839102,-0.016261237,0.007250919,0.028431684,-0.014530503,-0.011058634,0.027860501,0.000433271,-0.018611304,-0.006896598,0.030422622,-0.014933258
N,Y,36.5,0.006998447,0.002225205,-0.026795433,-0.027164436,-0.005318105,0.027768624,0.028506046,-0.009882672,-0.028380769,0.031229644,-0.030252289,0.017134952,-0.006490758,-0.009453044,-0.01071466,0.012639682,0.01510292,-0.015563429,-0.00535102,-0.030539443,-0.025987858,-0.017178515,-0.020774158,-0.00339336,0.017673077,0.034615832,-0.004498879,-0.011575166,0.006050817,-0.00097727,0.00367041,-0.024048321,0.00120878,-0.029977705,-0.012267367,0.009107015,-0.025276257,0.010323596,-0.009329336,0.009140731,0.017884263,0.025123441,0.010070698,0.002329534,-0.032152052,-0.022954837,-0.017454276,0.003712396,0.028815596,0.01864633,0.000374709,-0.015997503,-0.01756418,0.039680414,0.024641435,6.70E-05,0.001402954,-0.019950614,0.021217318,0.002063389,-0.015063696,0.014550616,-0.028249091,-0.004421473
