Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8,Position 9,Position 10,Position 11,Position 12,Position 13,Position 14,Position 15,Position 16,Position 17,Position 18,Position 19,Position 20,Position 21,Position 22,Position 23,Position 24,Position 25,Position 26,Position 27,Position 28,Position 29,Position 30,Position 31,Position 32,Position 33,Position 34,Position 35,Position 36,Position 37,Position 38,Position 39,Position 40,Position 41,Position 42,Position 43,Position 44,Position 45,Position 46,Position 47,Position 48,Position 49,Position 50,Position 51,Position 52,Position 53,Position 54,Position 55,Position 56,Position 57,Position 58,Position 59,Position 60,Position 61,Position 62,Position 63,Position 64,Position 65,Position 66,Position 67,Position 68,Position 69,Position 70,Position 71,Position 72,Position 73,Position 74,Position 75,Position 76,Position 77,Position 78,Position 79,Position 80,Position 81,Position 82,Position 83,Position 84,Position 85,Position 86,Position 87,Position 88,Position 89,Position 90,Position 91,Position 92,Position 93,Position 94,Position 95,Position 96,Position 97,Position 98,Position 99,Position 100,Movement,Strains
1.0105,0.95931,0.91364,0.85987,0.80405,0.78553,0.80609,0.79632,0.79673,0.7966,0.77502,0.76064,0.77774,0.80602,0.79558,0.80227,0.81558,0.8175,0.81476,0.80422,0.79317,0.77807,0.77816,0.77028,0.76471,0.76075,0.74498,0.74456,0.76501,0.77297,0.78121,0.78269,0.78532,0.78771,0.79072,0.79577,0.79199,0.78834,0.79125,0.80749,0.81476,0.80648,0.79938,0.79495,0.80426,0.79236,0.78108,0.77943,0.78204,0.79235,0.79952,0.79821,0.79714,0.788,0.79889,0.80982,0.80858,0.81641,0.82416,0.82266,0.81883,0.81175,0.8104,0.81974,0.82657,0.82093,0.81374,0.81724,0.81668,0.82552,0.82588,0.82669,0.82648,0.82157,0.81997,0.83174,0.82512,0.81579,0.81108,0.82929,0.83967,0.83635,0.82536,0.82868,0.83614,0.8246,0.8401,0.84503,0.83334,0.79835,0.81945,0.81183,0.80257,0.7878,0.80126,0.83374,0.86009,0.8348,0.90092,0.96341,0,1
1.0169,0.96309,0.94689,0.91346,0.80336,0.7621,0.81273,0.80935,0.80288,0.7825,0.77337,0.77018,0.76822,0.80481,0.79352,0.80097,0.80098,0.82576,0.82113,0.7965,0.78376,0.76664,0.75139,0.7534,0.76281,0.78984,0.76528,0.76505,0.78629,0.75891,0.77933,0.79762,0.78101,0.7531,0.76591,0.78148,0.77756,0.773,0.80308,0.80739,0.79682,0.80421,0.80345,0.77892,0.76634,0.78227,0.78366,0.78975,0.78756,0.78253,0.7893,0.79579,0.78413,0.78122,0.79365,0.78578,0.79218,0.81894,0.81803,0.8214,0.82077,0.81775,0.82482,0.83565,0.82927,0.82627,0.81834,0.81603,0.82463,0.82025,0.81673,0.826,0.8359,0.82638,0.81707,0.83608,0.84014,0.83286,0.84108,0.85064,0.84007,0.84078,0.8406,0.85061,0.83866,0.82304,0.82886,0.81534,0.8074,0.80887,0.80238,0.7974,0.81122,0.82832,0.83615,0.82047,0.81003,0.85015,0.92333,0.97648,0,1
0.97149,0.94775,0.91143,0.84611,0.80428,0.79752,0.78585,0.78434,0.78801,0.78049,0.7806,0.77604,0.7881,0.7932,0.79464,0.80008,0.8101,0.80847,0.80275,0.81056,0.80108,0.79891,0.78778,0.78594,0.77789,0.77811,0.77999,0.78118,0.77421,0.7923,0.79748,0.79541,0.76389,0.77065,0.78319,0.78038,0.78447,0.78871,0.79518,0.79863,0.79553,0.78163,0.77251,0.77443,0.78223,0.79648,0.79679,0.77881,0.7881,0.78905,0.77867,0.77063,0.76883,0.7769,0.77849,0.79175,0.7948,0.80324,0.82073,0.82763,0.83135,0.84106,0.84083,0.8453,0.85142,0.82942,0.81683,0.81563,0.82434,0.79402,0.78499,0.81249,0.83717,0.8378,0.84854,0.88597,0.91845,0.81426,0.82985,0.81946,0.80962,0.8381,0.82632,0.81804,0.8142,0.80398,0.80687,0.78725,0.78491,0.79962,0.84874,0.827,0.87498,0.8503,0.80648,0.8193,0.87425,0.87053,0.8643,1.0019,3,1
1.0265,1.1004,0.98323,0.85822,0.7935,0.79467,0.80178,0.81322,0.81007,0.77604,0.77813,0.75893,0.77554,0.80297,0.81602,0.8079,0.81801,0.84108,0.82285,0.80676,0.77044,0.76941,0.74948,0.74575,0.75396,0.78114,0.74405,0.7726,0.82049,0.78176,0.76509,0.77327,0.75157,0.75841,0.79764,0.80924,0.80434,0.79127,0.78837,0.78828,0.79908,0.79682,0.78915,0.77567,0.77916,0.78355,0.7634,0.74184,0.7542,0.77653,0.77576,0.77873,0.78066,0.78941,0.80874,0.82009,0.80807,0.79434,0.7961,0.80575,0.816,0.81696,0.82284,0.82759,0.82406,0.82386,0.82207,0.83107,0.84896,0.8307,0.82076,0.82169,0.82211,0.82921,0.82375,0.82191,0.83364,0.82455,0.81621,0.82045,0.82863,0.84244,0.84981,0.84969,0.83215,0.8069,0.81943,0.83759,0.82025,0.80795,0.82584,0.82758,0.82916,0.82156,0.8308,0.82429,0.80986,0.83856,0.89588,0.97906,0,1
1.0283,1.144,1.003,0.86899,0.8129,0.84172,0.83533,0.8252,0.81737,0.7815,0.77808,0.7486,0.74021,0.77458,0.79449,0.80813,0.82445,0.84223,0.82057,0.81265,0.78853,0.79005,0.77609,0.76255,0.76266,0.76986,0.75567,0.77152,0.77096,0.75207,0.75998,0.77727,0.76684,0.76723,0.78475,0.78654,0.78712,0.79841,0.81738,0.81036,0.78531,0.76947,0.78197,0.79108,0.77496,0.75933,0.752,0.74834,0.76564,0.78302,0.76961,0.75443,0.77337,0.78442,0.78504,0.7919,0.79701,0.80544,0.82681,0.83386,0.82713,0.82749,0.83186,0.83279,0.82296,0.82304,0.83354,0.83137,0.82204,0.82091,0.83091,0.83809,0.84457,0.8259,0.8295,0.83985,0.83243,0.82704,0.83849,0.81648,0.8226,0.84206,0.84584,0.83527,0.85742,0.85978,0.82086,0.81871,0.81618,0.83338,0.83078,0.79812,0.84509,0.83282,0.81911,0.82329,0.84795,0.83648,0.90532,0.98998,0,1
1.0076,0.95431,0.89163,0.846,0.79572,0.78653,0.7951,0.78851,0.78844,0.7948,0.77857,0.76531,0.76221,0.79171,0.80919,0.81462,0.81008,0.8151,0.81391,0.8006,0.79541,0.77871,0.78487,0.77241,0.76448,0.76697,0.76126,0.7607,0.76379,0.75955,0.77624,0.79196,0.79166,0.78191,0.7797,0.77479,0.78375,0.81497,0.82589,0.79245,0.77807,0.777,0.78006,0.7884,0.79872,0.79464,0.78759,0.78173,0.77713,0.79367,0.79186,0.78815,0.79229,0.78976,0.79339,0.8115,0.81261,0.80342,0.80896,0.81513,0.81493,0.81187,0.82096,0.83385,0.82834,0.81637,0.82004,0.82432,0.82444,0.82836,0.8398,0.84317,0.83882,0.8347,0.83127,0.8393,0.84809,0.81701,0.82318,0.83812,0.84546,0.84022,0.84895,0.8617,0.85121,0.86463,0.81552,0.8062,0.80713,0.78771,0.81802,0.80777,0.81087,0.82809,0.82413,0.81747,0.84523,0.89921,0.89743,1.0383,0,1
1.0398,1.0224,0.94119,0.86963,0.80031,0.78608,0.81582,0.81337,0.79694,0.77364,0.76549,0.75893,0.76576,0.79272,0.8073,0.81476,0.82049,0.83358,0.8314,0.80153,0.77878,0.76623,0.75488,0.76307,0.76955,0.7578,0.73682,0.74505,0.76079,0.76756,0.77747,0.79043,0.78507,0.79007,0.79627,0.80033,0.79321,0.79023,0.78895,0.8077,0.82035,0.80578,0.79169,0.80468,0.82098,0.79224,0.79726,0.83179,0.8319,0.77859,0.76072,0.78791,0.80214,0.79451,0.79757,0.81788,0.81437,0.81414,0.80994,0.81039,0.81505,0.82268,0.82667,0.83067,0.81922,0.80533,0.82334,0.83858,0.84783,0.81947,0.81042,0.81365,0.80422,0.78599,0.77755,0.7983,0.83316,0.81022,0.86353,0.86717,0.84504,0.86702,0.86611,0.82331,0.84471,0.84411,0.799,0.81155,0.78949,0.786,0.83668,0.8097,0.81181,0.8111,0.78532,0.77855,0.85909,0.83501,0.82496,0.96491,1,1
0.97478,1.023,0.94,0.83758,0.77922,0.79966,0.80973,0.80862,0.80268,0.78188,0.77521,0.75389,0.75805,0.78294,0.81234,0.81606,0.82257,0.83065,0.82546,0.81525,0.78989,0.7804,0.7653,0.76177,0.76507,0.75673,0.76083,0.767,0.75521,0.76336,0.77166,0.78281,0.77934,0.78771,0.80822,0.79098,0.78609,0.80481,0.8048,0.79915,0.79524,0.79245,0.78547,0.78443,0.77214,0.77291,0.77079,0.7557,0.77656,0.79963,0.79471,0.78968,0.78395,0.7861,0.79485,0.79309,0.78654,0.79244,0.80745,0.82296,0.82991,0.83293,0.8352,0.82634,0.81669,0.81234,0.80254,0.80678,0.8054,0.82867,0.83827,0.83577,0.81679,0.81955,0.83488,0.84309,0.81351,0.81505,0.82341,0.82286,0.85239,0.83821,0.82459,0.84809,0.86701,0.85741,0.83241,0.83031,0.8155,0.83709,0.83274,0.85345,0.84195,0.83582,0.82356,0.82958,0.84597,0.83595,0.90542,0.94143,0,1
0.9799,0.96416,0.90723,0.85846,0.8151,0.79495,0.79898,0.7894,0.78088,0.7805,0.76996,0.76268,0.76759,0.78541,0.80798,0.81472,0.81512,0.81845,0.81847,0.80772,0.7994,0.79351,0.78312,0.77323,0.76395,0.76312,0.76039,0.76818,0.78178,0.79658,0.78177,0.77185,0.78544,0.7984,0.79448,0.79858,0.79279,0.79846,0.80032,0.79341,0.79288,0.77661,0.77488,0.76681,0.7521,0.7542,0.76535,0.78381,0.7848,0.79518,0.80875,0.80462,0.80417,0.8043,0.81878,0.82411,0.82805,0.82681,0.82717,0.83096,0.84704,0.84474,0.83522,0.83126,0.83855,0.84868,0.84573,0.84169,0.82401,0.82873,0.84135,0.85447,0.82467,0.82487,0.82793,0.8306,0.82013,0.84849,0.85111,0.83953,0.82134,0.84443,0.84526,0.82767,0.85052,0.86737,0.84343,0.84588,0.84362,0.79971,0.76678,0.79315,0.80557,0.7839,0.80092,0.83504,0.8525,0.84004,0.94612,1.0106,0,1
0.98474,0.99454,0.94979,0.87159,0.79856,0.81654,0.82432,0.80109,0.79665,0.75549,0.7652,0.76135,0.76744,0.80728,0.80103,0.82433,0.83627,0.83389,0.81619,0.79046,0.75197,0.7661,0.77159,0.76074,0.7601,0.79577,0.75562,0.76076,0.7907,0.7578,0.76115,0.77167,0.76838,0.7516,0.76685,0.76533,0.77602,0.78679,0.79245,0.77681,0.79152,0.81584,0.7972,0.7873,0.77654,0.77117,0.76673,0.78506,0.80167,0.78839,0.79217,0.79222,0.80017,0.77818,0.7863,0.79495,0.8188,0.82283,0.81739,0.82194,0.82548,0.83777,0.82728,0.81632,0.81771,0.81673,0.81448,0.81843,0.80906,0.80356,0.81293,0.83816,0.84796,0.84369,0.84263,0.84615,0.83415,0.81663,0.80542,0.8158,0.82169,0.83332,0.82702,0.80861,0.80974,0.81488,0.81354,0.81221,0.82372,0.81908,0.82724,0.85279,0.84778,0.81331,0.8082,0.81522,0.81577,0.83364,0.89548,0.98764,0,1
1.0524,0.96947,0.88571,0.86039,0.82673,0.8035,0.81428,0.80646,0.77639,0.77122,0.75487,0.77781,0.7837,0.80618,0.81474,0.8077,0.79971,0.80831,0.81356,0.7952,0.78693,0.76604,0.75818,0.75635,0.75023,0.75454,0.78164,0.75949,0.76886,0.77704,0.7594,0.76006,0.7829,0.78519,0.77356,0.77442,0.77825,0.77949,0.78125,0.80162,0.79879,0.77747,0.76508,0.77213,0.77354,0.78085,0.79024,0.78951,0.79177,0.79099,0.78314,0.78599,0.79951,0.79766,0.79191,0.81227,0.83557,0.81774,0.81086,0.82127,0.81957,0.81595,0.81609,0.80433,0.81112,0.84006,0.84163,0.83241,0.82556,0.81968,0.82011,0.83608,0.83717,0.82908,0.82536,0.8344,0.83093,0.82547,0.82813,0.8388,0.83859,0.84504,0.84583,0.84646,0.85122,0.85433,0.84523,0.82778,0.81939,0.81536,0.84256,0.83962,0.80928,0.77502,0.80427,0.83274,0.85135,0.87523,0.95671,1.0279,0,1
0.98342,0.98649,0.92534,0.8595,0.8283,0.83788,0.83638,0.82529,0.81272,0.79163,0.76638,0.75863,0.78461,0.79645,0.78781,0.79077,0.79265,0.81027,0.81274,0.79968,0.78911,0.77875,0.75874,0.75111,0.74385,0.7516,0.75885,0.76423,0.77309,0.78823,0.7943,0.78351,0.77692,0.78966,0.79717,0.79328,0.78766,0.77489,0.78874,0.81146,0.80936,0.80306,0.78901,0.77973,0.77314,0.7627,0.76049,0.77504,0.79163,0.77339,0.76849,0.78772,0.80054,0.80049,0.80852,0.82279,0.81872,0.81524,0.80889,0.81198,0.81884,0.82334,0.84012,0.85114,0.84177,0.83365,0.82568,0.81773,0.82903,0.8328,0.83039,0.82311,0.82125,0.82111,0.82936,0.83741,0.83435,0.8185,0.82694,0.81957,0.83834,0.83884,0.84668,0.8606,0.83179,0.82847,0.82699,0.8514,0.84749,0.83894,0.84873,0.84213,0.85067,0.83412,0.82494,0.83119,0.84263,0.8378,0.87915,0.93352,0,1
1.0019,1.0318,0.95076,0.87068,0.8197,0.80262,0.81623,0.8129,0.80537,0.80247,0.77778,0.76254,0.77281,0.7898,0.79671,0.799,0.79695,0.80201,0.80448,0.79704,0.79284,0.78547,0.78104,0.77886,0.77633,0.7755,0.76914,0.77273,0.77421,0.778,0.77988,0.79706,0.79932,0.79262,0.78821,0.7961,0.79708,0.79496,0.79263,0.79685,0.80413,0.80224,0.79007,0.78143,0.78867,0.79589,0.79648,0.78491,0.78699,0.77948,0.78736,0.80648,0.80666,0.79164,0.79781,0.82,0.82614,0.83048,0.83186,0.82178,0.83251,0.83488,0.82871,0.82757,0.83254,0.83357,0.81851,0.81583,0.8335,0.82899,0.82949,0.84017,0.84331,0.8329,0.81041,0.82271,0.84633,0.81709,0.80733,0.81998,0.81507,0.79936,0.83532,0.85147,0.82975,0.84981,0.8031,0.80229,0.8076,0.79794,0.81871,0.82103,0.79026,0.80801,0.83204,0.81124,0.83856,0.86738,0.84679,0.9694,0,1
0.99035,1.0094,0.93307,0.85455,0.79817,0.78227,0.79618,0.79301,0.79092,0.78328,0.7811,0.77224,0.7573,0.77708,0.80777,0.80128,0.78832,0.78793,0.79257,0.8018,0.80301,0.77198,0.75114,0.76013,0.75791,0.75462,0.76605,0.75889,0.75964,0.76242,0.76132,0.7727,0.80215,0.80947,0.79542,0.79587,0.80621,0.82441,0.81837,0.8144,0.79302,0.78772,0.79026,0.79748,0.78062,0.77144,0.77126,0.76478,0.74862,0.74928,0.7684,0.82078,0.80237,0.79807,0.79873,0.81665,0.81476,0.81012,0.80707,0.80879,0.81406,0.82847,0.82307,0.81711,0.82587,0.83202,0.8531,0.85083,0.82591,0.80838,0.82697,0.85716,0.87346,0.80828,0.82264,0.85074,0.83358,0.80861,0.84287,0.81582,0.81567,0.84189,0.84014,0.82965,0.83494,0.84147,0.86144,0.87612,0.82148,0.84741,0.8371,0.78027,0.84252,0.8387,0.81218,0.82998,0.86394,0.82555,0.90445,0.9837,0,1
0.97331,1.0219,0.96505,0.88363,0.85756,0.84343,0.85244,0.85431,0.83989,0.81166,0.77826,0.77653,0.79518,0.79723,0.81682,0.82928,0.82809,0.84311,0.84369,0.81523,0.79657,0.78615,0.78318,0.77992,0.77123,0.77893,0.77668,0.77171,0.79754,0.81907,0.79074,0.78213,0.80229,0.82552,0.82827,0.81784,0.83595,0.80938,0.82917,0.82822,0.81642,0.82018,0.81777,0.81046,0.79162,0.78444,0.77821,0.78772,0.80376,0.79374,0.7966,0.8123,0.83238,0.84746,0.84018,0.82955,0.85304,0.85855,0.84931,0.86446,0.87395,0.88213,0.8812,0.87512,0.86432,0.8762,0.86522,0.82915,0.8663,0.85999,0.85429,0.8216,0.8474,0.8637,0.81536,0.85515,0.86373,0.8472,0.85134,0.8775,0.84663,0.86477,0.84242,0.84974,0.90571,0.86487,0.88786,0.90116,0.88978,0.88187,0.91895,0.90723,0.87544,0.86784,0.87479,0.88199,0.89378,0.92172,0.9345,0.9499,3,2
1.028,0.99558,0.92736,0.86484,0.85788,0.83741,0.8348,0.83033,0.83445,0.82915,0.81575,0.79663,0.79189,0.79672,0.80495,0.81965,0.83429,0.84291,0.83117,0.82687,0.79751,0.77442,0.77423,0.80136,0.7985,0.79938,0.80521,0.79237,0.77532,0.77956,0.78047,0.77949,0.7932,0.8,0.79936,0.78256,0.79956,0.80557,0.80436,0.81185,0.8235,0.81504,0.80241,0.80434,0.77964,0.78628,0.78704,0.78135,0.77942,0.78382,0.80658,0.82999,0.83931,0.83836,0.84745,0.86301,0.85655,0.85051,0.85324,0.85634,0.86223,0.86294,0.85999,0.86761,0.86239,0.84563,0.83603,0.8434,0.85412,0.84643,0.8432,0.84135,0.83698,0.82899,0.83788,0.85267,0.8549,0.83029,0.84833,0.84433,0.83102,0.82591,0.8235,0.83821,0.82632,0.82936,0.82059,0.81441,0.80415,0.79727,0.8002,0.82143,0.82496,0.83206,0.83375,0.83819,0.83791,0.87036,0.91508,0.94246,1,2
1.0548,1.1007,1.0114,0.93358,0.90387,0.86896,0.84525,0.8313,0.82209,0.81151,0.78403,0.76529,0.77438,0.78118,0.79922,0.81152,0.83522,0.84702,0.83262,0.80724,0.77031,0.78038,0.76035,0.80175,0.77771,0.75805,0.80266,0.8188,0.79751,0.79021,0.7657,0.78842,0.81551,0.81194,0.81756,0.74234,0.81132,0.8068,0.78659,0.80899,0.75623,0.79756,0.77814,0.78206,0.80389,0.80334,0.8134,0.80027,0.79341,0.79685,0.79638,0.7965,0.82482,0.80649,0.8381,0.83808,0.84599,0.87027,0.86678,0.87879,0.86216,0.85082,0.86274,0.86704,0.84354,0.83925,0.84289,0.83132,0.84493,0.83613,0.85683,0.84234,0.86601,0.85227,0.85615,0.91778,0.86496,0.89728,0.84425,0.85115,0.86473,0.83279,0.89366,0.84945,0.84813,0.85295,0.86017,0.85307,0.87933,0.85986,0.85769,0.87243,0.8674,0.84759,0.84884,0.847,0.87134,0.9191,1.0251,1.038,4,2
0.96706,0.92877,0.91301,0.86221,0.83848,0.84742,0.82878,0.82686,0.82875,0.82914,0.8159,0.81161,0.81174,0.82054,0.8168,0.8303,0.83808,0.84599,0.86294,0.84981,0.84027,0.80357,0.8057,0.77448,0.78973,0.81072,0.78432,0.77773,0.79407,0.79397,0.80889,0.79754,0.78926,0.80091,0.78019,0.83517,0.79599,0.787,0.8064,0.77727,0.81934,0.80122,0.81565,0.80736,0.79222,0.78504,0.77911,0.77857,0.7809,0.77199,0.78595,0.81139,0.80923,0.84856,0.83876,0.8545,0.86898,0.84974,0.84856,0.84959,0.86679,0.85931,0.84632,0.84655,0.84468,0.83231,0.8267,0.8085,0.83027,0.8541,0.81855,0.81839,0.83264,0.84482,0.85498,0.85708,0.86991,0.85515,0.87591,0.86297,0.83704,0.84564,0.84035,0.84176,0.85587,0.85001,0.83483,0.83974,0.82589,0.8166,0.8185,0.81315,0.83502,0.85655,0.86244,0.86507,0.8677,0.88392,0.90411,0.96527,0,2
1.0328,0.99175,0.951,0.9216,0.88313,0.87237,0.83952,0.84822,0.82916,0.80006,0.79071,0.77206,0.76682,0.8046,0.78736,0.80449,0.84477,0.85791,0.86683,0.82835,0.80253,0.76422,0.80736,0.79082,0.76848,0.77329,0.76251,0.78467,0.81794,0.80758,0.80099,0.81009,0.80587,0.81189,0.79703,0.84819,0.80199,0.79407,0.79685,0.76182,0.79956,0.78517,0.78033,0.79317,0.80782,0.78696,0.77012,0.79698,0.79851,0.79836,0.79449,0.8026,0.80642,0.82292,0.82194,0.84864,0.8504,0.83316,0.82921,0.84473,0.86661,0.86534,0.8756,0.87085,0.8554,0.8552,0.84987,0.84228,0.84749,0.85904,0.86323,0.86681,0.85035,0.85584,0.85768,0.87457,0.8869,0.87859,0.88707,0.88813,0.87893,0.8579,0.85751,0.86127,0.8568,0.84619,0.85169,0.85681,0.86349,0.86121,0.85208,0.83971,0.82731,0.83072,0.86401,0.87732,0.89425,0.92231,0.97272,1.0418,0,2
1.0429,1.012,0.98051,0.91146,0.86507,0.83685,0.85297,0.86262,0.838,0.81408,0.78567,0.77507,0.77655,0.79261,0.81336,0.81387,0.84044,0.86593,0.85837,0.84155,0.8094,0.79578,0.79499,0.8136,0.79104,0.76358,0.75479,0.77227,0.77211,0.79751,0.7965,0.78919,0.80254,0.81144,0.81847,0.83243,0.83768,0.83896,0.82766,0.82847,0.84542,0.81796,0.8106,0.7948,0.78699,0.80677,0.78835,0.77675,0.78028,0.79527,0.81518,0.81645,0.79949,0.80008,0.80221,0.83698,0.84181,0.85895,0.88245,0.88061,0.86765,0.86231,0.86269,0.86914,0.86743,0.861,0.86461,0.86392,0.86847,0.86385,0.84915,0.87051,0.85119,0.83835,0.81433,0.83647,0.85551,0.8475,0.85805,0.83235,0.84026,0.83922,0.83458,0.83993,0.84751,0.84934,0.85464,0.87067,0.86459,0.86807,0.87552,0.85279,0.83119,0.83272,0.85558,0.89204,0.90188,0.89389,0.8875,0.97363,3,2
1.0049,0.98061,0.91135,0.84581,0.84829,0.8398,0.83446,0.81611,0.82625,0.82326,0.80622,0.80028,0.80346,0.81135,0.84273,0.83733,0.84259,0.83986,0.81262,0.84072,0.82547,0.82037,0.78868,0.8107,0.79274,0.76425,0.73888,0.75794,0.78051,0.78156,0.76893,0.77145,0.78957,0.77703,0.78711,0.76932,0.80733,0.78391,0.76747,0.80818,0.79762,0.8116,0.78476,0.76379,0.77625,0.77407,0.77489,0.78976,0.81058,0.81106,0.81609,0.79889,0.80535,0.8149,0.84458,0.85188,0.84691,0.85916,0.86353,0.87448,0.87731,0.88812,0.8885,0.87199,0.84856,0.85994,0.88688,0.86862,0.89126,0.86537,0.86825,0.87244,0.86614,0.87777,0.88887,0.89269,0.87969,0.87555,0.86725,0.87471,0.86837,0.87827,0.88955,0.87848,0.89442,0.87343,0.87967,0.91611,0.90288,0.87617,0.92042,0.87286,0.84796,0.88193,0.88792,0.86018,0.83674,0.86956,0.92584,0.98617,1,2
1.0266,0.98073,0.93473,0.89747,0.84432,0.84203,0.82476,0.83894,0.83032,0.8277,0.80777,0.78805,0.77773,0.79464,0.80879,0.82112,0.83859,0.85592,0.85557,0.82514,0.8165,0.78237,0.79868,0.8022,0.79039,0.77156,0.74928,0.76336,0.7868,0.79079,0.78011,0.77244,0.75922,0.80384,0.82099,0.83564,0.79953,0.80032,0.83188,0.79798,0.80329,0.80103,0.80027,0.79869,0.818,0.83659,0.81924,0.83358,0.8115,0.81759,0.82441,0.8094,0.81124,0.8267,0.83878,0.84511,0.84477,0.83824,0.84199,0.85413,0.85178,0.8376,0.8262,0.83343,0.84079,0.83459,0.83154,0.80782,0.80489,0.82414,0.80828,0.82453,0.81692,0.8259,0.82476,0.82506,0.84272,0.8344,0.81401,0.81717,0.81766,0.78638,0.81338,0.78673,0.80154,0.81323,0.80896,0.79253,0.80136,0.80968,0.80524,0.81674,0.83695,0.83029,0.83692,0.86221,0.86443,0.8712,0.91475,0.95648,1,2
0.96291,0.95123,0.91154,0.87441,0.87393,0.88518,0.83954,0.85919,0.83959,0.82158,0.79658,0.77532,0.78573,0.8143,0.84247,0.85824,0.85393,0.8404,0.81881,0.798,0.82204,0.77921,0.79596,0.7845,0.76485,0.78383,0.77018,0.77296,0.78905,0.79368,0.79576,0.79783,0.77699,0.83265,0.79732,0.77967,0.81192,0.78572,0.83262,0.77969,0.82202,0.80171,0.78645,0.82124,0.79403,0.78942,0.77468,0.76176,0.75437,0.77122,0.8046,0.78984,0.79255,0.8097,0.81011,0.83808,0.87461,0.85557,0.84951,0.84899,0.8454,0.85558,0.85269,0.84806,0.85239,0.87363,0.86278,0.84404,0.8387,0.8432,0.8498,0.86008,0.87586,0.85025,0.88014,0.84642,0.82451,0.87131,0.89393,0.87372,0.85517,0.8646,0.88182,0.87509,0.85513,0.86144,0.84303,0.83928,0.84305,0.83488,0.83764,0.85613,0.84677,0.82133,0.86034,0.89566,0.89389,0.90131,0.91601,0.9749,0,2
0.98256,0.99885,0.96393,0.89504,0.86174,0.85082,0.84701,0.83448,0.8098,0.7983,0.81042,0.8195,0.80152,0.80096,0.82762,0.84395,0.84396,0.84357,0.84305,0.8226,0.80803,0.795,0.79493,0.79508,0.80599,0.81622,0.80558,0.80195,0.80184,0.79074,0.7915,0.79939,0.80017,0.80349,0.80816,0.80912,0.80164,0.77377,0.79715,0.82883,0.81916,0.80013,0.79355,0.79529,0.79408,0.795,0.81257,0.80622,0.79396,0.81764,0.81389,0.80764,0.80396,0.8052,0.82532,0.84431,0.84024,0.85747,0.87907,0.88691,0.87666,0.87676,0.88745,0.87991,0.86776,0.86008,0.8504,0.85864,0.85774,0.84205,0.86443,0.87428,0.86702,0.85069,0.83413,0.88042,0.88517,0.87203,0.88296,0.87898,0.91941,0.9009,0.88114,0.90022,0.90167,0.8762,0.87331,0.88512,0.89214,0.89982,0.90089,0.8923,0.92245,0.92884,0.88868,0.88576,0.89676,0.89507,0.94333,1.0224,1,2
0.99162,0.9359,0.89808,0.86822,0.84268,0.82111,0.82994,0.84269,0.82281,0.81193,0.8021,0.7904,0.78933,0.79807,0.80887,0.81435,0.82616,0.82513,0.82523,0.82043,0.80079,0.78686,0.78945,0.78692,0.78429,0.77226,0.75881,0.77265,0.77637,0.78038,0.77426,0.76534,0.78164,0.76394,0.79597,0.80383,0.77262,0.7921,0.79343,0.80627,0.85068,0.81302,0.81158,0.79558,0.7866,0.83833,0.83026,0.81958,0.798,0.80344,0.81491,0.80967,0.84572,0.85799,0.83869,0.85168,0.8612,0.87235,0.88215,0.8698,0.86059,0.84459,0.85841,0.86546,0.85701,0.87283,0.8687,0.85663,0.86264,0.8506,0.84118,0.82407,0.81603,0.81269,0.84772,0.8548,0.87594,0.8667,0.86699,0.84795,0.83683,0.82114,0.78978,0.81899,0.81281,0.81022,0.78611,0.78297,0.78325,0.79056,0.78776,0.81034,0.81302,0.83047,0.83067,0.83311,0.84534,0.8521,0.86264,0.93957,1,2
1.0118,0.9949,0.94377,0.88906,0.84827,0.83325,0.82054,0.82047,0.81301,0.80287,0.79049,0.77475,0.77625,0.79138,0.81015,0.83006,0.85156,0.85626,0.84545,0.82356,0.79177,0.78354,0.75737,0.76382,0.76429,0.76376,0.79394,0.8277,0.82733,0.81507,0.81671,0.81316,0.80507,0.8118,0.83274,0.81443,0.81144,0.75283,0.76722,0.74483,0.74917,0.77197,0.75426,0.77497,0.76714,0.74826,0.75317,0.72017,0.73114,0.76588,0.77642,0.77989,0.78957,0.80227,0.80376,0.8333,0.86349,0.85909,0.84587,0.85761,0.84503,0.83966,0.87434,0.88226,0.8492,0.82805,0.821,0.81391,0.83966,0.82994,0.86645,0.83122,0.85548,0.88261,0.85357,0.85294,0.83182,0.83796,0.85255,0.85634,0.83646,0.86708,0.8532,0.86351,0.85805,0.85113,0.86391,0.8722,0.86378,0.86145,0.86608,0.8718,0.86342,0.84205,0.85873,0.89092,0.92848,0.95673,0.97957,1.0012,3,2
