Position 1,Position 2,Position 3,Position 4,Position 5,Position 6,Position 7,Position 8,Position 9,Position 10,Position 11,Position 12,Position 13,Position 14,Position 15,Position 16,Position 17,Position 18,Position 19,Position 20,Position 21,Position 22,Position 23,Position 24,Position 25,Position 26,Position 27,Position 28,Position 29,Position 30,Position 31,Position 32,Position 33,Position 34,Position 35,Position 36,Position 37,Position 38,Position 39,Position 40,Position 41,Position 42,Position 43,Position 44,Position 45,Position 46,Position 47,Position 48,Position 49,Position 50,Position 51,Position 52,Position 53,Position 54,Position 55,Position 56,Position 57,Position 58,Position 59,Position 60,Position 61,Position 62,Position 63,Position 64,Position 65,Position 66,Position 67,Position 68,Position 69,Position 70,Position 71,Position 72,Position 73,Position 74,Position 75,Position 76,Position 77,Position 78,Position 79,Position 80,Position 81,Position 82,Position 83,Position 84,Position 85,Position 86,Position 87,Position 88,Position 89,Position 90,Position 91,Position 92,Position 93,Position 94,Position 95,Position 96,Position 97,Position 98,Position 99,Position 100,Movement,Strains
1.0151,0.98435,0.93294,0.84691,0.82227,0.79809,0.79433,0.79401,0.76553,0.79085,0.76907,0.75902,0.75902,0.74737,0.79058,0.8071,0.80537,0.80704,0.79724,0.77289,0.78784,0.76291,0.75375,0.75416,0.77605,0.76875,0.77068,0.76579,0.73875,0.74328,0.76613,0.75713,0.74715,0.74694,0.74981,0.77351,0.78469,0.77995,0.75887,0.76995,0.77297,0.78503,0.78735,0.77558,0.75996,0.76627,0.76689,0.76522,0.75747,0.76435,0.77976,0.78427,0.79159,0.79477,0.80437,0.8151,0.82245,0.81054,0.81065,0.82563,0.82755,0.82266,0.82457,0.83665,0.83415,0.82104,0.83143,0.84453,0.84018,0.84161,0.83055,0.82696,0.81906,0.81297,0.81566,0.81802,0.83008,0.84563,0.86275,0.85671,0.84795,0.86084,0.85394,0.83434,0.82351,0.83714,0.83982,0.82955,0.83371,0.82144,0.8316,0.81288,0.80879,0.81439,0.81701,0.81993,0.82829,0.86768,0.89709,0.97595,1,1
1.0964,1.0425,0.94647,0.8699,0.80542,0.79147,0.8098,0.77616,0.76043,0.78867,0.75963,0.76835,0.77239,0.78046,0.80333,0.81312,0.80588,0.80988,0.81299,0.79651,0.7918,0.74843,0.76605,0.77383,0.79236,0.75803,0.76525,0.76674,0.7346,0.74929,0.77976,0.75222,0.76052,0.78772,0.78702,0.76843,0.7705,0.77347,0.77172,0.78352,0.77367,0.76197,0.75839,0.77981,0.77086,0.76626,0.76141,0.76001,0.75432,0.75375,0.77446,0.78338,0.78341,0.78972,0.80167,0.79737,0.80071,0.80508,0.81129,0.81935,0.8262,0.84116,0.82708,0.80498,0.80754,0.8148,0.82243,0.81929,0.82304,0.82941,0.82877,0.82709,0.81738,0.80235,0.79843,0.79202,0.80098,0.79354,0.81326,0.81585,0.82862,0.82456,0.81192,0.80901,0.81205,0.8261,0.84862,0.83213,0.83138,0.83152,0.81861,0.83351,0.88501,0.86552,0.81324,0.82186,0.85608,0.85891,0.88742,0.99162,1,1
0.99089,0.90518,0.88495,0.88832,0.83571,0.79092,0.80953,0.80065,0.78648,0.78958,0.76334,0.76549,0.76058,0.79191,0.80668,0.80814,0.79803,0.80673,0.82218,0.8127,0.80002,0.77912,0.77176,0.76007,0.76741,0.7806,0.79435,0.77,0.76982,0.76911,0.7577,0.76214,0.78054,0.78048,0.77827,0.79215,0.78211,0.78403,0.79286,0.78455,0.7822,0.7816,0.77711,0.7851,0.80272,0.78007,0.76053,0.77978,0.80578,0.79862,0.79957,0.80132,0.79531,0.79515,0.8049,0.79956,0.79524,0.80952,0.8275,0.82725,0.82185,0.82144,0.82634,0.83067,0.83158,0.84062,0.83489,0.82495,0.81287,0.81861,0.82631,0.83717,0.8341,0.83445,0.82051,0.84052,0.83881,0.81834,0.82447,0.85694,0.85942,0.84312,0.85434,0.85775,0.84078,0.83416,0.85338,0.84467,0.83724,0.83057,0.84269,0.83522,0.82141,0.79071,0.79457,0.80686,0.81602,0.82562,0.91753,1.0251,0,1
0.99895,1.0276,0.96263,0.86929,0.81872,0.80023,0.79447,0.80953,0.79711,0.78491,0.75915,0.75623,0.76187,0.76524,0.79899,0.80819,0.81243,0.82288,0.81149,0.78702,0.77291,0.75154,0.74723,0.74442,0.7405,0.72264,0.74628,0.75582,0.7424,0.75494,0.77308,0.76989,0.77001,0.79731,0.80739,0.7922,0.79342,0.79464,0.78186,0.77367,0.77419,0.77969,0.78428,0.78228,0.78069,0.77307,0.78504,0.79134,0.77648,0.76904,0.77174,0.77834,0.78357,0.78974,0.79103,0.80015,0.80878,0.81451,0.82546,0.82187,0.8167,0.81082,0.80809,0.82397,0.83374,0.82176,0.80433,0.79751,0.80332,0.80314,0.81697,0.84712,0.82048,0.80883,0.81529,0.81551,0.81597,0.83343,0.83284,0.83365,0.84606,0.8618,0.84501,0.8596,0.8556,0.82105,0.81812,0.8043,0.80369,0.83165,0.7995,0.79888,0.83108,0.82052,0.80788,0.82783,0.8271,0.85259,0.91546,0.98367,1,1
0.99031,0.94945,0.8998,0.87137,0.81162,0.77959,0.78048,0.78087,0.78843,0.77938,0.75515,0.75819,0.75996,0.78838,0.80617,0.80866,0.81212,0.81433,0.81346,0.80616,0.79826,0.77888,0.77752,0.7696,0.76573,0.76475,0.77461,0.77525,0.78458,0.78408,0.79481,0.77913,0.775,0.78584,0.78721,0.79472,0.80233,0.80214,0.79842,0.80331,0.78165,0.77091,0.77122,0.788,0.80005,0.80826,0.78061,0.75758,0.77216,0.78143,0.7884,0.78577,0.80108,0.812,0.80518,0.79178,0.8034,0.81428,0.80105,0.81587,0.83918,0.85235,0.83422,0.83068,0.82772,0.83984,0.84598,0.83518,0.82954,0.84691,0.85754,0.85102,0.81215,0.82759,0.85089,0.84478,0.79117,0.81859,0.81735,0.80049,0.83077,0.84785,0.84275,0.85059,0.86553,0.82986,0.85897,0.83314,0.78305,0.8184,0.82507,0.85505,0.82868,0.81882,0.80677,0.83994,0.82186,0.789,0.90344,1.0131,3,1
1.0347,0.99916,0.9457,0.87523,0.81031,0.77706,0.7715,0.77393,0.7756,0.78677,0.77403,0.77876,0.77796,0.77895,0.79808,0.80854,0.79956,0.80298,0.8148,0.79694,0.78144,0.76171,0.75491,0.76459,0.78425,0.76977,0.76489,0.76809,0.76535,0.78968,0.7953,0.77292,0.77208,0.76494,0.7674,0.78753,0.80309,0.80285,0.79426,0.78378,0.783,0.80268,0.81283,0.78366,0.76341,0.76515,0.76645,0.77155,0.77196,0.76315,0.766,0.77661,0.78393,0.78984,0.79346,0.80818,0.81236,0.81221,0.82161,0.82509,0.83051,0.83145,0.83303,0.83054,0.82302,0.81399,0.81384,0.8192,0.81611,0.814,0.81109,0.79418,0.81592,0.84058,0.84627,0.82428,0.83047,0.82852,0.81304,0.8348,0.85274,0.8547,0.84105,0.84481,0.81938,0.82949,0.83012,0.79161,0.81147,0.81663,0.82204,0.82623,0.81799,0.7817,0.7861,0.79328,0.77758,0.8408,0.89787,0.99636,0,1
0.99946,1.0844,0.98518,0.84584,0.80473,0.80828,0.79728,0.81745,0.78866,0.75688,0.7382,0.74172,0.77089,0.77447,0.82006,0.82018,0.8179,0.81413,0.79843,0.79149,0.76923,0.77286,0.73784,0.73188,0.7506,0.76034,0.7599,0.77496,0.72765,0.74078,0.77356,0.7872,0.76689,0.76519,0.76067,0.78124,0.80264,0.8004,0.78518,0.77704,0.78219,0.77071,0.77572,0.77137,0.75988,0.74524,0.75973,0.76481,0.76347,0.75888,0.77053,0.79916,0.80096,0.79727,0.79242,0.80942,0.82549,0.82333,0.82389,0.81939,0.81786,0.80567,0.80516,0.81723,0.83175,0.81117,0.79817,0.81236,0.83547,0.8264,0.82064,0.81769,0.83701,0.82211,0.80968,0.81528,0.83642,0.8225,0.82185,0.84295,0.84024,0.8262,0.84148,0.82251,0.80007,0.81226,0.81172,0.80771,0.81265,0.81178,0.80954,0.80493,0.80289,0.79378,0.79957,0.8114,0.82303,0.83118,0.88363,1.0026,0,1
1.0045,1.037,0.97441,0.85616,0.81971,0.80282,0.77558,0.79076,0.80531,0.78235,0.76886,0.75771,0.77029,0.77778,0.8134,0.83249,0.83406,0.81513,0.81766,0.81416,0.7938,0.78108,0.75319,0.75827,0.77586,0.75924,0.75568,0.77513,0.76732,0.76626,0.77794,0.79005,0.78045,0.77167,0.76418,0.77141,0.77449,0.77566,0.78227,0.787,0.78113,0.78102,0.79093,0.79616,0.78724,0.78126,0.78912,0.7949,0.78052,0.77573,0.78091,0.78109,0.78581,0.78546,0.78258,0.78897,0.80722,0.8148,0.81698,0.82215,0.82709,0.82164,0.81481,0.83139,0.85111,0.84493,0.83567,0.82937,0.8234,0.82941,0.83734,0.83931,0.8269,0.81995,0.81472,0.81822,0.82213,0.83895,0.84926,0.84518,0.85277,0.84549,0.84165,0.83661,0.83356,0.83967,0.84246,0.82662,0.84211,0.85426,0.8117,0.8246,0.83061,0.84494,0.83955,0.83608,0.82942,0.86393,0.9491,1.011,0,1
1.0355,0.9656,0.91278,0.8658,0.80516,0.76924,0.77576,0.7893,0.78475,0.78706,0.76699,0.76238,0.75848,0.77074,0.78617,0.80463,0.81565,0.81772,0.81366,0.79833,0.77923,0.76218,0.76597,0.76293,0.75904,0.75528,0.77628,0.77829,0.74652,0.7437,0.75459,0.75488,0.77205,0.77686,0.77929,0.78562,0.7908,0.78852,0.79479,0.80544,0.79114,0.77183,0.77155,0.77294,0.77012,0.7706,0.77491,0.78158,0.77464,0.77178,0.77812,0.78218,0.77902,0.7924,0.80745,0.79743,0.79721,0.8239,0.83844,0.83557,0.8286,0.81804,0.81991,0.81994,0.81914,0.81565,0.82037,0.82522,0.82365,0.82482,0.82503,0.82387,0.84066,0.85109,0.83025,0.81212,0.81476,0.81382,0.81915,0.84194,0.84602,0.83853,0.83473,0.84298,0.81749,0.84298,0.84197,0.83901,0.83247,0.80714,0.81312,0.81538,0.84895,0.84056,0.83322,0.80791,0.81668,0.85463,0.90203,0.99414,0,1
1.0421,0.96606,0.87074,0.82476,0.78999,0.77202,0.77941,0.78573,0.77527,0.78894,0.76788,0.76624,0.77433,0.77737,0.80081,0.80811,0.81716,0.82015,0.81246,0.80143,0.81542,0.79401,0.77153,0.76522,0.76703,0.74142,0.7432,0.74223,0.74315,0.7603,0.78621,0.78981,0.77043,0.76835,0.78363,0.80858,0.82169,0.81479,0.79848,0.79607,0.80113,0.79408,0.79108,0.78476,0.7784,0.7675,0.76167,0.77542,0.78318,0.76832,0.76479,0.76988,0.76667,0.76006,0.75641,0.77207,0.78534,0.80205,0.81353,0.81112,0.81414,0.81908,0.82794,0.83766,0.83901,0.83888,0.83456,0.83267,0.83301,0.83964,0.82633,0.80916,0.81293,0.81278,0.8101,0.81358,0.83709,0.86948,0.84631,0.86133,0.86597,0.86314,0.85175,0.83104,0.80996,0.82996,0.83191,0.82526,0.83071,0.80916,0.81487,0.82703,0.78265,0.77816,0.82042,0.80088,0.78999,0.87074,0.90939,0.96586,1,1
1.0619,1.0501,0.95006,0.86103,0.80745,0.78823,0.79999,0.80561,0.79775,0.79394,0.77741,0.75861,0.76721,0.78535,0.80668,0.81651,0.81578,0.81695,0.81591,0.80994,0.79979,0.79026,0.77704,0.7667,0.75464,0.75738,0.75845,0.76371,0.7637,0.76804,0.77534,0.77689,0.78689,0.80113,0.79836,0.77266,0.78188,0.78805,0.77251,0.79871,0.82516,0.81608,0.80563,0.7938,0.77178,0.77108,0.76922,0.77294,0.78522,0.79284,0.79487,0.79306,0.79562,0.79601,0.82309,0.82383,0.82183,0.82945,0.82857,0.82534,0.82373,0.82407,0.82793,0.82176,0.81057,0.81037,0.81555,0.82665,0.8264,0.8392,0.83621,0.84157,0.83443,0.82039,0.81515,0.82961,0.82117,0.81895,0.82773,0.82533,0.80595,0.83004,0.85157,0.83787,0.82509,0.86082,0.8439,0.81042,0.85213,0.846,0.83391,0.83671,0.86514,0.82137,0.78769,0.80401,0.82941,0.87503,0.87006,0.95348,3,1
0.94996,0.96262,0.92648,0.84362,0.81244,0.8103,0.79937,0.79889,0.77385,0.77013,0.75618,0.78565,0.80388,0.78167,0.8069,0.81442,0.8176,0.82667,0.8247,0.80604,0.79404,0.77314,0.76216,0.76732,0.77455,0.74155,0.7467,0.77787,0.75052,0.76068,0.78706,0.77369,0.75298,0.77833,0.78585,0.79449,0.82356,0.80842,0.77958,0.77861,0.79292,0.78544,0.79057,0.79565,0.77058,0.74482,0.75366,0.76537,0.7604,0.7578,0.77278,0.77953,0.78244,0.80184,0.80875,0.82729,0.82139,0.81463,0.81588,0.81484,0.82461,0.82069,0.81649,0.81347,0.81546,0.81917,0.8287,0.83451,0.82863,0.81912,0.81415,0.80348,0.81763,0.82155,0.82278,0.83412,0.83496,0.82379,0.82854,0.83678,0.83117,0.80882,0.81139,0.80981,0.7784,0.78509,0.76666,0.77018,0.78026,0.80855,0.8005,0.80191,0.82378,0.79811,0.77211,0.78703,0.81749,0.82237,0.88812,0.9679,1,1
0.98836,0.94663,0.88719,0.84607,0.82475,0.7836,0.77313,0.77546,0.7665,0.78028,0.76856,0.76556,0.78302,0.79319,0.81684,0.81589,0.81459,0.81833,0.81387,0.79089,0.79838,0.79527,0.77584,0.73936,0.75291,0.77323,0.77143,0.75183,0.75655,0.75314,0.7563,0.77098,0.77375,0.76837,0.77479,0.78159,0.78506,0.7806,0.76575,0.77942,0.77686,0.7732,0.77292,0.76551,0.76256,0.77011,0.76558,0.75852,0.758,0.77284,0.77493,0.76603,0.76582,0.78186,0.78822,0.78603,0.7921,0.80852,0.82226,0.83188,0.82278,0.80744,0.80513,0.808,0.8057,0.79509,0.8061,0.8088,0.82047,0.82791,0.80455,0.79997,0.79833,0.79138,0.79994,0.81119,0.80783,0.79272,0.8168,0.83058,0.82247,0.82871,0.83087,0.8129,0.81999,0.82094,0.81504,0.82458,0.83277,0.79868,0.79393,0.79739,0.78825,0.7983,0.79598,0.81292,0.84432,0.88754,0.91231,0.94435,0,1
1.0119,1.0318,0.95754,0.8619,0.80836,0.80498,0.79816,0.80256,0.80855,0.7905,0.78079,0.76516,0.76928,0.77988,0.80297,0.80893,0.82363,0.85707,0.84305,0.81329,0.79718,0.80327,0.78676,0.76734,0.76609,0.75511,0.75536,0.76235,0.76346,0.76833,0.77183,0.76794,0.76813,0.77274,0.7634,0.77467,0.78301,0.78502,0.79111,0.79226,0.78405,0.78495,0.78833,0.79207,0.79464,0.79264,0.78812,0.78967,0.76618,0.75637,0.77726,0.78728,0.78777,0.79033,0.80044,0.79636,0.79608,0.80832,0.80308,0.80815,0.81144,0.81323,0.80671,0.81205,0.81381,0.82358,0.82406,0.82342,0.82485,0.82616,0.82732,0.8366,0.81839,0.8336,0.83373,0.83348,0.81439,0.82991,0.83668,0.81858,0.83745,0.84165,0.84524,0.84566,0.85302,0.81263,0.83437,0.82403,0.79301,0.82001,0.79947,0.80692,0.81975,0.81575,0.7792,0.81876,0.83758,0.81472,0.91155,1.0159,1,1
1.0006,1.0444,0.98006,0.84663,0.80406,0.80322,0.80426,0.81125,0.79529,0.77716,0.75687,0.74833,0.76109,0.77127,0.79922,0.80818,0.80746,0.80317,0.80248,0.77876,0.77112,0.76026,0.75079,0.74416,0.75912,0.76512,0.76935,0.7657,0.74753,0.76485,0.79287,0.8077,0.79082,0.77723,0.77019,0.7758,0.76389,0.77923,0.79552,0.80041,0.83126,0.81509,0.79912,0.79792,0.79511,0.7898,0.79137,0.78982,0.78261,0.78436,0.78883,0.78316,0.78681,0.78857,0.77752,0.78145,0.79546,0.80423,0.82054,0.82691,0.83478,0.82817,0.81593,0.80742,0.80934,0.82555,0.83127,0.81198,0.80819,0.8252,0.8305,0.8461,0.82173,0.82245,0.80841,0.79442,0.80285,0.8273,0.81884,0.81364,0.81809,0.82894,0.84254,0.85907,0.83884,0.82611,0.8311,0.79741,0.81048,0.81413,0.78477,0.83218,0.83013,0.7981,0.80633,0.83804,0.83757,0.91445,0.94109,0.99512,0,1
0.99517,0.94571,0.90806,0.84215,0.80288,0.78461,0.77368,0.77284,0.76778,0.76236,0.75837,0.77215,0.78119,0.77856,0.79457,0.8079,0.81483,0.82518,0.81505,0.80692,0.80074,0.80407,0.78607,0.77827,0.77325,0.75805,0.76197,0.76312,0.76433,0.77443,0.78138,0.78153,0.77626,0.78163,0.79573,0.78297,0.78516,0.78678,0.78427,0.79054,0.79677,0.792,0.78705,0.78057,0.78228,0.78498,0.77554,0.77655,0.79133,0.79586,0.81041,0.8089,0.79953,0.78646,0.77894,0.8044,0.84284,0.82894,0.81393,0.81755,0.83129,0.82724,0.82323,0.83356,0.84273,0.84972,0.85617,0.85228,0.83656,0.82454,0.82701,0.85003,0.8367,0.82714,0.82606,0.82223,0.826,0.84663,0.82927,0.83576,0.83801,0.84103,0.83416,0.84973,0.8641,0.82857,0.81385,0.79434,0.80571,0.83407,0.84287,0.86829,0.82714,0.80205,0.79978,0.80877,0.79722,0.85887,0.89657,0.95972,0,1
0.98033,1.0242,0.93632,0.86244,0.80329,0.78717,0.79433,0.78594,0.78521,0.76895,0.76747,0.76719,0.77695,0.79718,0.80053,0.80972,0.81571,0.82035,0.80882,0.80098,0.77947,0.76708,0.74402,0.74365,0.75172,0.77397,0.77401,0.77503,0.7824,0.77048,0.77785,0.78911,0.77995,0.78317,0.78993,0.78087,0.77277,0.77184,0.7831,0.78405,0.78834,0.78812,0.77394,0.75623,0.77404,0.80702,0.79487,0.7968,0.80389,0.78744,0.7786,0.78306,0.78076,0.78398,0.7938,0.7984,0.80883,0.81712,0.81611,0.82288,0.82876,0.83727,0.85008,0.84756,0.83744,0.82941,0.82044,0.82161,0.82736,0.81483,0.8077,0.82182,0.85432,0.84753,0.8377,0.82611,0.80819,0.81192,0.83286,0.8288,0.81964,0.82427,0.8393,0.83264,0.83156,0.80605,0.79867,0.81799,0.8132,0.81164,0.8102,0.78966,0.79425,0.80206,0.79974,0.82792,0.85996,0.84892,0.89535,0.93132,0,1
1.0004,0.97612,0.91721,0.84022,0.80716,0.79816,0.77297,0.78856,0.81366,0.78159,0.75308,0.75288,0.77074,0.77139,0.79212,0.80537,0.80693,0.81157,0.81915,0.82358,0.79929,0.79068,0.77375,0.7625,0.75763,0.75437,0.75013,0.77193,0.78439,0.77489,0.77078,0.77707,0.76858,0.76703,0.76255,0.76388,0.76786,0.77409,0.77813,0.77481,0.77841,0.78832,0.78416,0.77047,0.7618,0.76575,0.76989,0.76973,0.79127,0.79771,0.78807,0.7842,0.78569,0.78604,0.79089,0.79635,0.79608,0.80324,0.81682,0.81747,0.8059,0.80777,0.81556,0.82385,0.83178,0.83644,0.84497,0.84026,0.82386,0.82273,0.82674,0.83198,0.81928,0.81307,0.81449,0.81331,0.79665,0.81833,0.83746,0.83309,0.83909,0.83343,0.82641,0.8291,0.83807,0.84239,0.84284,0.83958,0.81302,0.80768,0.80241,0.79433,0.80978,0.77778,0.78474,0.8242,0.84921,0.84357,0.90973,0.9934,0,1
1.0095,0.98098,0.91894,0.83657,0.79599,0.79951,0.80215,0.8166,0.81352,0.79033,0.76411,0.75265,0.76224,0.78619,0.808,0.80561,0.81517,0.82452,0.80747,0.78776,0.78033,0.78146,0.77299,0.76381,0.75519,0.75358,0.77499,0.78118,0.76633,0.77019,0.79001,0.79201,0.77909,0.76582,0.7645,0.7738,0.78844,0.79482,0.79646,0.79469,0.79102,0.78176,0.78156,0.78296,0.77062,0.76691,0.76873,0.77125,0.77621,0.77578,0.78268,0.78529,0.77623,0.77723,0.80262,0.81623,0.81967,0.8174,0.8104,0.81395,0.81796,0.82382,0.82188,0.82038,0.81904,0.8322,0.83476,0.82846,0.80819,0.81736,0.82935,0.84838,0.83001,0.83332,0.84102,0.85419,0.82008,0.82946,0.83006,0.80617,0.80208,0.8319,0.82753,0.83723,0.85592,0.81458,0.83799,0.82543,0.78905,0.79944,0.81908,0.82378,0.8103,0.81485,0.80169,0.83664,0.8289,0.82354,0.92314,1.0008,0,1
0.96623,1.0458,1.0052,0.81465,0.8115,0.83704,0.79146,0.78037,0.78285,0.75251,0.77558,0.7482,0.77547,0.78342,0.81921,0.84542,0.85235,0.80289,0.79646,0.80431,0.78915,0.81857,0.7735,0.75732,0.76303,0.75054,0.73329,0.80537,0.79995,0.73955,0.76946,0.81706,0.73527,0.76977,0.79859,0.7782,0.7721,0.80777,0.79436,0.7761,0.79616,0.80039,0.79172,0.7866,0.8263,0.80593,0.78317,0.77514,0.7827,0.78942,0.78611,0.78614,0.79236,0.80606,0.78667,0.7955,0.79714,0.79492,0.80403,0.81409,0.82368,0.80792,0.81417,0.81822,0.82051,0.81264,0.80901,0.81227,0.83114,0.82299,0.81424,0.77538,0.78676,0.7935,0.81088,0.81249,0.82151,0.81387,0.80685,0.818,0.80237,0.8038,0.77093,0.79329,0.76633,0.76503,0.77603,0.7687,0.7863,0.78192,0.79782,0.77986,0.82839,0.80988,0.78773,0.78241,0.81798,0.85722,0.84738,0.95542,4,1
0.98533,1.006,0.95293,0.8564,0.79285,0.80379,0.81397,0.80676,0.80315,0.79537,0.78495,0.76667,0.7687,0.77793,0.78849,0.80047,0.80705,0.8092,0.80637,0.80411,0.80745,0.80289,0.77075,0.75302,0.75329,0.76171,0.7568,0.7869,0.77019,0.74989,0.75628,0.76133,0.77077,0.78558,0.80175,0.79739,0.79796,0.79662,0.79625,0.79151,0.81606,0.80878,0.8011,0.79204,0.78866,0.791,0.79143,0.78029,0.76949,0.77219,0.78289,0.77933,0.78485,0.78476,0.81404,0.81708,0.81357,0.81349,0.80849,0.81261,0.82411,0.83166,0.83556,0.81404,0.79376,0.81488,0.82426,0.83221,0.82528,0.82405,0.82621,0.83172,0.82657,0.83615,0.83174,0.86009,0.85718,0.87007,0.86407,0.86718,0.84766,0.86054,0.86011,0.86174,0.89986,0.87319,0.88042,0.87125,0.84452,0.79577,0.81492,0.82476,0.78483,0.78453,0.82627,0.81302,0.78465,0.84391,0.87977,0.98005,4,1
1.0019,0.96309,0.90136,0.84653,0.81153,0.79088,0.77088,0.77184,0.77983,0.77796,0.77837,0.76601,0.77026,0.77707,0.7927,0.81061,0.82202,0.83229,0.81596,0.79626,0.7927,0.78167,0.77068,0.7638,0.75532,0.75191,0.75721,0.77389,0.78718,0.76507,0.75864,0.76845,0.77593,0.78058,0.80971,0.80685,0.79969,0.7916,0.7791,0.77818,0.79807,0.80429,0.78873,0.79724,0.80941,0.80291,0.79341,0.80149,0.78412,0.77777,0.78275,0.78555,0.79784,0.79316,0.80408,0.80888,0.81223,0.81386,0.8102,0.80871,0.80031,0.80845,0.81792,0.80922,0.79395,0.80695,0.82031,0.82471,0.82015,0.82691,0.82784,0.82604,0.80086,0.80464,0.81944,0.83761,0.80296,0.80767,0.81166,0.826,0.83651,0.84605,0.85759,0.83527,0.87743,0.86671,0.84799,0.83171,0.80848,0.81445,0.82206,0.82696,0.81532,0.81388,0.80559,0.83102,0.83054,0.82264,0.91014,1.0024,0,1
1.014,0.9738,0.89888,0.84591,0.80067,0.81336,0.8362,0.81134,0.80602,0.79245,0.78707,0.76961,0.76124,0.78404,0.79146,0.80662,0.81468,0.83242,0.82494,0.82329,0.79685,0.77209,0.77605,0.76865,0.75054,0.76878,0.7852,0.76571,0.77102,0.77404,0.7586,0.7574,0.79389,0.79582,0.81008,0.80625,0.80634,0.79896,0.81324,0.79504,0.78273,0.77273,0.76652,0.75724,0.75488,0.78063,0.77569,0.75657,0.74009,0.74952,0.7617,0.7769,0.80624,0.79361,0.80122,0.8132,0.82322,0.82296,0.82885,0.82219,0.81392,0.80261,0.77926,0.78209,0.79045,0.80752,0.79814,0.79415,0.81132,0.81975,0.80472,0.79802,0.81162,0.83924,0.81846,0.81981,0.83757,0.853,0.78737,0.82942,0.83946,0.81431,0.84602,0.83484,0.82411,0.84198,0.89409,0.85473,0.84485,0.85517,0.83627,0.87967,0.85261,0.8229,0.82167,0.82852,0.81979,0.89402,0.94423,1.0074,3,1
1.0011,0.99635,0.93744,0.85173,0.79935,0.79298,0.80162,0.80783,0.78987,0.78606,0.7672,0.7538,0.77068,0.80048,0.8124,0.804,0.82583,0.85225,0.82462,0.79713,0.78337,0.76346,0.76578,0.76395,0.75642,0.7469,0.76125,0.77535,0.77277,0.76592,0.75776,0.74668,0.75389,0.77902,0.80135,0.80456,0.80837,0.8022,0.80366,0.80331,0.78869,0.77553,0.76958,0.78047,0.79047,0.77902,0.77546,0.78908,0.79454,0.7882,0.77328,0.771,0.78212,0.78699,0.78837,0.79478,0.81115,0.80907,0.81114,0.82159,0.8287,0.82416,0.8189,0.83404,0.84097,0.82429,0.81464,0.82481,0.82768,0.83293,0.83723,0.83902,0.80923,0.81518,0.82511,0.80322,0.79916,0.8272,0.83008,0.827,0.82877,0.82335,0.79387,0.8408,0.8456,0.81903,0.82953,0.80888,0.80751,0.83216,0.83548,0.81285,0.838,0.83363,0.79584,0.81992,0.82779,0.869,0.92979,1.024,0,1
0.98982,0.97477,0.91259,0.83968,0.82134,0.78984,0.77786,0.79162,0.77393,0.78603,0.77637,0.77951,0.7946,0.78676,0.80833,0.80782,0.83225,0.84489,0.81967,0.7888,0.79923,0.78081,0.76716,0.76046,0.77242,0.73508,0.75861,0.78077,0.76051,0.76442,0.79062,0.80211,0.78431,0.79563,0.80395,0.77578,0.76343,0.77781,0.7785,0.78438,0.77883,0.77504,0.78101,0.78269,0.76975,0.77303,0.77979,0.77151,0.75833,0.76856,0.78822,0.79595,0.78895,0.79652,0.80513,0.7864,0.76279,0.7818,0.79543,0.80888,0.81988,0.80995,0.80927,0.82214,0.83081,0.84127,0.84866,0.83899,0.83033,0.82818,0.83404,0.84785,0.83919,0.82388,0.81358,0.82164,0.82358,0.82843,0.82407,0.83882,0.84208,0.8701,0.87433,0.86382,0.88783,0.86574,0.88096,0.85462,0.83276,0.83842,0.86089,0.85739,0.82349,0.827,0.80975,0.8163,0.81442,0.85178,0.92443,1.0328,1,1
0.96648,0.89475,0.8595,0.85409,0.82115,0.78862,0.77602,0.77264,0.77536,0.78386,0.78111,0.78736,0.79097,0.80012,0.81386,0.82057,0.81048,0.80796,0.81112,0.80645,0.79938,0.79006,0.78289,0.77388,0.77622,0.77219,0.76416,0.7662,0.77839,0.79634,0.80523,0.81012,0.79655,0.79531,0.78918,0.77411,0.76657,0.77828,0.79214,0.78931,0.78074,0.7801,0.76965,0.78934,0.8031,0.77687,0.76929,0.77854,0.78348,0.80278,0.81787,0.79692,0.78958,0.78932,0.79503,0.78811,0.78086,0.80171,0.81684,0.82053,0.82743,0.82856,0.82136,0.81262,0.82308,0.83775,0.83167,0.81673,0.80922,0.80993,0.80441,0.7957,0.8139,0.82827,0.82838,0.81418,0.82194,0.80624,0.8102,0.82846,0.8214,0.82202,0.82864,0.81725,0.80423,0.81661,0.8043,0.80743,0.83821,0.81427,0.79265,0.81678,0.83108,0.83499,0.84484,0.83334,0.82696,0.85073,0.8972,1.0059,0,1
