Lambda_9.0,9,Lambda_8.5,8.5,Lambda_8.0,8.0,Lambda_7.5,7.5,Lambda_7.0,7.0,Lambda_6.5,6.5,Lambda_6.0,6.0,Lambda_5.5,5.5
450.473551118042,0.757716870997532,454.041191467458,0.679020813589087,456.17687977836,0.519921590238142,457.360308842899,0.364134631280941,457.356090412245,0.2543403630418,457.342203382133,0.208929774574962,458.19808699075,0.185269174753607,457.3303210232,0.170074460866825
451.605589735872,0.756367857184204,454.886573963332,0.671421575098784,457.351083803333,0.51710721343816,458.650828879839,0.360135152074849,458.712205377775,0.253636300326322,458.698776161843,0.209722764226523,459.554937233599,0.186969468870039,458.68726144157,0.172069628934341
452.561335184491,0.750926062404433,456.074986450275,0.668330407400118,457.765746061729,0.508375875316907,459.921345343891,0.356963989523564,460.068320343306,0.252932237610844,460.055362814709,0.210561119101328,460.911718110663,0.188442936870254,460.044118620997,0.173792605662395
453.699479188281,0.748986366563036,456.24681359184,0.659005160318917,458.930349870559,0.506168791727855,461.140496873723,0.351909492074546,461.424303513845,0.251797205274552,461.411713623908,0.210628265180991,462.268485114571,0.189871039647225,461.400961927268,0.175470217167206
454.654865566956,0.742370413064019,457.452034610166,0.652962100769159,459.508830787398,0.497001389793045,462.325088519825,0.348084174829304,462.780092460187,0.25002705981285,462.768064433107,0.210695411260654,463.625252118478,0.191299142424196,462.75779829696,0.177125146060395
455.850263273432,0.739885619124037,458.584287163339,0.641743739118586,460.614786307965,0.494275942046538,463.046125505276,0.340435117254326,464.135777357852,0.247916675176821,464.124415242305,0.210762557340318,464.982005249228,0.192681879977924,464.11459998376,0.178666661895475
456.021888098125,0.729898795870534,459.226140149488,0.629732415591401,461.033075863322,0.48448278806413,464.171605710566,0.338195388551618,465.491420636046,0.245670194871061,465.480766051504,0.210829703419981,466.338675141037,0.19379242619219,465.471394733981,0.180185495118933
457.199565197644,0.721702911298503,459.876433772879,0.633463152317079,462.109558082146,0.476579643619518,464.892724085204,0.330812473619669,466.846862753464,0.242765918828269,466.837116860703,0.210896849499644,467.695317286532,0.194812241959969,466.828078498946,0.181341406556443
457.850740679722,0.709682031808681,460.141348641518,0.62002568185603,463.216111910133,0.466210661135755,466.017867924243,0.329152827275067,468.202457475608,0.240360660241156,468.193467669901,0.210963995579307,469.051959432026,0.195832057727747,468.184734517598,0.182406587547465
458.544347115195,0.712739781690461,460.920809652855,0.621372279835889,464.348579537803,0.455695593092309,466.863584242956,0.322645189469063,469.558142373273,0.238250275605127,469.5498184791,0.211031141658971,470.408587704364,0.196806508272283,469.541418282564,0.183562498984975
458.699505962915,0.700193424259785,461.120162293916,0.607975416105249,465.552505533435,0.445417809334928,467.994870571849,0.320516190830714,470.913917446458,0.236434764920181,470.905912634895,0.210259031108628,471.765299215644,0.198053150156279,470.898136730422,0.184831823480593
459.342775044283,0.702799109805762,461.841982650296,0.609607981469426,466.782293612705,0.434824828546773,468.950436485496,0.31448731669132,472.269713329379,0.234687302070101,472.262332809879,0.210553003304509,473.121982980609,0.199209061593789,472.254903734329,0.186259926257564
459.554567513966,0.689760485670598,461.997029052428,0.596693926966144,468.012096952447,0.424281749504186,470.081769942319,0.312512426384873,473.625495339142,0.232894473996777,473.618870906696,0.211232579897961,474.478694491889,0.200455703477786,473.611684611393,0.187733394257779
460.202244863973,0.690865420192875,462.701757679439,0.598672326767898,469.271231283969,0.413651013580004,470.927457647647,0.305911222805928,474.98125653917,0.231033598088587,474.975221715895,0.211299725977624,475.835378256854,0.201611614915295,474.968444678722,0.189138814423128
460.414136526729,0.678151157403903,462.856804081571,0.585758272264617,470.484265775555,0.407619255611541,472.052368128624,0.303488495602016,476.336948373414,0.22894589606418,476.331572525093,0.211366872057287,477.19188167078,0.202177778450638,476.325059077903,0.19006789974442
461.062019893116,0.679929765491348,463.5000330038,0.58823263742752,470.757862928255,0.398136490394077,472.773466155966,0.296039045009311,477.692515349244,0.22644990703058,477.687923334292,0.21143401813695,478.548593182059,0.203424420334635,477.681742842869,0.19122381118193
461.272172665172,0.666834593273185,463.711703389702,0.574794799327812,471.947696546712,0.391292422751427,473.898328312113,0.2934582956111,478.992670855222,0.224198411578581,479.044072982715,0.210843368479582,479.905332439652,0.204761792665119,479.038495973619,0.192606548735657
461.990359328204,0.6560232476416,464.35950282349,0.576298947814634,473.177446474801,0.380574687599352,474.743806185942,0.286170943030597,480.404641231628,0.224701542425297,480.400584984785,0.211437615248361,481.262168809345,0.206416721558308,480.39533927989,0.194284160240468
462.715890572722,0.644886887802219,464.540568331491,0.563583158978396,474.407204033125,0.369881903320061,475.86823596203,0.283856310841294,481.760770070315,0.224042844933063,481.757156112929,0.212225204278107,482.619088417978,0.208343841790958,481.752265825102,0.19623396308474
463.481415227166,0.633457770992512,465.312559499668,0.552078489442688,475.610968990611,0.359077524826555,476.713952280744,0.27734867303529,483.117079260043,0.223973895342996,483.079778965376,0.214001931782054,483.976077392397,0.210497788139827,483.109275609256,0.198455957268474
464.229839674201,0.622700449638926,465.58736045297,0.559393396212133,476.664327131243,0.346456252348321,477.845200458455,0.275094920033021,484.35017940139,0.224211357546213,484.471446207797,0.217553814498825,485.333107986286,0.212787830158426,484.466313139724,0.200768681898696
464.966462689053,0.612257708204018,466.167609404569,0.54160746794241,477.348852588073,0.334672678000999,478.800766372102,0.269066045893627,487.556743826927,0.226477029052427,485.828421309059,0.21966239562445,486.690249565432,0.215440793962974,485.823440845712,0.20337628048
465.703178962349,0.602119921880914,466.877022996684,0.542989914159841,478.034870180007,0.337950203624362,479.932099828925,0.26709115558718,492.854981082684,0.21411285537922,487.185271551908,0.221362689740883,488.047405017734,0.218139122990766,487.18061710775,0.206142657342657
466.446414848682,0.590901270192118,467.03212562161,0.530259708192862,478.299722619439,0.324308589658718,480.777863836616,0.260739460736075,494.211928437632,0.216130706058358,488.542232780013,0.223425905643264,489.404643708977,0.22110964335802,488.537862735572,0.209135860321532
466.7090051928,0.598371695456679,467.899344950267,0.519262702375365,479.079246059982,0.325859331143173,481.90289131455,0.258699313581518,495.568848046266,0.218057826291009,489.899249500745,0.22567058243862,490.679646950176,0.223970242078331,489.8951707926,0.212333206805004
467.289132060618,0.580186553222412,468.002991537099,0.528907041315307,479.293275685034,0.314206793297005,482.624019862837,0.251349666479948,496.925809274371,0.22012104219339,491.256266221478,0.227915259233976,492.119218203564,0.227368240655231,491.252582898306,0.215870792462802
467.998362527062,0.580970178493028,468.658377969207,0.521620674306996,480.43112046387,0.311288631856236,483.749489894479,0.249076669946861,498.340551471028,0.2201385515778,492.613504912722,0.230885779601229,497.10035856055,0.226417207999636,492.609953384541,0.219272282450869
468.153457120159,0.568213708449435,468.861737640435,0.508497708314122,480.551488597999,0.301692430458736,484.470598095469,0.241660487184534,499.638718990122,0.220935812701371,493.970743603965,0.233856299968482,498.408350319234,0.229630258896781,493.967344680511,0.222741820273802
468.796637851422,0.57053048915265,469.579652703132,0.510189054244319,481.684733487542,0.293719008738596,485.595499674504,0.23920865062904,500.995430501402,0.222182454585367,495.327982295209,0.236826820335736,499.76571386889,0.233009066273227,495.324846961737,0.226574279882684
469.008430321106,0.557491865017486,469.844609191242,0.496887679453001,482.888455876342,0.282775430639032,486.440939397151,0.231796543684617,502.352162822417,0.223497144304229,496.129975625634,0.238545010824641,501.123035799076,0.236251777979942,496.682425545326,0.230656248219405
469.656412880566,0.559594834451122,470.562579746567,0.498760486276172,484.118190543957,0.272007793741389,487.595978893406,0.230714157978034,503.708985318952,0.225106707974175,501.915744023739,0.236407672626527,502.480371602418,0.2395398549099,498.04003187523,0.234828947002613
469.868190089776,0.54650630857039,470.819922183701,0.485870255703753,485.347963362754,0.261364911207666,488.543943802704,0.229020949843308,505.065773132595,0.226602858586011,503.220018965486,0.238986732142095,503.837582547348,0.242419644830666,499.397554966191,0.23872945444636
470.516187909709,0.548659179749595,471.708084235387,0.474640164716212,486.607150015896,0.250905266982574,491.127495578619,0.21003525708694,506.422630312022,0.228325835314066,504.268690899732,0.240943957125339,505.194751872807,0.245163339081701,500.75504337426,0.242516548831998
470.727926967738,0.535445899504943,471.811700301273,0.484184700165019,487.880825397787,0.244623765763856,492.484123850957,0.211009707631475,507.779549920656,0.230252955546716,509.211049308888,0.252055955066386,506.552004437208,0.248179224672198,502.112372241024,0.245781943150335
471.375962938852,0.537723525048067,472.467086733381,0.476898333156707,488.104340453878,0.236317999182475,493.840599518568,0.21148514072033,509.136497275604,0.232270806225854,510.499777726702,0.254997881315693,507.909312494237,0.25137657115567,503.469673361474,0.248956607022185
471.5876638457,0.524385490439495,472.662842263031,0.464218915113621,489.293324572692,0.233416067703208,495.196880961982,0.211325460683776,510.493527869493,0.234560848244454,511.857182895829,0.258512784361869,509.266745409678,0.254982204648333,504.826939799032,0.252017857835925
472.235737967995,0.52678787034654,473.550885501037,0.45260030339273,490.332598367977,0.231521378287133,496.553037546984,0.210757493638029,511.850634765746,0.237100398990893,513.214740669683,0.262526704863725,510.62421994459,0.258723933810728,506.184164617119,0.254943012979935
472.447438874843,0.513449835737968,473.654554978578,0.462319494951024,492.113003029248,0.207044620642101,498.017238278352,0.207729179331036,513.207977505667,0.240411158532473,514.572478794577,0.267130373267748,511.981777718444,0.262737854312584,507.54145880099,0.258094994240162
473.095207787686,0.514854180733653,474.509159250905,0.441195465459555,493.583288874086,0.201679333262683,499.208745461978,0.205962375668024,514.565569962413,0.244538492092438,515.930383397355,0.272278424350693,513.339488097024,0.267250792270119,508.898780731176,0.261337705946877
473.307175752805,0.502389426672521,474.637329417286,0.450391909527198,494.714073066103,0.197908347040389,500.428278503626,0.202155421858205,515.923426009141,0.249527764894031,517.288509970643,0.278152319005537,514.697337207174,0.27221738246009,510.256241392931,0.265034069886028
473.954982816829,0.503918526032126,475.381402086204,0.430709536887045,495.669576142509,0.191673995125127,501.728966738831,0.201645950978759,517.281420787439,0.25497068992806,518.646900133915,0.284888152902008,516.055449907306,0.27804591189169,511.613826913099,0.269138720834371
474.166882109821,0.491229214115937,476.090685964301,0.431667818267149,496.820367886394,0.188927703510817,503.08531754803,0.201713097058423,518.639679155719,0.261275554203718,520.00549839454,0.292304465147134,517.41382619742,0.284736380564918,512.971558101414,0.273719706626772
474.814757845972,0.492982871330598,476.244384358016,0.419061565712382,497.873527016184,0.183158057923183,504.441668357228,0.201780243138086,519.998124811618,0.268192848993164,521.36430475252,0.300401255740913,518.772368965418,0.291971231917069,514.329545943134,0.279139949049179
475.026542685419,0.47991929632265,476.888961288662,0.421228128926771,499.037095665602,0.180027541519689,505.798019166427,0.201847389217749,521.35664676988,0.275359652510449,522.723277588383,0.309042429013616,520.131092084456,0.299795831171387,515.687700262737,0.28510457415051
475.735727370445,0.480553216356562,476.993935387002,0.408728724615972,500.09044979032,0.174895529347645,507.154369975626,0.201914535297413,522.715397635232,0.283274982211254,524.082555633699,0.318681637197677,521.490134286104,0.308663830560307,517.046208347842,0.292226012444552
475.858798593999,0.467937293848701,477.625431698787,0.410286370036183,501.320636458601,0.172005934628253,508.510720784824,0.201981681377076,524.074377407674,0.291938838095579,525.441944664271,0.328683767167687,522.849134868281,0.317395734279497,518.404903720566,0.299959881252382
476.59529593437,0.457083596862056,477.730513518111,0.398139213341158,502.611047492165,0.16765001438239,509.867092403758,0.202116875291604,525.433606896941,0.301419267998288,526.739858961743,0.339263519900686,524.208510025696,0.327352499026264,519.763758634595,0.308215450127514
477.225190195752,0.44549665511029,478.361902108913,0.399344611145595,503.937018399825,0.164374882429123,511.224109124491,0.20436155208696,526.79300980067,0.311466763191542,527.976262455907,0.350302945816238,525.568148773093,0.338171203014659,521.122835519135,0.317196862574544
477.838498417937,0.435014541655943,478.435238217795,0.387153687190589,505.292522946449,0.161674749890928,512.581583659403,0.208103281249355,528.123236794695,0.322109033654792,529.212650689598,0.361292469986223,526.8661546334,0.349050366221065,522.482058071824,0.326654609865631
478.390914960446,0.423063694484198,479.16000687505,0.376488372884163,506.648173161222,0.15945095219679,513.939051257737,0.211822327800127,529.418531179507,0.333721671990674,530.449084704707,0.372431699392912,528.10258864851,0.360189595627753,523.841634390015,0.33726917034943
478.790170317775,0.410981654126232,479.784740889892,0.364827424946634,508.003906614936,0.157499345842113,515.296442553707,0.21529186562306,530.719435604742,0.344479142506775,531.623766369431,0.38324074303968,529.378092248236,0.370795457642141,525.171912252282,0.348077779964574
479.537874131379,0.414373124612054,480.505659394729,0.353430935763705,509.359862039161,0.156273583059334,516.653646562058,0.218148972932204,531.98531070504,0.355890720482037,532.736729595931,0.393830493694457,530.529665087127,0.380569549906893,526.437785535858,0.35948341725584
479.766374275203,0.399968594916204,481.271222869673,0.342128761990969,510.715879892593,0.155251963781151,518.010829760674,0.220938032406483,533.221683678258,0.366830342906454,533.849794558915,0.404752922653021,531.626038484248,0.390670558490909,527.674288223094,0.370847204517584
480.40836964256,0.388093446172013,482.020728936173,0.331371494182901,512.072209892056,0.155251062025949,519.367971339819,0.223590996211031,534.432003008748,0.377458764134383,535.107601614034,0.414629051715155,532.739188227635,0.401870219369294,528.884837263856,0.382226778336694
481.071246423327,0.388500519279972,482.718767050702,0.332692970796179,513.428560701255,0.155318208105612,520.725279396848,0.226788342694503,535.597083872839,0.388704768658661,536.198856070125,0.425384064311992,533.852371883185,0.413180773015608,530.024070367735,0.393834817495042
481.13280896535,0.376351208165279,482.873652816279,0.319253634760603,514.785126544386,0.156088515145551,522.083544701706,0.233115889581782,536.836857674897,0.399649311916188,537.31193798919,0.43636193965452,534.934763296141,0.424600693382587,531.137211633083,0.405006755181445
481.807411623999,0.376560725478025,483.516584560883,0.320756229088762,516.141886611715,0.1574939353109,523.442122152596,0.240464153992042,538.16716031066,0.410538930858553,538.424935127852,0.447062583077226,536.063389702209,0.436009041224471,532.250369854511,0.416234139251813
481.868974166022,0.364411414363332,483.728430442221,0.307892261063086,517.498792347192,0.159375690320307,524.800734286379,0.247925831460411,539.526722755693,0.421108126119108,539.563834910881,0.457580663056062,537.192041542398,0.447500558642302,533.363536553979,0.427489246514163
482.543576824671,0.364620931676078,484.587999454983,0.296282932796391,518.855836814239,0.16171109756215,526.159949902489,0.257360896139876,540.886042420481,0.4308834299729,540.803512331007,0.468210037394213,538.339366266483,0.45845240640092,534.502779474537,0.439129386210595
482.605157320191,0.352530328497347,484.806094499871,0.303853729580791,520.213054695747,0.164613570094538,527.519623332778,0.26829301318638,542.245140114756,0.439932890254795,542.133551376787,0.47823771709495,539.541449805459,0.469265578853345,535.713375501491,0.450662604877901
483.337952250466,0.34142857402389,485.4552168713,0.285683884153634,521.570369689354,0.167833599189631,528.87933144596,0.279338543290993,543.604133760355,0.448642111362363,543.492704563691,0.487468638269819,540.807312915386,0.480637948314232,536.923941810683,0.462098646461733
484.074202231541,0.329766012141765,486.157256748369,0.28695428216735,522.927774858481,0.171348502235808,530.238720476532,0.289340673261004,544.962953991492,0.456784267179386,544.851719019025,0.496245907212252,542.137470543627,0.491053392661265,538.063075409141,0.473381302893131
484.810536993021,0.318380682179462,486.38757543185,0.274016377151681,524.285318759178,0.17531705751442,531.597651692924,0.297845750863975,546.321697920265,0.464676914268569,546.210650235417,0.504750984815224,543.496984432611,0.501463809640468,539.202073358953,0.484220388252814
485.550814541977,0.308029443735467,487.078378877568,0.275023644648994,525.643237235113,0.18051047382061,532.956499670375,0.306078637127486,547.680386356411,0.472388100464778,547.569553705495,0.513165331971708,544.856186175564,0.510853509096689,540.441839129184,0.495138667433727
486.638123779389,0.29698947360453,487.328713466281,0.263500102680468,527.001218140254,0.185908033631395,534.31537539414,0.314402253837483,549.039047046242,0.4800085562145,548.928380873211,0.521330170400353,546.215221440634,0.519698825873988,541.771857365229,0.505098299299598
487.451103205002,0.284232195358273,488.293631356638,0.257219251207364,528.359296157493,0.191623150004886,535.674375976317,0.323134157556672,550.397693862917,0.487583646740978,550.287152548298,0.529313547936024,547.574159593605,0.528226586088581,543.131371254213,0.515508716278801
488.197194560545,0.273735543369019,488.849040618897,0.247487538794604,529.717408857625,0.197451679436485,537.033917611615,0.333635304982362,551.756201948022,0.49470508503502,551.645986652592,0.53750106897629,548.933028380791,0.536527520186957,544.490614616637,0.525034511404753
489.047568467746,0.263073604529696,489.903605672029,0.239915262537108,531.075590923542,0.203507034984303,538.393625724797,0.344680835086975,553.114647603921,0.501622379824466,553.004841566621,0.545756637851422,550.291841675349,0.544646993392359,545.849719247491,0.53410665429827
489.907354397227,0.252173593932145,490.88788118632,0.232896194268239,532.433807672351,0.20967580359023,539.753208979566,0.355318078182396,554.473294420596,0.509197470350944,554.363710353807,0.554057571949798,551.650654969907,0.552766466597759,547.208671273619,0.542679779736107
490.783611463522,0.241374200717605,492.48119661484,0.201437645527077,533.792010548003,0.215799206972913,541.11172400125,0.36246219908806,555.83207996884,0.517226213109858,555.722697062827,0.562744110445744,553.009489074201,0.560953987638026,548.567540060805,0.550980713834483
491.68983428459,0.234482825609737,493.834592441607,0.191841999055855,535.150261979705,0.222081388636948,542.469781208754,0.368109267626685,557.19111523391,0.526071529887157,557.081739264475,0.571612109834664,554.368309305337,0.569096143455049,549.926360291942,0.559122869651505
494.517732124203,0.208108761146352,495.188251858356,0.183108291826261,536.508464855357,0.228204792019631,543.827796796787,0.37362024049558,558.550386342648,0.535688055459596,558.44097569032,0.581115222348995,555.727254394887,0.577646586281264,551.285076474401,0.566924786294202
