Lambda_9.0,9,Lambda_8.5,8.5,Lambda_8.0,8.0,Lambda_7.5,7.5,Lambda_7.0,7.0,Lambda_6.5,6.5,Lambda_6.0,6.0,Lambda_5.5,5.5
497.775831474174,0.177293635551616,496.034507904081,0.17540085546277,537.866633048117,0.234214782344205,545.185840131134,0.379221943810961,559.909789246376,0.54573555065285,559.800517325619,0.591616369774685,557.086428391526,0.586945555290999,552.643827339753,0.574840115995007
499.129477017767,0.168514563098779,497.175514208287,0.17265617610101,539.224794304298,0.240202090057158,546.544077689679,0.385458760251753,561.26940024746,0.556463524194758,561.160003468289,0.6019360563074,558.445817422098,0.596947685261009,554.002703063518,0.583163732705004
500.083201065811,0.162392200202867,497.754136829516,0.163952147517902,540.582900067852,0.246007936877136,547.902717569775,0.39301116816661,562.629087550906,0.567441006464505,562.519482674381,0.612233060228494,559.80547697923,0.60783443708427,555.361752201744,0.592054414705546
500.724349014497,0.142145992405547,498.898334367856,0.161478097891087,541.940915655885,0.25151890974603,549.261336640136,0.400495528246601,563.959419254235,0.578425676350809,563.849885395062,0.62344995685283,561.135606861157,0.618159150984815,556.721037183639,0.60171630550123
502.078493991739,0.135000067989479,499.477142294824,0.153380019075591,543.29883413182,0.25671232605222,550.619997329968,0.408115983996322,565.199276434315,0.589642865737004,565.089826718098,0.634942293708322,562.40124869423,0.628807945134967,558.080405404475,0.611650387636374
503.432805446866,0.128398526252334,500.612118874237,0.15147343375774,544.656704051705,0.261746964077056,551.978533161387,0.415328152736852,566.364453680338,0.601204039180658,566.207197108205,0.646212200006946,563.637621667449,0.639747567559384,559.440106581079,0.622673235129366
504.787394365131,0.122704288980061,501.333298290767,0.144290125808063,546.014476859492,0.266464045539188,553.337062056228,0.422517638865759,567.58105751442,0.612222787155769,567.218789154164,0.657365249118132,564.848108863138,0.650924907988561,560.800008918458,0.634353878359389
506.142177507594,0.117645164833199,502.458859885244,0.142316539748384,547.372138682023,0.270818205215371,554.695577077911,0.429661759771423,568.726957388213,0.622384465367342,568.208631099269,0.668548409610464,565.987374986753,0.662640921684102,562.130458873935,0.645725232767626
507.497182620568,0.113311884258233,503.180191906499,0.135632249254386,548.729668709562,0.27474139527074,556.053773016985,0.435762480542484,569.179823475088,0.61874747853996,569.182051504095,0.679793133392881,567.078785538529,0.67390636716861,563.39652146004,0.657749889331294
508.852340338268,0.109477621138947,504.324874873208,0.133465550391352,550.087157117632,0.278528489656378,557.41178166844,0.441250770799757,569.674466261941,0.62342939154921,570.065014458087,0.690921992945059,568.090467351975,0.685352955959608,564.607113872672,0.669271289164124
510.207692280166,0.106278471145072,505.378050959078,0.127751351187683,551.444742637799,0.282633140604721,558.769797256473,0.446761743668652,569.719111622485,0.635019720527455,570.996409193687,0.700723954827718,569.080404675034,0.69684800236174,565.746479947921,0.681314144701982
511.563210699948,0.10362370383012,506.608121357092,0.124481552692535,552.802369777438,0.286873887222795,560.127805907928,0.452250033925924,570.79115134816,0.646189623484172,571.889729883578,0.710541434302757,570.053861959336,0.708213322029279,566.837939373106,0.692739406234387
512.918895597612,0.101513319194091,507.898583258898,0.120291971598565,554.160003853655,0.29113731645249,561.48646659776,0.459870489675646,571.963057544699,0.657522886167168,572.537025721769,0.710398825185835,570.953446474801,0.719934687599352,567.849714320319,0.704490542443189
514.274719226847,0.099856586790497,509.224564075956,0.117049243376187,555.517700359078,0.295604889186782,562.846091472,0.470643828440797,572.210756816496,0.651499504943,572.756105067143,0.721188284559369,571.910440888377,0.731226419996063,568.894266119631,0.715374926195631
515.630750953435,0.098880332735558,510.580020066531,0.114190332556638,556.875452357129,0.300253922814049,564.205799585182,0.48168935854541,572.978365527407,0.669070898713567,573.622526032126,0.731984840052685,572.793510665678,0.742704591767217,569.702545531619,0.715248603394244
516.945590964831,0.097607169999849,511.935621725254,0.111807756581148,558.233218228337,0.304948321664558,565.565507698363,0.492734888650023,573.200779979713,0.663275248663951,573.83645496798,0.725932460297034,573.659978502112,0.753654416907635,569.887823733254,0.726918849058212
518.371605831681,0.095075784597217,513.291403735017,0.110014928507823,559.591067338487,0.30991491185453,566.925215811545,0.503780418754636,573.972491181324,0.681170877931358,574.501407173028,0.743206170802234,574.526489939897,0.764746818463961,570.692644997199,0.727273855843035
519.698693528475,0.09545255311506,514.647317539772,0.108653070055314,560.949034370471,0.315267106442072,568.284923924727,0.514825948859249,574.08759147957,0.673548853193647,574.929613492196,0.738960834481401,575.392946875994,0.775660999500401,570.877923198835,0.738944101507003
521.055037401095,0.095497016583102,516.003383949253,0.107790229058483,562.307216436388,0.321322461989889,569.644632037909,0.525871478963862,574.932825458344,0.691863963786656,575.474397832044,0.754005625785354,576.259327509727,0.786325671809002,571.68274446278,0.739299108291826
522.411471449236,0.095836354002227,517.281954538899,0.108168688780222,563.665481741246,0.327650008877169,571.004340151091,0.536917009068475,575.180521096695,0.685828701194495,575.919407748323,0.749988052018833,577.142056469805,0.796689371262471,571.867878091517,0.75049660057673
523.768099721573,0.096810804546762,518.825063295874,0.108516986626604,565.023962080038,0.334680716724724,572.364048264273,0.547962539173088,575.891743902624,0.704327276580927,576.403893842823,0.766257581033412,578.115233978775,0.807139825594598,572.549234099889,0.750320221640198
525.124769613382,0.097921350761028,520.072436376849,0.107991667297473,566.382532594349,0.342006298523362,573.723756377455,0.559008069277701,576.977433273281,0.715331518628979,577.467828063204,0.777275422855621,579.152856039847,0.817763965300592,572.766896630855,0.761781961056791
526.481467251505,0.099122627421781,521.42900221998,0.108761974337412,567.741186347602,0.349604071661462,575.083464490636,0.570053599382314,578.146088746915,0.726594917414803,578.501321131605,0.788891874172345,580.370117330023,0.827008384176343,573.415876341726,0.761840352444249
527.83819957252,0.100437317140643,522.785734540995,0.110076664056274,569.099944149533,0.357542083973889,576.443172603818,0.581099129486927,579.450075325186,0.736871028361522,579.648093137329,0.799749274067794,581.699843569145,0.836013186105372,573.635062510408,0.772979124036758
529.19495270327,0.101820054694371,524.142577847266,0.111754275561085,570.458722761199,0.365548144121181,577.802880717,0.59214465959154,580.809422736288,0.746737062661802,580.951983297159,0.80971009671297,583.058518132134,0.843679007078338,574.282518583562,0.7733604832483
530.551782136384,0.103452300975938,525.499525202214,0.113772126240223,571.817515246022,0.373599569491717,579.162588830182,0.603190189696153,582.168305396631,0.755083361983421,582.310824338032,0.817920300364858,584.416422734911,0.848827058161283,574.501613189409,0.784199844367402
531.908576886605,0.104971134199396,526.856583542417,0.116152898705309,573.17627998453,0.381560264415765,580.521561666045,0.611831362968855,583.526591511224,0.761478956705565,583.668874608957,0.823544686291862,585.77327297776,0.850527352277716,575.291445657275,0.796552014291553
533.265454875768,0.106762158762316,528.213752867876,0.118896592956345,574.534940674362,0.389180720165487,581.878994581486,0.615436996461519,584.884274143491,0.765901164216614,585.02607168073,0.826379110989384,587.129533611439,0.850299624406296,576.266036667525,0.808264617806912
534.622284308881,0.108394405043883,529.571005432277,0.121912478546842,575.893525061831,0.396551667187369,583.236177780102,0.618226055935798,586.240839986622,0.766671471256553,586.382491855714,0.826673083185266,588.376489681637,0.848410679837314,577.255811848061,0.819229458162384
535.979162298044,0.110185429606803,530.928403664826,0.125404698981396,577.251963781151,0.403446279365193,584.593360978718,0.621015115410077,587.541107171514,0.764785165851664,587.682724357713,0.824673364722268,589.331741409082,0.841354416818579,578.267324225377,0.830121990807738
537.336068033521,0.11206718461621,532.285850453424,0.129055697697303,578.610104227597,0.40936553924328,585.950551113913,0.623826857495977,588.760045054729,0.759032043964695,588.901715652582,0.819094898944786,590.492873485045,0.83795947263794,579.384560436715,0.840953132532328
538.69296683242,0.113926257013996,533.643269495708,0.132615965966724,579.968085132738,0.414763099054065,587.191285634263,0.62382873904289,589.974404796149,0.755366859945801,590.095671052034,0.81516905515268,590.863022118602,0.828407042829243,580.624204199658,0.85147244788276
540.049872567897,0.115808012023403,535.00083420614,0.136652569080201,581.325719208955,0.419026528283761,588.036744432501,0.616479009280426,590.388855755693,0.745944574578223,590.634948485424,0.806298570029428,592.004768292129,0.821117030263576,581.954013677722,0.860749441151251
541.406819922844,0.11782586270254,536.358121453433,0.139781867728807,582.68304113914,0.422269239990476,589.161591328176,0.613848358136648,591.597691792954,0.744376877961637,591.773453885118,0.79920312986302,592.63772182944,0.807675097270374,583.312646621239,0.868279166454486
542.763725658321,0.119707617711947,537.715325461785,0.142638975037952,584.039939938039,0.424128312388261,589.882618139978,0.606166032731291,591.607015941744,0.734546844503656,592.829876614234,0.786421243546848,593.282417452652,0.810229785172513,584.670530414282,0.873359169702566
544.12062445722,0.121566690109733,539.072702884598,0.146063147637641,585.396526590906,0.424966667263066,591.017556204866,0.604133504912721,592.682103633512,0.722960118323954,593.440821158766,0.773809904167865,593.438280738907,0.798114495935082,587.383204286365,0.873402731415406
545.477571812167,0.123584540788871,540.430038687941,0.149351224567599,586.752544444337,0.423945047984882,591.595949919004,0.594680950146095,592.73479539158,0.733105645466519,594.25439510696,0.76299671475936,594.158826396984,0.786487033140054,588.629768643896,0.870232886425428
546.834477547644,0.125466295798278,541.787332871812,0.152503205827827,588.108166912796,0.421630519844257,592.794463839644,0.592221470637215,593.564278382511,0.723915025812605,595.154686690991,0.750150194540747,594.874494875327,0.77472295732215,589.584840836369,0.862589544047071
548.191397156278,0.127393416030928,543.14459930937,0.155564456641567,589.35494630426,0.419163835814555,593.017419345071,0.582085973385009,593.70224068551,0.711371756619684,595.726365191589,0.737938891496223,595.487270888529,0.76250052049112,590.780081449745,0.859591055667418
549.548295955176,0.129252488428713,544.501803317721,0.158421563950712,590.310539148153,0.413223023579104,594.270456754424,0.58031830196963,594.424053411654,0.712979371111077,596.339364813105,0.726447653853723,596.082550679,0.750665435332233,590.951727084173,0.849672280248781
550.905153134604,0.130975465156768,545.858986516337,0.16121062342499,591.441575250178,0.410275783083281,594.493412259852,0.570182804717424,594.577683981046,0.700151333020453,596.89071805974,0.714972770351082,596.677763614068,0.738611733002286,592.123682497389,0.841966481461856
552.262003377453,0.132675759273201,547.216169714953,0.163999682899269,592.286805141326,0.402177527137299,595.746449669205,0.568415133302045,595.222328736015,0.702539681770699,597.387365903138,0.703811218264121,597.104280744251,0.7278827487018,592.788351172543,0.829833049218052
553.618895239773,0.134512149059364,548.573297420942,0.166607281480574,593.44122027882,0.399053488282719,595.918136923104,0.558632453553138,595.327132276131,0.689482552068259,597.986525971568,0.691864642029885,597.614532682433,0.717628404738343,593.535843035138,0.832531439904319
554.975696926573,0.136053664894444,549.930404317194,0.169146832227013,593.855636021889,0.389516045040754,596.904948450487,0.559906148093198,595.958493936687,0.690599887968752,598.421599624544,0.68095548726023,598.169024268391,0.706234072638638,593.735149894781,0.818984870936975
556.332512486529,0.137640545952768,551.287532023182,0.171754430808318,595.013801313821,0.387200465741697,597.049045463491,0.547263380618594,596.037044676245,0.678660806322196,598.911528923743,0.670224295641378,598.672416392897,0.694726319773515,594.456863427853,0.820268124082176
557.689272553858,0.139045966118117,552.644631982857,0.174271298943135,595.246287678077,0.377685422312385,597.76472347963,0.54897049339167,596.683700210437,0.668024403130819,599.455889058786,0.658281937232222,599.162239413804,0.683647598140887,594.610341392518,0.806941068535872
559.046032621187,0.140451386283466,554.001725005953,0.176765484466331,596.35370626618,0.370144205410806,597.780797844156,0.534333665389914,597.296742010204,0.656671088368431,599.952331309706,0.646448097739694,599.651852603213,0.671882727506699,595.254680938035,0.808331382374759
560.402751069045,0.141720710779085,555.358859648519,0.179395765659257,597.279537561435,0.355285268166197,598.195765067446,0.522076485549483,597.616801810667,0.644866635883306,600.627060968946,0.635214083456398,600.141484868212,0.660180234054471,595.32796935794,0.795984515464854
561.759420960854,0.142831256993351,556.71597348135,0.181957999017318,597.420650689598,0.364652469986223,598.797211152185,0.509864006176858,598.242689961092,0.63352088777194,601.232737105052,0.626655048521641,600.849581070679,0.649500969967008,596.05253435521,0.784653233009855
563.116042296613,0.143783024926264,558.073128933652,0.184656328045109,598.137384221761,0.356371120161082,598.92833451925,0.523578592948087,598.350115210513,0.648801453378348,601.919158251707,0.626772198083357,601.472051837161,0.643134222518281,596.68224728627,0.77247334110487
564.472705251843,0.144870888528908,559.430284385955,0.187354657072901,598.283208938277,0.343617943166851,599.298181611736,0.498178585378408,598.845910013438,0.621673988356943,,,,,597.108330391783,0.758101938236201
565.829257221818,0.145595830345604,560.787495330884,0.190234446993667,598.997311855631,0.345934482915235,599.479695396121,0.512128660318229,598.96282318744,0.636356537931661,,,,,597.584344692898,0.765531860778466
567.185920177048,0.146683693948248,562.144734022128,0.193204967360921,599.25455255628,0.332711574039029,599.899627696476,0.485966106005783,599.444183378588,0.609463186514216,,,,,597.749369748535,0.745163792711913
568.542569259121,0.147726192327649,563.501993523107,0.196243535563039,599.918586589557,0.334502862852557,600.03075106354,0.499680692777012,599.575378559641,0.623412605029294,,,,,597.952122083781,0.758563928966133
569.899211404616,0.148746008095427,564.85932932645,0.199531612492998,600.130508773258,0.321888403554721,600.400598156026,0.474280685207333,599.96824989024,0.597701856085265,,,,,598.372072337633,0.732460082589649
571.255714818541,0.14931217163077,566.216692876106,0.202910419869444,600.839861323483,0.323071242789881,600.582111940411,0.488230760147154,600.126739436513,0.611962672399436,,,,,598.503330355926,0.746614978880596
572.612232105623,0.149923700389357,567.574132728126,0.206538735973729,601.168133165791,0.31292016713851,601.028263906098,0.461674003730656,600.471440812681,0.587136172467564,,,,,598.885930752577,0.720918275929935
573.968686963499,0.150331085643347,568.931621136195,0.210325830359367,601.823246181097,0.313139727188772,601.13316760783,0.475782792605937,600.616295399149,0.600010670219369,,,,,599.054233418618,0.733667993883699
575.325037772698,0.15039823172301,570.289144227156,0.214226337803114,,,601.775900564698,0.460719561564198,600.935131556566,0.575310787326754,,,,,599.375598625346,0.709332219884032
576.681388581896,0.150465377802673,571.646549396284,0.21774124084929,,,,,601.106156571238,0.589056702950661,,,,,599.544094590708,0.722714026614991
578.037739391095,0.150532523882337,573.00391294594,0.221120048225736,,,,,601.53182838024,0.56980351838675,,,,,599.827089155678,0.697706254068702
579.394090200294,0.150599669962,574.36126262244,0.224453490378938,,,,,601.596017743327,0.578102735681952,,,,,600.033650553343,0.710762024434923
580.750434072914,0.150644133430041,575.718570679468,0.227650836862409,,,,,,,,,,,600.334472620471,0.686450183943197
582.106507418974,0.149803975044833,577.075830180447,0.230689405064528,,,,,,,,,,,600.823799676018,0.67374965557961
583.462559955298,0.148895768824759,578.432999505906,0.233433099315563,,,,,,,,,,,601.313479629994,0.662203105082282
584.818452950317,0.147465862537384,579.790037036374,0.235745823945784,,,,,,,,,,,601.991569194435,0.661955980803294
586.174262706394,0.145763764910547,581.146887279223,0.237446118062217,,,,,,,,,,,,
587.529954540637,0.143676062886139,582.503564107611,0.238579346888105,,,,,,,,,,,,
588.885479896997,0.141043978182809,583.859977346016,0.238850636472364,,,,,,,,,,,,
590.240949760729,0.138230432586504,585.216258789429,0.238690956435809,,,,,,,,,,,,
591.596267019735,0.134917869534519,586.572193403919,0.237397145818165,,,,,,,,,,,,
592.922183095393,0.131463436937005,587.927892174741,0.235332126405379,,,,,,,,,,,,
594.212586862065,0.127083753955157,589.283292672688,0.232291754692857,,,,,,,,,,,,
595.44263909285,0.123754548620047,590.542806534147,0.229302081661696,,,,,,,,,,,,
596.495942349326,0.118456197296111,591.596101312582,0.223976007145777,,,,,,,,,,,,
597.646876723772,0.116176307617501,592.74019378378,0.221558387961182,,,,,,,,,,,,
598.60243366067,0.110118079510126,593.585767035562,0.214582921290479,,,,,,,,,,,,
599.734290948178,0.108176115543578,594.720226484793,0.212665320273114,,,,,,,,,,,,
600.455592448488,0.101392021558445,595.299110714123,0.204816750185457,,,,,,,,,,,,
601.382773447769,0.100721161931947,596.443558960229,0.203162514950115,,,,,,,,,,,,
584.7328469,0.136463435,597.02239958821,0.19517136844655,,,,,,,,,,,,
586.0906644,0.13469031,598.187250750854,0.193773131832363,,,,,,,,,,,,
587.4485514,0.132530735,598.601901270425,0.185003407752981,,,,,,,,,,,,
588.824538,0.129737609,599.766428776891,0.182546815436089,,,,,,,,,,,,
590.1645545,0.126938572,600.345062298457,0.173878430956959,,,,,,,,,,,,
591.5226623,0.123551449,601.357104143642,0.171255264711671,,,,,,,,,,,,
592.8514123,0.120023601,,,,,,,,,,,,,,
594.1450691,0.115570222,,,,,,,,,,,,,,
595.377811,0.112172635,,,,,,,,,,,,,,
596.4346077,0.106810321,,,,,,,,,,,,,,
597.5876525,0.104468293,,,,,,,,,,,,,,
598.5469874,0.098349274,,,,,,,,,,,,,,
599.6807742,0.096346864,,,,,,,,,,,,,,
600.4060027,0.089511998,,,,,,,,,,,,,,
601.3343169,0.088793655,,,,,,,,,,,,,,
